timestamp,timestamp_sample,device_id,magnetometer_ga[0],magnetometer_ga[1],magnetometer_ga[2],calibration_count
6668000,6668000,197388,0.0083139,-0.21286896,0.42854515,0
6800000,6739636,197388,0.002726149,-0.21605048,0.43209213,0
6812000,6812000,197388,-0.0018852962,-0.21475405,0.42469504,0
6944000,6883636,197388,0.0039061662,-0.21594375,0.43004608,0
6956000,6956000,197388,0.006471349,-0.2180936,0.42782587,0
7088000,7027272,197388,0.0031065426,-0.2132462,0.4292209,0
7096000,7096000,197388,0.0032883685,-0.21774681,0.4311531,0
7220000,7165200,197388,0.0031339868,-0.2148174,0.4298298,0
7232000,7232000,197388,0.0010297708,-0.21264786,0.43366444,0
7364000,7304000,197388,0.00281439,-0.21315908,0.43345058,0
7376000,7376000,197388,-0.00015143963,-0.21236849,0.43083164,0
7508000,7447272,197388,0.0023805886,-0.21620803,0.43119866,0
7520000,7520000,197388,0.0055171843,-0.21472076,0.43561497,0
7652000,7591636,197388,0.004823989,-0.21491596,0.42885903,0
7664000,7664000,197388,0.012293997,-0.21814051,0.43071148,0
7792000,7735272,197388,0.0027198135,-0.21481612,0.427698,0
7808000,7808000,197388,0.0028553456,-0.21168128,0.43008956,0
7940000,7879636,197388,0.003839754,-0.21585128,0.42965326,0
7952000,7952000,197388,0.0010295637,-0.20948918,0.42990246,0
8084000,8023272,197388,0.003658716,-0.21740723,0.42770767,0
8096000,8096000,197388,0.008386384,-0.21624678,0.43092057,0
8228000,8166909,197388,0.00040791224,-0.21620706,0.43056914,0
8240000,8240000,197388,-0.0022090396,-0.21110263,0.42775097,0
8372000,8312000,197388,0.003130052,-0.21587679,0.42880628,0
8384000,8384000,197388,0.006643609,-0.21315451,0.4253976,0
8512000,8454909,197388,0.0014884593,-0.21364263,0.42989343,0
8528000,8528000,197388,0.00071890256,-0.21715982,0.43536967,0
8660000,8599272,197388,0.003091018,-0.2162618,0.42793855,0
8672000,8672000,197388,-0.0008723309,-0.21275127,0.42961583,0
8804000,8742545,197388,0.0029973648,-0.2159433,0.4292686,0
8816000,8816000,197388,0.0064093075,-0.21959092,0.4345267,0
8944000,8887272,197388,0.0009619699,-0.21481021,0.427198,0
8960000,8960000,197388,-0.0005566469,-0.21576074,0.42344654,0
9092000,9032000,197388,0.0023250785,-0.2153271,0.43036717,0
9104000,9104000,197388,0.005772826,-0.22005181,0.42736974,0
9236000,9175636,197388,0.0020233048,-0.21622156,0.42939958,0
9248000,9248000,197388,0.008596028,-0.21906157,0.43429488,0
9380000,9319636,197388,0.0015257463,-0.21532652,0.4293474,0
9392000,9392000,197388,0.00043784882,-0.21898308,0.43241635,0
9524000,9464000,197388,0.001876024,-0.21540026,0.43093014,0
9536000,9536000,197388,0.004205209,-0.21468388,0.43492988,0
9668000,9608000,197388,0.0016199029,-0.21487813,0.42797706,0
9680000,9680000,197388,0.0031231046,-0.21769753,0.42969906,0
9808000,9750909,197388,0.0031849414,-0.21644184,0.42813337,0
9824000,9824000,197388,6.981231e-05,-0.2135393,0.43172237,0
9952000,9895272,197388,0.0016404047,-0.21657561,0.42888373,0
9968000,9968000,197388,0.007968972,-0.22043702,0.43217546,0
10100000,10039272,197388,0.0019361451,-0.2161248,0.4303417,0
10112000,10112000,197388,0.0037530626,-0.21690163,0.42788133,0
10244000,10183636,197388,0.0031292175,-0.2144272,0.42856503,0
10256000,10256000,197388,0.0010404742,-0.2097037,0.4276259,0
10388000,10328000,197388,0.0031688525,-0.21546128,0.42957792,0
10400000,10400000,197388,0.010321084,-0.21181904,0.43730167,0
10532000,10471636,197388,0.0016589131,-0.21465762,0.4297222,0
10544000,10544000,197388,0.005893568,-0.21409225,0.4288974,0
10676000,10615636,197388,0.0018938846,-0.21559638,0.43006024,0
10688000,10688000,197388,0.0039234413,-0.21377505,0.43382245,0
10820000,10759272,197388,0.00259127,-0.21390751,0.42960995,0
10832000,10832000,197388,0.0034894466,-0.21694496,0.43126023,0
10964000,10903272,197388,0.0019110966,-0.21718429,0.42925516,0
10976000,10976000,197388,0.005195568,-0.20977974,0.42892653,0
11108000,11048000,197388,0.0012484405,-0.2162612,0.43017292,0
11120000,11120000,197388,0.00027683013,-0.21777579,0.43965495,0
11252000,11191272,197388,0.0027301079,-0.21627209,0.42985386,0
11264000,11264000,197388,0.0028575622,-0.22125797,0.43046024,0
11392000,11335272,197388,0.0029986333,-0.21531528,0.43053624,0
11404000,11404000,197388,0.0030872452,-0.20942698,0.42890087,0
11528000,11473600,197388,0.0017692704,-0.21634722,0.43013206,0
11552000,11546000,197388,-0.0001981156,-0.21499357,0.4266373,0
11672000,11618000,197388,0.0018267444,-0.2156848,0.4287265,0
11696000,11688000,197388,-0.0001127366,-0.21737152,0.42904377,0
11800000,11755111,197388,0.0030189138,-0.21425176,0.43019387,0
11840000,11826666,197388,0.0019211298,-0.21675023,0.4273891,0
11944000,11898666,197388,0.0027786163,-0.2139851,0.42780873,0
11972000,11966000,197388,0.0043820767,-0.21568611,0.4278571,0
12088000,12036800,197388,0.001261082,-0.2150189,0.42940876,0
12104000,12104000,197388,0.003263005,-0.21062826,0.43292707,0
12232000,12174909,197388,0.002942483,-0.21645331,0.4290932,0
12248000,12248000,197388,-0.0055638086,-0.21846764,0.42599186,0
12380000,12319636,197388,0.0036804494,-0.21661489,0.42947996,0
12392000,12392000,197388,0.003927338,-0.22188285,0.42526737,0
12520000,12462909,197388,0.0017264049,-0.21646242,0.4285117,0
12536000,12536000,197388,0.0098610725,-0.21788824,0.43046996,0
12664000,12607636,197388,0.0029388163,-0.21578754,0.42783105,0
12680000,12680000,197388,0.009160824,-0.21604535,0.42548585,0
12808000,12751272,197388,0.003075329,-0.21564333,0.42790678,0
12824000,12824000,197388,-0.004214916,-0.22567697,0.43125862,0
12956000,12895272,197388,0.0017960712,-0.21494663,0.42977852,0
12968000,12968000,197388,0.004642808,-0.21500537,0.42506626,0
13100000,13039636,197388,0.0014914139,-0.21441348,0.42923743,0
13112000,13112000,197388,0.008205404,-0.21923895,0.42414463,0
13240000,13182909,197388,0.0020510815,-0.21623482,0.4291809,0
13256000,13256000,197388,0.0010944232,-0.22015162,0.426348,0
13388000,13327272,197388,0.0027593467,-0.21814299,0.43132007,0
13400000,13400000,197388,-0.009458761,-0.21108988,0.42709458,0
13532000,13471272,197388,0.003104019,-0.21616633,0.4312249,0
13544000,13544000,197388,0.004191898,-0.2157741,0.43329376,0
13676000,13615636,197388,0.0015169708,-0.21739504,0.43028265,0
13688000,13688000,197388,-0.0005438713,-0.21617495,0.42553583,0
13820000,13759272,197388,0.0035278867,-0.21538952,0.42880678,0
13832000,13832000,197388,0.0041878005,-0.22197041,0.42995384,0
13964000,13903636,197388,0.0030779075,-0.21628107,0.42938226,0
13976000,13976000,197388,-0.0003065704,-0.21454972,0.42351532,0
14108000,14048000,197388,0.0038848824,-0.21688652,0.43066385,0
14120000,14120000,197388,0.0005965818,-0.21585183,0.432464,0
14252000,14191272,197388,0.0037633476,-0.2144451,0.4280773,0
14264000,14264000,197388,0.007502891,-0.21629614,0.42695376,0
14396000,14336000,197388,0.0006447995,-0.21643232,0.42912966,0
14408000,14408000,197388,0.0043593235,-0.20109554,0.42724586,0
14536000,14478909,197388,0.0026412483,-0.2158212,0.42932552,0
14552000,14552000,197388,0.0017444491,-0.2151324,0.43573064,0
14684000,14623636,197388,0.0029308125,-0.21549952,0.4294888,0
14696000,14696000,197388,-0.002748583,-0.2147848,0.42442322,0
14828000,14767272,197388,0.0045068027,-0.21553968,0.42951998,0
14840000,14840000,197388,0.0011660011,-0.21601024,0.43443125,0
14968000,14911272,197388,0.00208162,-0.21611421,0.43162277,0
14984000,14984000,197388,-0.002483967,-0.21916962,0.42704117,0
15116000,15056000,197388,0.0024613491,-0.21426496,0.42975232,0
15128000,15128000,197388,0.0023942173,-0.21079999,0.43687123,0
15260000,15200000,197388,0.0026133936,-0.21514845,0.43169698,0
15272000,15272000,197388,0.0035824932,-0.21895713,0.42807248,0
15404000,15343636,197388,0.005366142,-0.21441835,0.43089738,0
15416000,15416000,197388,0.0078263795,-0.21108879,0.43165526,0
15548000,15488000,197388,0.0035595014,-0.21685791,0.4296805,0
15560000,15560000,197388,-0.00011393928,-0.21107537,0.43106472,0
15692000,15632000,197388,0.0034082567,-0.21519282,0.42963168,0
15704000,15704000,197388,0.00471586,-0.22076425,0.43289652,0
15836000,15776000,197388,0.00283966,-0.21535711,0.42986515,0
15848000,15848000,197388,-0.00037894904,-0.218744,0.431364,0
15976000,15919636,197388,0.0037200216,-0.21614687,0.42902046,0
15992000,15992000,197388,0.005179644,-0.21768947,0.43858823,0
16124000,16063272,197388,0.003929625,-0.21687692,0.42995638,0
16136000,16136000,197388,0.0053231367,-0.21544562,0.42732164,0
16264000,16207272,197388,0.0038925505,-0.21499586,0.43161905,0
16280000,16280000,197388,-0.0037434218,-0.218095,0.43073893,0
16408000,16350545,197388,0.0026032412,-0.2165833,0.42917556,0
16424000,16424000,197388,0.007335323,-0.21919782,0.42891362,0
16556000,16496000,197388,0.0020230473,-0.21785401,0.42771307,0
16568000,16568000,197388,-0.0005798527,-0.20974936,0.42624542,0
16700000,16639636,197388,0.0023058888,-0.21666811,0.42897537,0
16712000,16712000,197388,0.0008501327,-0.2159145,0.42941946,0
16844000,16783636,197388,0.0020942711,-0.21610594,0.4308337,0
16856000,16856000,197388,0.0032920232,-0.21210863,0.4281089,0
16984000,16927636,197388,0.0032738056,-0.2159569,0.43014956,0
17000000,17000000,197388,0.0047618863,-0.21277799,0.42918965,0
17132000,17070909,197388,0.0013653305,-0.21470554,0.42840108,0
17144000,17144000,197388,0.00038569834,-0.2162719,0.42348707,0
17272000,17215272,197388,0.003375338,-0.21488121,0.43046597,0
17288000,17288000,197388,-0.0021234744,-0.21910389,0.42660004,0
17420000,17359636,197388,0.0029147484,-0.2161983,0.43232954,0
17432000,17432000,197388,-0.0057591056,-0.21301751,0.43477532,0
17564000,17503272,197388,0.0016546398,-0.2155019,0.428532,0
17576000,17576000,197388,0.007943189,-0.21970809,0.4299881,0
17708000,17648000,197388,0.0029974876,-0.21725683,0.42922273,0
17720000,17720000,197388,0.0027579346,-0.21506965,0.42610386,0
17852000,17791636,197388,0.0018794253,-0.2165159,0.42951617,0
17864000,17864000,197388,-0.00023383526,-0.21620059,0.4339428,0
17996000,17936000,197388,0.002633314,-0.21671805,0.4306377,0
18008000,18008000,197388,-0.00036691574,-0.21633022,0.43256637,0
18140000,18079272,197388,0.0014505684,-0.2152727,0.42921618,0
18152000,18152000,197388,0.00045221997,-0.21590208,0.42969546,0
18284000,18223272,197388,0.0035965105,-0.21531074,0.4312049,0
18296000,18296000,197388,0.0055965073,-0.21177106,0.43597555,0
18428000,18368000,197388,0.0024712195,-0.21504934,0.4296997,0
18440000,18440000,197388,-0.002467383,-0.22061224,0.425102,0
18572000,18512000,197388,0.0017509073,-0.21549048,0.42821804,0
18584000,18584000,197388,0.0058686333,-0.22343998,0.42667347,0
18716000,18655272,197388,0.0021601806,-0.21469598,0.43066853,0
18728000,18728000,197388,0.0017766074,-0.21564057,0.4258297,0
18856000,18799636,197388,0.0029955474,-0.21603703,0.43003798,0
18872000,18872000,197388,0.008487441,-0.21261841,0.42623928,0
19004000,18943272,197388,0.0027677435,-0.21694282,0.42942894,0
19016000,19016000,197388,0.0057325815,-0.22608119,0.42670628,0
19148000,19087636,197388,0.0027543432,-0.21547544,0.42985454,0
19160000,19160000,197388,0.004225075,-0.22641225,0.4230925,0
19292000,19231272,197388,0.0031258222,-0.21425088,0.42835706,0
19304000,19304000,197388,-0.00014314818,-0.21581975,0.4238183,0
19436000,19374909,197388,0.0022174846,-0.21576262,0.4296512,0
19448000,19448000,197388,0.006551114,-0.21091515,0.43201816,0
19580000,19518909,197388,0.0019553634,-0.21533418,0.42882866,0
19592000,19592000,197388,0.007042298,-0.21564841,0.4321188,0
19724000,19663636,197388,0.0020716449,-0.21641125,0.42900142,0
19736000,19736000,197388,0.008717231,-0.22146392,0.4315586,0
19864000,19807272,197388,0.0012651698,-0.21456455,0.42954087,0
19880000,19880000,197388,0.0047347713,-0.21253806,0.427766,0
20012000,19951636,197388,0.0012268728,-0.21718796,0.43007812,0
20024000,20024000,197388,0.0028557705,-0.21129528,0.4316109,0
20156000,20095272,197388,0.0026476968,-0.21525973,0.43030974,0
20168000,20168000,197388,-0.00015699277,-0.21727578,0.42702758,0
20300000,20239636,197388,0.0024801474,-0.21712267,0.42959106,0
20312000,20312000,197388,0.0008889148,-0.20877263,0.4320927,0
20444000,20383272,197388,0.0020809304,-0.21451643,0.42900467,0
20456000,20456000,197388,-0.0024535558,-0.21067952,0.41961756,0
20584000,20526545,197388,0.0008051965,-0.21578105,0.4305085,0
20600000,20600000,197388,0.0028287733,-0.21461397,0.4288951,0
20732000,20671636,197388,0.0026320142,-0.2164383,0.42961854,0
20744000,20744000,197388,0.0008462661,-0.21962321,0.43304586,0
20876000,20816000,197388,0.0034020278,-0.21387967,0.42771572,0
20888000,20888000,197388,-0.0015076398,-0.2142957,0.43252695,0
21020000,20960000,197388,0.0040281177,-0.21313521,0.4305254,0
21032000,21032000,197388,-0.004454705,-0.20791517,0.42835677,0
21164000,21103272,197388,0.0034275001,-0.21493962,0.42874715,0
21176000,21176000,197388,0.0012229711,-0.21315119,0.4372459,0
21308000,21247636,197388,0.0013423085,-0.2146106,0.427744,0
21320000,21320000,197388,0.0053789355,-0.2236612,0.4272338,0
21448000,21390909,197388,0.0023739187,-0.21664704,0.42908758,0
21464000,21464000,197388,-0.0014079224,-0.21707341,0.42577896,0
21596000,21536000,197388,0.002302724,-0.21614283,0.4312061,0
21608000,21608000,197388,0.003297876,-0.21355921,0.4298278,0
21740000,21678909,197388,0.0008308,-0.2148723,0.4275329,0
21752000,21752000,197388,0.0034675186,-0.21118398,0.4224418,0
21884000,21823636,197388,0.0010884805,-0.21497697,0.43117675,0
21896000,21896000,197388,0.0018764952,-0.2123987,0.42865968,0
22028000,21967272,197388,0.0023248554,-0.21492857,0.42888403,0
22040000,22040000,197388,0.0063064285,-0.21598348,0.42774802,0
22168000,22111636,197388,0.0021138687,-0.21575072,0.4294173,0
22184000,22184000,197388,-0.007234357,-0.21180883,0.4363697,0
22316000,22255636,197388,0.0035241877,-0.21487458,0.4293434,0
22328000,22328000,197388,0.0010718133,-0.2128271,0.42986557,0
22460000,22399636,197388,0.003290005,-0.2152704,0.43014675,0
22472000,22472000,197388,0.0020670982,-0.21696341,0.42652577,0
22604000,22543636,197388,0.0032746068,-0.21500409,0.428822,0
22616000,22616000,197388,-0.00096605817,-0.21106835,0.43231022,0
22748000,22687272,197388,0.0012551169,-0.21624616,0.42875752,0
22760000,22760000,197388,0.0016552148,-0.21306236,0.4231275,0
22892000,22831272,197388,0.002422638,-0.2161095,0.42976138,0
22904000,22904000,197388,0.00088206737,-0.21947199,0.4272509,0
23036000,22976000,197388,0.00090193906,-0.21557271,0.43018088,0
23048000,23048000,197388,0.0037232402,-0.21043713,0.42233264,0
23180000,23119636,197388,0.00025089385,-0.21554978,0.4278767,0
23192000,23192000,197388,0.0039407616,-0.22014967,0.4249,0
23324000,23264000,197388,0.0017350401,-0.21554968,0.43057972,0
23336000,23336000,197388,0.0014675814,-0.21422558,0.4334858,0
23464000,23407272,197388,0.0003141944,-0.21540833,0.43057013,0
23480000,23480000,197388,0.0034844317,-0.21394317,0.43401673,0
23612000,23551272,197388,0.0011986808,-0.21524708,0.42967623,0
23624000,23624000,197388,-0.003086969,-0.21119775,0.428184,0
23752000,23695272,197388,0.0015694002,-0.2182564,0.43061465,0
23768000,23768000,197388,-0.0017577596,-0.21790367,0.4293045,0
23900000,23839272,197388,0.0035493895,-0.21395604,0.427217,0
23912000,23912000,197388,0.0051056673,-0.21581277,0.4288257,0
24040000,23983636,197388,0.00052071456,-0.21748929,0.42875448,0
24056000,24056000,197388,-0.001955104,-0.21807359,0.42691818,0
24188000,24127636,197388,0.0020985273,-0.21553482,0.4279414,0
24200000,24200000,197388,0.002378075,-0.21448281,0.4315378,0
24332000,24271636,197388,0.0031290574,-0.21558054,0.42850643,0
24344000,24344000,197388,0.0066952705,-0.21520077,0.43523544,0
24476000,24415272,197388,0.0024463816,-0.21479867,0.4294376,0
24488000,24488000,197388,0.0073109665,-0.21505946,0.43284363,0
24620000,24559636,197388,0.0014041214,-0.21634878,0.4289807,0
24632000,24632000,197388,0.0074330587,-0.21705443,0.43172294,0
24764000,24703636,197388,0.0036309955,-0.21480975,0.42955336,0
24776000,24776000,197388,-0.00046729096,-0.21662356,0.4295281,0
24908000,24847272,197388,0.0018053816,-0.21558142,0.43031907,0
24920000,24920000,197388,-0.0042600133,-0.2100446,0.42761365,0
25052000,24992000,197388,0.0037722413,-0.21516082,0.42844397,0
25064000,25064000,197388,0.0013355655,-0.21547824,0.4275764,0
25196000,25135272,197388,0.0034415966,-0.21584062,0.43046802,0
25208000,25208000,197388,-0.00016778204,-0.21230927,0.42921817,0
25340000,25280000,197388,0.0019637914,-0.2162503,0.43055102,0
25352000,25352000,197388,0.0033041674,-0.21498546,0.42990166,0
25484000,25423272,197388,0.0010804314,-0.21552256,0.42912197,0
25496000,25496000,197388,0.0009017179,-0.21340556,0.42323986,0
25628000,25567636,197388,0.002880407,-0.21464717,0.4280131,0
25640000,25640000,197388,0.0012647394,-0.209422,0.4349404,0
25772000,25711272,197388,0.0015247706,-0.21694498,0.42989472,0
25784000,25784000,197388,0.0005016393,-0.21144769,0.43243438,0
25916000,25855636,197388,0.0013459066,-0.21631254,0.42884845,0
25928000,25928000,197388,0.0008001313,-0.22090909,0.43544543,0
26060000,25999636,197388,0.0029033988,-0.21583803,0.42902455,0
26072000,26072000,197388,-0.00082681776,-0.21334326,0.4290408,0
26204000,26144000,197388,0.0018481414,-0.21483004,0.42862996,0
26216000,26216000,197388,0.0010153101,-0.21431544,0.42664224,0
26348000,26288000,197388,0.0024420314,-0.21405375,0.42666873,0
26360000,26360000,197388,0.0004835168,-0.20905338,0.43033114,0
26492000,26431636,197388,0.0035267076,-0.21687293,0.4276428,0
26504000,26504000,197388,0.0005514535,-0.21039058,0.427743,0
26636000,26576000,197388,0.0019833185,-0.21480176,0.42991856,0
26648000,26648000,197388,-0.0015394798,-0.21049951,0.4247574,0
26780000,26719272,197388,0.001659005,-0.21474184,0.42734218,0
26792000,26792000,197388,-0.0041349474,-0.21988423,0.42957786,0
26920000,26863636,197388,0.0016772214,-0.21360461,0.42860523,0
26936000,26936000,197388,0.003206704,-0.21030091,0.42310375,0
27068000,27007272,197388,0.0007592104,-0.21692836,0.42964008,0
27080000,27080000,197388,0.0019680252,-0.2107878,0.42827547,0
27212000,27151636,197388,0.0032254574,-0.21688041,0.42975488,0
27224000,27224000,197388,0.0023021703,-0.20788845,0.4281043,0
27356000,27295636,197388,0.0011650358,-0.21575525,0.42652926,0
27368000,27368000,197388,0.0025822655,-0.21232748,0.4293237,0
27496000,27439636,197388,0.0012482773,-0.21753928,0.42845654,0
27512000,27512000,197388,-0.006052627,-0.22244138,0.42545554,0
27644000,27583272,197388,0.0019990853,-0.21657714,0.4292294,0
27656000,27656000,197388,0.0013370528,-0.216193,0.424491,0
27788000,27727272,197388,0.0051877927,-0.21661119,0.4300928,0
27800000,27800000,197388,-0.0018933478,-0.22054446,0.42634884,0
27932000,27871272,197388,0.0015702633,-0.2155948,0.4314313,0
27940000,27940000,197388,-0.001032601,-0.21796493,0.4362745,0
28064000,28009200,197388,0.003955292,-0.21731947,0.42835242,0
28076000,28076000,197388,0.0058595138,-0.21547331,0.4334646,0
28208000,28147636,197388,0.0026434574,-0.21479066,0.43016228,0
28220000,28220000,197388,0.010687017,-0.21823381,0.430227,0
28352000,28291636,197388,0.0013908071,-0.21596909,0.42911816,0
28364000,28364000,197388,-0.0027509767,-0.2134053,0.4298464,0
28496000,28435272,197388,0.0050053233,-0.21603557,0.42931104,0
28508000,28508000,197388,-0.0010423701,-0.21325341,0.42959982,0
28640000,28580000,197388,0.0021680153,-0.21789074,0.4291087,0
28652000,28652000,197388,-0.0038608592,-0.22512166,0.43234515,0
28784000,28724000,197388,0.003098527,-0.21651077,0.42907006,0
28792000,28792000,197388,0.0046234285,-0.20807008,0.42360485,0
28916000,28862000,197388,0.0020658236,-0.21615422,0.42957926,0
28940000,28934000,197388,0.001908947,-0.21386328,0.42773837,0
29060000,29005200,197388,0.0024111434,-0.21741731,0.43078867,0
29072000,29072000,197388,-0.00012928067,-0.21091329,0.4252357,0
29204000,29144000,197388,0.0031303167,-0.21634921,0.4298807,0
29216000,29216000,197388,0.0057617435,-0.21818393,0.43123555,0
29348000,29288000,197388,0.0033126045,-0.21681121,0.430346,0
29360000,29360000,197388,0.00044890709,-0.21527264,0.42942163,0
29492000,29432000,197388,0.0021284036,-0.21514508,0.43203825,0
29504000,29504000,197388,-0.005096699,-0.22073014,0.4272016,0
29636000,29576000,197388,0.0018987017,-0.21541895,0.42864132,0
29648000,29648000,197388,0.001298636,-0.21261737,0.4249944,0
29780000,29720000,197388,0.0021749756,-0.2156536,0.43013972,0
29788000,29788000,197388,0.0010774361,-0.20778331,0.43095276,0
29912000,29856800,197388,0.0019603826,-0.21728969,0.4315691,0
29924000,29924000,197388,0.0014738856,-0.22235282,0.43260238,0
30056000,29995636,197388,0.000688876,-0.216084,0.428873,0
30068000,30068000,197388,0.004634218,-0.2094252,0.42526528,0
30200000,30139636,197388,0.0019993288,-0.21570587,0.42799053,0
30212000,30212000,197388,0.0027129606,-0.21608181,0.4294473,0
30344000,30283272,197388,0.002717449,-0.21817258,0.4287781,0
30356000,30356000,197388,0.006761385,-0.21431574,0.43006885,0
30488000,30427636,197388,0.00027359332,-0.21484426,0.428517,0
30500000,30500000,197388,-0.00031999766,-0.22477373,0.4240302,0
30632000,30572000,197388,0.0026786358,-0.21662936,0.43008623,0
