timestamp,timestamp_sample,xyz[0],xyz[1],xyz[2],xyz_derivative[0],xyz_derivative[1],xyz_derivative[2]
808000,0,5.551537e-05,5.1263185e-05,-1.6196589e-08,0.0,0.0,0.0
816000,0,5.5515397e-05,5.126318e-05,-1.6232052e-08,0.0,0.0,0.0
828000,0,5.5515433e-05,5.126318e-05,-1.6285249e-08,0.0,0.0,0.0
836000,0,5.551546e-05,5.1263178e-05,-1.6320712e-08,0.0,0.0,0.0
848000,0,5.5515495e-05,5.1263178e-05,-1.6373907e-08,0.0,0.0,0.0
856000,0,5.551552e-05,5.1263174e-05,-1.640937e-08,0.0,0.0,0.0
868000,0,5.551556e-05,5.1263174e-05,-1.6462565e-08,0.0,0.0,0.0
876000,0,5.5515582e-05,5.126317e-05,-1.6498028e-08,0.0,0.0,0.0
888000,0,5.5515622e-05,5.126317e-05,-1.6551224e-08,0.0,0.0,0.0
896000,0,5.5515648e-05,5.1263167e-05,-1.6586688e-08,0.0,0.0,0.0
908000,0,5.5515684e-05,5.1263167e-05,-1.6639882e-08,0.0,0.0,0.0
916000,0,5.551571e-05,5.1263163e-05,-1.6675346e-08,0.0,0.0,0.0
928000,0,5.5515746e-05,5.1263163e-05,-1.672854e-08,0.0,0.0,0.0
936000,0,5.551577e-05,5.126316e-05,-1.6764005e-08,0.0,0.0,0.0
948000,0,5.551581e-05,5.126316e-05,-1.68172e-08,0.0,0.0,0.0
956000,0,5.5515837e-05,5.1263156e-05,-1.6852663e-08,0.0,0.0,0.0
968000,0,5.5515873e-05,5.1263156e-05,-1.690586e-08,0.0,0.0,0.0
976000,0,5.55159e-05,5.1263152e-05,-1.6941323e-08,0.0,0.0,0.0
988000,0,5.5515935e-05,5.1263152e-05,-1.6994518e-08,0.0,0.0,0.0
996000,0,5.551596e-05,5.126315e-05,-1.7029981e-08,0.0,0.0,0.0
1008000,0,5.5515997e-05,5.126315e-05,-1.7083178e-08,0.0,0.0,0.0
1016000,0,5.5516022e-05,5.1263145e-05,-1.711864e-08,0.0,0.0,0.0
1028000,0,5.5516062e-05,5.126314e-05,-1.7171836e-08,0.0,0.0,0.0
1036000,0,5.5516088e-05,5.126314e-05,-1.72073e-08,0.0,0.0,0.0
1048000,0,5.5516124e-05,5.1263138e-05,-1.7260495e-08,0.0,0.0,0.0
1056000,0,5.551615e-05,5.1263138e-05,-1.7295958e-08,0.0,0.0,0.0
1068000,0,5.5516186e-05,5.1263134e-05,-1.7349155e-08,0.0,0.0,0.0
1076000,0,5.551621e-05,5.1263134e-05,-1.7384618e-08,0.0,0.0,0.0
1088000,0,5.551625e-05,5.126313e-05,-1.7437813e-08,0.0,0.0,0.0
1096000,0,5.5516273e-05,5.126313e-05,-1.7473278e-08,0.0,0.0,0.0
1108000,0,5.5516313e-05,5.1263127e-05,-1.7526473e-08,0.0,0.0,0.0
1116000,0,5.551634e-05,5.1263127e-05,-1.7561936e-08,0.0,0.0,0.0
1128000,0,5.5516375e-05,5.1263123e-05,-1.7615132e-08,0.0,0.0,0.0
1136000,0,5.55164e-05,5.1263123e-05,-1.7650596e-08,0.0,0.0,0.0
1148000,0,5.5516437e-05,5.126312e-05,-1.7703792e-08,0.0,0.0,0.0
1156000,0,5.5516462e-05,5.126312e-05,-1.7739255e-08,0.0,0.0,0.0
1168000,0,5.5516502e-05,5.1263116e-05,-1.7792452e-08,0.0,0.0,0.0
1176000,0,5.5516524e-05,5.1263116e-05,-1.7827915e-08,0.0,0.0,0.0
1188000,0,5.5516564e-05,5.1263112e-05,-1.7881112e-08,0.0,0.0,0.0
1196000,0,5.551659e-05,5.1263112e-05,-1.7916575e-08,0.0,0.0,0.0
1208000,0,5.5516626e-05,5.126311e-05,-1.796977e-08,0.0,0.0,0.0
1216000,0,5.551665e-05,5.126311e-05,-1.8005235e-08,0.0,0.0,0.0
1228000,0,5.5516688e-05,5.1263105e-05,-1.805843e-08,0.0,0.0,0.0
1236000,0,5.5516713e-05,5.1263105e-05,-1.8093894e-08,0.0,0.0,0.0
1248000,0,5.5516753e-05,5.12631e-05,-1.814709e-08,0.0,0.0,0.0
1256000,0,5.5516775e-05,5.12631e-05,-1.8182554e-08,0.0,0.0,0.0
1268000,0,5.5516815e-05,5.1263098e-05,-1.8235749e-08,0.0,0.0,0.0
1276000,0,5.551684e-05,5.1263098e-05,-1.8271214e-08,0.0,0.0,0.0
1288000,0,5.5516877e-05,5.1263094e-05,-1.832441e-08,0.0,0.0,0.0
1296000,0,5.5516903e-05,5.1263094e-05,-1.8359874e-08,0.0,0.0,0.0
1308000,0,5.551694e-05,5.126309e-05,-1.841307e-08,0.0,0.0,0.0
1316000,0,5.5516964e-05,5.126309e-05,-1.8448533e-08,0.0,0.0,0.0
1328000,0,5.5517005e-05,5.1263087e-05,-1.850173e-08,0.0,0.0,0.0
1336000,0,5.5517026e-05,5.1263087e-05,-1.8537193e-08,0.0,0.0,0.0
1348000,0,5.5517066e-05,5.1263083e-05,-1.859039e-08,0.0,0.0,0.0
1356000,0,5.5517092e-05,5.1263083e-05,-1.8625853e-08,0.0,0.0,0.0
1368000,0,5.551713e-05,5.126308e-05,-1.867905e-08,0.0,0.0,0.0
