timestamp,position[0],position[1],position[2],velocity[0],velocity[1],velocity[2],acceleration[0],acceleration[1],acceleration[2],jerk[0],jerk[1],jerk[2],yaw,yawspeed
25944000,-0.0025200294,-0.012076297,0.33667663,-3.146897e-08,0.0,0.6988481,-1.3113022e-06,0.0,-0.095993705,0.0,0.0,-4.0,1.6629858,0.00022224068
26144000,-0.004438961,-0.013888547,0.33856767,0.0,0.0,0.6988486,0.0,0.0,-0.09597347,0.0,0.0,-4.0,1.6631676,0.0006750326
26344000,-0.0054172287,-0.014295783,0.33983964,-2.832159e-07,0.0,0.69884807,-1.180172e-05,0.0,-0.0959973,0.0,0.0,-4.0,1.6632447,0.00040528842
26544000,-0.006762512,-0.016123166,0.34312743,0.0,0.0,0.69884866,0.0,0.0,-0.095972985,0.0,0.0,-4.0,1.6632847,0.00013071744
26720000,-0.007340569,-0.016488012,0.33745894,2.6698496e-07,1.8350672e-06,0.69948804,1.66893e-05,0.000114798546,-0.063997835,0.0,0.0,-4.0,1.6633514,0.0002697518
26920000,-0.0067773266,-0.013271925,0.3337625,1.3321538e-06,6.7286655e-06,0.69948816,8.332729e-05,0.00042200089,-0.063989684,0.0,0.0,-4.0,1.6636606,0.0010374321
27144000,-0.007985156,-0.012333557,0.34063363,0.0,-1.716256e-08,0.6988485,0.0,-7.1525574e-07,-0.095980346,0.0,0.0,-4.0,1.6638597,0.00094215816
27344000,-0.008721621,-0.011296305,0.34017158,-5.5206993e-07,0.0,0.6988482,-2.3007393e-05,0.0,-0.09599282,0.0,0.0,-4.0,1.663852,0.00044391328
27520000,-0.009085672,-0.0072726076,0.33175823,-1.8495818e-07,8.798696e-06,0.6994882,-1.1563301e-05,0.00055241585,-0.06398688,0.0,0.0,-4.0,1.6639171,0.00044344473
27720000,-0.011585747,-0.0052642515,0.33414137,-6.0293137e-06,-5.7210583e-09,0.69948816,-0.00037801266,-3.5762787e-07,-0.06398913,0.0,0.0,-4.0,1.6642324,0.001234041
27920000,-0.013255999,-0.003930961,0.33531678,-3.0514226e-08,4.282134e-06,0.6994881,-1.9073486e-06,0.0002682209,-0.06399392,0.0,0.0,-4.0,1.664348,0.0007261183
28120000,-0.015422419,-0.00408217,0.33879882,-5.849096e-06,-2.6377747e-06,0.69948816,-0.00036668777,-0.00016510487,-0.06398799,0.0,0.0,-4.0,1.664597,0.0010865107
28320000,-0.016582267,-0.005464918,0.34185985,1.3132454e-06,-7.130594e-07,0.69948804,8.21352e-05,-4.4584274e-05,-0.06399637,0.0,0.0,-4.0,1.6644225,-0.00021380154
28520000,-0.018134663,-0.008830226,0.3458341,-5.05778e-06,-7.90558e-06,0.6994882,-0.0003169775,-0.00049614906,-0.06398359,0.0,0.0,-4.0,1.6643236,-0.00017190662
28744000,-0.018674348,-0.010918278,0.3538803,0.0,-1.052541e-06,0.6988481,0.0,-4.386902e-05,-0.095993176,0.0,0.0,-4.0,1.6645851,0.00069180544
28920000,-0.019883608,-0.013647363,0.35284063,-4.4676085e-06,-7.1618733e-06,0.6994882,-0.0002799034,-0.0004492998,-0.06398495,0.0,0.0,-4.0,1.6646174,0.00035864866
29120000,-0.02012332,-0.01460867,0.35621262,2.6114637e-06,2.7655424e-06,0.69948804,0.00016343594,0.00017309189,-0.06399578,0.0,0.0,-4.0,1.6646514,0.00019750065
29344000,-0.02114689,-0.016445987,0.36686498,0.0,0.0,0.6988487,0.0,0.0,-0.09596985,0.0,0.0,-4.0,1.6646386,-6.5632055e-05
29520000,-0.019642744,-0.015302387,0.3620558,5.97797e-06,6.2926247e-06,0.69948816,0.000374794,0.00039458275,-0.063987456,0.0,0.0,-4.0,1.6647016,0.00016820041
29744000,-0.01850456,-0.015188457,0.371324,-8.7226283e-07,0.0,0.6988485,-3.6358833e-05,0.0,-0.095979765,0.0,0.0,-4.0,1.6649688,0.0008674316
29944000,-0.018123725,-0.014601707,0.37213847,0.0,0.0,0.69884807,0.0,0.0,-0.09599576,0.0,0.0,-4.0,1.6652454,0.0011924375
30120000,-0.019262854,-0.016055126,0.36981496,-3.6586614e-06,-5.653763e-06,0.69948816,-0.00022912025,-0.00035440922,-0.06398777,0.0,0.0,-4.0,1.6653295,0.000709491
30320000,-0.018136824,-0.01627128,0.37070125,5.3808776e-06,3.5866103e-06,0.69948816,0.00033724308,0.0002245903,-0.06399057,0.0,0.0,-4.0,1.665452,0.0005671198
30520000,-0.016541967,-0.017416893,0.3732977,3.927759e-07,-5.5003175e-06,0.69948816,2.4557114e-05,-0.00034475327,-0.06398981,0.0,0.0,-4.0,1.6654701,0.0002950917
30720000,-0.014816475,-0.019703565,0.37343374,3.753924e-06,-9.874093e-07,0.6994881,0.00023508072,-6.175041e-05,-0.06399218,0.0,0.0,-4.0,1.665451,3.353668e-05
30920000,-0.013926928,-0.023538234,0.37475652,-1.8685839e-07,-8.770037e-06,0.6994882,-1.168251e-05,-0.0005506277,-0.06398469,0.0,0.0,-4.0,1.6655047,0.00020597651
31120000,-0.013971214,-0.024378745,0.37389445,2.3646525e-07,3.4956279e-06,0.69948804,1.4781952e-05,0.00021886826,-0.06399495,0.0,0.0,-4.0,1.6655596,0.0001957417
31344000,-0.01470709,-0.025896288,0.38223517,0.0,0.0,0.69884866,0.0,0.0,-0.0959724,0.0,0.0,-4.0,1.6656637,0.0003783433
31520000,-0.014071685,-0.025412006,0.3791622,2.7387825e-06,4.8876987e-06,0.6994881,0.00017142296,0.00030624866,-0.06399273,0.0,0.0,-4.0,1.6657394,0.0003390263
31720000,-0.013242096,-0.02610148,0.38458785,5.014337e-07,-4.9805058e-06,0.69948816,3.1352043e-05,-0.00031208992,-0.06399029,0.0,0.0,-4.0,1.665722,7.8432866e-05
31944000,-0.011896675,-0.025208691,0.3920801,0.0,0.0,0.69884837,0.0,0.0,-0.09598519,0.0,0.0,-4.0,1.6659259,0.00057368504
32120000,-0.010822378,-0.025874438,0.3895181,1.1188318e-06,-4.2173206e-06,0.69948816,6.997585e-05,-0.0002641678,-0.063990295,0.0,0.0,-4.0,1.6659546,0.00036180788
32344000,-0.008110315,-0.028640937,0.39291734,0.0,-1.2381437e-06,0.6988486,0.0,-5.1617622e-05,-0.095973164,0.0,0.0,-4.0,1.6657627,-0.00043377487
32520000,-0.0050968924,-0.033065137,0.38771418,4.6685577e-06,-1.0025866e-05,0.6994883,0.0002925396,-0.0006299019,-0.06398115,0.0,0.0,-4.0,1.6658005,-6.461103e-05
