timestamp,timestamp_sample,device_id,pressure,temperature,error_count
1100000,1100000,6620172,95595.45,11.827326,0
2108000,2108000,6620172,95596.43,11.827326,0
3116000,3116000,6620172,95597.305,11.827326,0
4100000,4100000,6620172,95596.38,11.827326,0
5108000,5108000,6620172,95598.88,11.827326,0
6116000,6116000,6620172,95598.65,11.827326,0
7100000,7100000,6620172,95598.13,11.827326,0
8108000,8108000,6620172,95597.71,11.827326,0
9116000,9116000,6620172,95597.36,11.827326,0
10100000,10100000,6620172,95598.695,11.827326,0
11108000,11108000,6620172,95597.28,11.827326,0
12116000,12116000,6620172,95597.99,11.827326,0
13100000,13100000,6620172,95596.516,11.827326,0
14108000,14108000,6620172,95597.62,11.827326,0
15116000,15116000,6620172,95596.1,11.827326,0
16100000,16100000,6620172,95597.03,11.827326,0
17108000,17108000,6620172,95595.84,11.827326,0
18116000,18116000,6620172,95596.555,11.827326,0
19096000,19096000,6620172,95597.28,11.827326,0
20108000,20108000,6620172,95597.75,11.827326,0
21116000,21116000,6620172,95595.94,11.827326,0
22100000,22100000,6620172,95597.03,11.827326,0
23108000,23108000,6620172,95596.27,11.827326,0
24116000,24116000,6620172,95597.91,11.827326,0
25100000,25100000,6620172,95596.11,11.827326,0
26108000,26108000,6620172,95597.95,11.827326,0
27116000,27116000,6620172,95595.77,11.827326,0
28100000,28100000,6620172,95596.0,11.827326,0
29108000,29108000,6620172,95596.97,11.827326,0
30116000,30116000,6620172,95598.25,11.827326,0
31100000,31100000,6620172,95596.66,11.827326,0
32108000,32108000,6620172,95595.57,11.827326,0
33116000,33116000,6620172,95594.96,11.827326,0
34100000,34100000,6620172,95595.62,11.827326,0
35108000,35108000,6620172,95598.72,11.827326,0
36116000,36116000,6620172,95597.22,11.827326,0
37100000,37100000,6620172,95596.11,11.827326,0
38104000,38104000,6620172,95597.05,11.827326,0
39116000,39116000,6620172,95598.17,11.827326,0
40100000,40100000,6620172,95596.46,11.827326,0
41108000,41108000,6620172,95595.62,11.827326,0
42116000,42116000,6620172,95595.41,11.826471,0
43100000,43100000,6620172,95584.24,11.820337,0
44108000,44108000,6620172,95577.19,11.81637,0
45116000,45116000,6620172,95573.67,11.814142,0
46100000,46100000,6620172,95569.305,11.812891,0
47108000,47108000,6620172,95570.766,11.812159,0
48116000,48116000,6620172,95568.62,11.811762,0
49100000,49100000,6620172,95570.3,11.811609,0
50108000,50108000,6620172,95569.8,11.811518,0
51116000,51116000,6620172,95569.586,11.811426,0
52100000,52100000,6620172,95568.57,11.811304,0
53108000,53108000,6620172,95569.984,11.811365,0
54116000,54116000,6620172,95567.484,11.811396,0
55100000,55100000,6620172,95570.41,11.811396,0
56108000,56108000,6620172,95566.94,11.811396,0
57116000,57116000,6620172,95567.195,11.811365,0
58100000,58100000,6620172,95567.56,11.811304,0
59108000,59108000,6620172,95568.15,11.811426,0
60116000,60116000,6620172,95568.984,11.811548,0
61100000,61100000,6620172,95569.55,11.811762,0
62108000,62108000,6620172,95569.375,11.811853,0
63116000,63116000,6620172,95568.96,11.811823,0
64100000,64100000,6620172,95569.11,11.811823,0
65108000,65108000,6620172,95569.56,11.811823,0
66116000,66116000,6620172,95568.53,11.811914,0
67100000,67100000,6620172,95569.74,11.812006,0
68108000,68108000,6620172,95569.1,11.812159,0
69116000,69116000,6620172,95570.81,11.812372,0
70100000,70100000,6620172,95570.69,11.812677,0
71108000,71108000,6620172,95573.58,11.812922,0
72116000,72116000,6620172,95571.29,11.813105,0
73100000,73100000,6620172,95572.58,11.813166,0
74108000,74108000,6620172,95575.11,11.813227,0
75116000,75116000,6620172,95571.84,11.813257,0
76100000,76100000,6620172,95570.31,11.813227,0
77108000,77108000,6620172,95573.45,11.813227,0
78116000,78116000,6620172,95572.13,11.813135,0
79100000,79100000,6620172,95571.945,11.812922,0
80108000,80108000,6620172,95570.984,11.812738,0
81116000,81116000,6620172,95570.086,11.812616,0
82100000,82100000,6620172,95569.88,11.812464,0
83108000,83108000,6620172,95569.42,11.812372,0
84116000,84116000,6620172,95571.305,11.812311,0
85100000,85100000,6620172,95570.21,11.81222,0
86108000,86108000,6620172,95571.016,11.812159,0
87116000,87116000,6620172,95569.984,11.812098,0
88100000,88100000,6620172,95568.336,11.812006,0
89108000,89108000,6620172,95570.69,11.811945,0
90116000,90116000,6620172,95571.914,11.812006,0
91100000,91100000,6620172,95571.164,11.812067,0
92108000,92108000,6620172,95570.68,11.81222,0
93116000,93116000,6620172,95572.17,11.812342,0
94100000,94100000,6620172,95571.77,11.812464,0
95108000,95108000,6620172,95572.016,11.812616,0
96116000,96116000,6620172,95572.96,11.81283,0
97100000,97100000,6620172,95573.13,11.813044,0
98108000,98108000,6620172,95571.19,11.813135,0
99116000,99116000,6620172,95570.6,11.813135,0
100100000,100100000,6620172,95577.84,11.816736,0
101108000,101108000,6620172,95589.38,11.821894,0
102116000,102116000,6620172,95596.06,11.826746,0
103100000,103100000,6620172,95596.55,11.827326,0
104108000,104108000,6620172,95597.375,11.827326,0
105116000,105116000,6620172,95598.164,11.827326,0
106100000,106100000,6620172,95597.13,11.827326,0
