timestamp,timestamp_sample,ref_timestamp,ref_lat,ref_lon,x,y,z,delta_xy[0],delta_xy[1],delta_z,vx,vy,vz,z_deriv,delta_vxy[0],delta_vxy[1],delta_vz,ax,ay,az,heading,delta_heading,ref_alt,dist_bottom,eph,epv,evh,evv,vxy_max,vz_max,hagl_min,hagl_max,xy_valid,z_valid,v_xy_valid,v_z_valid,xy_reset_counter,z_reset_counter,vxy_reset_counter,vz_reset_counter,heading_reset_counter,heading_good_for_control,xy_global,z_global,dist_bottom_valid,dist_bottom_sensor_bitfield,dead_reckoning
7792000,7792000,1204000,47.397742099999995,8.5455934,0.060728423,-0.06978476,0.39670837,0.000249556,0.007715364,0.2608209,0.030288428,-0.12447836,0.06875485,0.32717758,0.01068239,0.028366301,0.01886324,-0.11364112,-0.13251871,0.045495104,1.6630667,-0.094838224,488.3202,0.1,0.83184713,0.37529218,0.3205561,0.26576635,inf,inf,inf,inf,1,1,1,1,2,2,2,2,1,0,1,1,0,0,0
8296000,8296000,1204000,47.397742099999995,8.5455934,0.042313527,-0.070431575,0.4114377,0.000249556,0.007715364,0.2608209,0.00449031,-0.13190147,0.07722817,0.20726793,0.01068239,0.028366301,0.01886324,-0.08483638,-0.117304526,0.028775072,1.6614718,-0.094838224,488.3202,0.1,0.7388234,0.38343793,0.34574723,0.24555373,inf,inf,inf,inf,1,1,1,1,2,2,2,2,1,0,1,1,0,0,0
8792000,8792000,1204000,47.397742099999995,8.5455934,0.025141744,-0.06896145,0.42487162,0.000249556,0.007715364,0.2608209,-0.011819988,-0.1313504,0.092037775,0.15149337,0.01068239,0.028366301,0.01886324,-0.06747312,-0.0736405,0.06218161,1.6623623,-0.094838224,488.3202,0.1,0.6863298,0.39159253,0.36074135,0.24218173,inf,inf,inf,inf,1,1,1,1,2,2,2,2,1,0,1,1,0,0,0
9296000,9296000,1204000,47.397742099999995,8.5455934,0.014548461,-0.049825862,0.41388485,0.000249556,0.007715364,0.2608209,-0.02110739,-0.10444412,0.08063724,0.07991309,0.01068239,0.028366301,0.01886324,-0.1261142,-0.10691219,-0.013737007,1.6633312,-0.094838224,488.3202,0.1,0.5803291,0.35675994,0.28117374,0.21414329,inf,inf,inf,inf,1,1,1,1,2,2,2,2,1,0,1,1,0,0,0
9792000,9792000,1204000,47.397742099999995,8.5455934,0.003357524,-0.040000208,0.41015708,0.000249556,0.007715364,0.2608209,-0.03368971,-0.09188134,0.07695407,0.04883481,0.01068239,0.028366301,0.01886324,-0.08873714,-0.0460304,0.022785736,1.6627928,-0.094838224,488.3202,0.1,0.56624174,0.36571425,0.28468877,0.2210561,inf,inf,inf,inf,1,1,1,1,2,2,2,2,1,0,1,1,0,0,0
10296000,10296000,1204000,47.397742099999995,8.5455934,0.0031003691,-0.033785917,0.40909502,0.000249556,0.007715364,0.2608209,-0.033309612,-0.08668042,0.071182676,0.030694278,0.01068239,0.028366301,0.01886324,-0.046410363,-0.07291916,0.005033798,1.661956,-0.094838224,488.3202,0.1,0.5616029,0.37522915,0.28712237,0.22697255,inf,inf,inf,inf,1,1,1,1,2,2,2,2,1,0,1,1,0,0,0
10792000,10792000,1204000,47.397742099999995,8.5455934,0.0018225617,-0.03177493,0.41118944,0.000249556,0.007715364,0.2608209,-0.03725589,-0.0836965,0.06827679,0.025893994,0.01068239,0.028366301,0.01886324,-0.06067677,-0.07422559,0.02275966,1.660604,-0.094838224,488.3202,0.1,0.5620927,0.3868549,0.28736475,0.23038782,inf,inf,inf,inf,1,1,1,1,2,2,2,2,1,0,1,1,0,0,0
11296000,11296000,1204000,47.397742099999995,8.5455934,0.00074744277,-0.020906627,0.39909244,0.000249556,0.007715364,0.2608209,-0.039435778,-0.07602322,0.057560574,0.0015713675,0.01068239,0.028366301,0.01886324,-0.10307082,-0.08728502,0.0190204,1.660191,-0.094838224,488.3202,0.1,0.5057516,0.3559326,0.2385408,0.20227219,inf,inf,inf,inf,1,1,1,1,2,2,2,2,1,0,1,1,0,0,0
11792000,11792000,1204000,47.397742099999995,8.5455934,0.001007823,-0.01451703,0.38567746,0.000249556,0.007715364,0.2608209,-0.04132,-0.07272345,0.047895193,-0.011057353,0.01068239,0.028366301,0.01886324,-0.09137458,-0.07543299,0.015215947,1.6600982,-0.094838224,488.3202,0.1,0.5109003,0.36641392,0.2420293,0.20250615,inf,inf,inf,inf,1,1,1,1,2,2,2,2,1,0,1,1,0,0,0
12296000,12296000,1204000,47.397742099999995,8.5455934,0.009349954,-0.0032002255,0.37518287,0.000249556,0.007715364,0.2608209,-0.03657065,-0.06347445,0.038787447,-0.021280121,0.01068239,0.028366301,0.01886324,-0.057229854,-0.051011097,0.032277774,1.6598214,-0.094838224,488.3202,0.1,0.47226804,0.34012878,0.21318422,0.18011236,inf,inf,inf,inf,1,1,1,1,2,2,2,2,1,0,1,1,0,0,0
12792000,12792000,1204000,47.397742099999995,8.5455934,0.012789964,0.0011685052,0.35894403,0.000249556,0.007715364,0.2608209,-0.041952312,-0.059900478,0.02989386,-0.030106656,0.01068239,0.028366301,0.01886324,-0.06678572,-0.042783137,0.019484198,1.659418,-0.094838224,488.3202,0.1,0.48251632,0.35275128,0.22291708,0.18131506,inf,inf,inf,inf,1,1,1,1,2,2,2,2,1,0,1,1,0,0,0
13296000,13296000,1204000,47.397742099999995,8.5455934,0.01053605,0.0022924456,0.3390232,0.000249556,0.007715364,0.2608209,-0.046480738,-0.056180824,0.01866175,-0.037816796,0.01068239,0.028366301,0.01886324,-0.04530986,-0.02243492,0.03295764,1.6590679,-0.094838224,488.3202,0.1,0.45647302,0.33476996,0.20776308,0.16603203,inf,inf,inf,inf,1,1,1,1,2,2,2,2,1,0,1,1,0,0,0
13792000,13792000,1204000,47.397742099999995,8.5455934,0.0013376195,0.00020167483,0.3395197,0.000249556,0.007715364,0.2608209,-0.05259702,-0.053011652,0.018291805,-0.020710384,0.01068239,0.028366301,0.01886324,-0.066631176,-0.030850772,-0.021354293,1.6594052,-0.094838224,488.3202,0.1060209,0.46979967,0.34750217,0.2188205,0.16634494,inf,inf,inf,inf,1,1,1,1,2,2,2,2,1,0,1,1,0,0,0
