timestamp,timestamp_sample,device_id,x,y,z,temperature,error_count,clip_counter[0],clip_counter[1],clip_counter[2],samples
37140000,37140000,1310988,-0.0037284256,-0.0053263223,-0.0031957934,11.827326,0,0,0,0,1
38140000,38140000,1310988,0.0,-0.007456851,-0.0010652645,11.827326,0,0,0,0,1
39140000,39140000,1310988,-0.0015978967,-0.00479369,-0.0015978967,11.827326,0,0,0,0,1
40140000,40140000,1310988,0.0,-0.006924219,0.002130529,11.827326,0,0,0,0,1
41140000,41140000,1310988,0.0010652645,-0.004261058,-0.0026631611,11.827326,0,0,0,0,1
42140000,42140000,1310988,0.120907515,-0.14913702,-0.2247708,11.826349,0,0,0,0,1
43140000,43140000,1310988,0.007989483,-0.016511599,0.021837922,11.820185,0,0,0,0,1
44140000,44140000,1310988,-0.0127831735,-0.0005326322,0.004261058,11.816309,0,0,0,0,1
45140000,45140000,1310988,0.004261058,0.011717909,0.0053263223,11.814112,0,0,0,0,1
46140000,46140000,1310988,-0.0005326322,-0.007456851,-0.0010652645,11.812891,0,0,0,0,1
47140000,47140000,1310988,-0.012250541,-0.007989483,0.0,11.812159,0,0,0,0,1
48140000,48140000,1310988,-0.0015978967,-0.007456851,0.0026631611,11.811762,0,0,0,0,1
49140000,49140000,1310988,0.0037284256,-0.002130529,0.0015978967,11.811609,0,0,0,0,1
50140000,50140000,1310988,0.0015978967,-0.0015978967,0.004261058,11.811518,0,0,0,0,1
51140000,51140000,1310988,0.00479369,0.0015978967,0.0037284256,11.811426,0,0,0,0,1
52140000,52140000,1310988,-0.0053263223,-0.01438107,0.0015978967,11.811304,0,0,0,0,1
53140000,53140000,1310988,-0.008522116,-0.00479369,-0.0005326322,11.811396,0,0,0,0,1
54140000,54140000,1310988,-0.0037284256,-0.010652645,-0.0037284256,11.811396,0,0,0,0,1
55140000,55140000,1310988,-0.0026631611,-0.0063915867,0.0005326322,11.811396,0,0,0,0,1
56140000,56140000,1310988,0.002130529,-0.01438107,0.0010652645,11.811396,0,0,0,0,1
57140000,57140000,1310988,0.0,-0.0058589545,0.0005326322,11.811365,0,0,0,0,1
58140000,58140000,1310988,0.0,-0.0005326322,-0.0015978967,11.811304,0,0,0,0,1
59140000,59140000,1310988,0.0015978967,-0.007989483,0.0026631611,11.811426,0,0,0,0,1
60140000,60140000,1310988,0.004261058,-0.0058589545,-0.0015978967,11.811548,0,0,0,0,1
61140000,61140000,1310988,0.0026631611,-0.010120012,0.0010652645,11.811762,0,0,0,0,1
62140000,62140000,1310988,-0.0063915867,-0.004261058,-0.0026631611,11.811853,0,0,0,0,1
63140000,63140000,1310988,-0.0031957934,-0.007456851,0.0015978967,11.811823,0,0,0,0,1
64140000,64140000,1310988,-0.0005326322,-0.007989483,0.0,11.811823,0,0,0,0,1
65140000,65140000,1310988,0.0010652645,-0.006924219,0.0031957934,11.811853,0,0,0,0,1
66140000,66140000,1310988,0.0037284256,-0.010120012,0.0005326322,11.811914,0,0,0,0,1
67140000,67140000,1310988,-0.00479369,-0.0058589545,-0.0005326322,11.812006,0,0,0,0,1
68140000,68140000,1310988,-0.002130529,-0.0010652645,0.0,11.812159,0,0,0,0,1
69140000,69140000,1310988,-0.0005326322,-0.009054748,-0.0005326322,11.812372,0,0,0,0,1
70140000,70140000,1310988,0.0,0.002130529,0.0026631611,11.812677,0,0,0,0,1
71140000,71140000,1310988,0.0005326322,-0.0058589545,0.002130529,11.812922,0,0,0,0,1
72140000,72140000,1310988,-0.0063915867,-0.0037284256,-0.0031957934,11.813105,0,0,0,0,1
73140000,73140000,1310988,-0.002130529,-0.0031957934,-0.0015978967,11.813166,0,0,0,0,1
74140000,74140000,1310988,-0.0063915867,-0.009054748,0.0005326322,11.813227,0,0,0,0,1
75140000,75140000,1310988,0.0010652645,-0.0026631611,0.0005326322,11.813257,0,0,0,0,1
76140000,76140000,1310988,-0.00479369,-0.008522116,0.002130529,11.813227,0,0,0,0,1
77140000,77140000,1310988,-0.0005326322,-0.0037284256,-0.0053263223,11.813227,0,0,0,0,1
78140000,78140000,1310988,-0.0010652645,-0.0053263223,0.002130529,11.813135,0,0,0,0,1
79140000,79140000,1310988,0.0010652645,-0.002130529,-0.002130529,11.812922,0,0,0,0,1
80140000,80140000,1310988,-0.0037284256,-0.009054748,-0.0005326322,11.812738,0,0,0,0,1
81140000,81140000,1310988,0.002130529,-0.0053263223,0.0015978967,11.812616,0,0,0,0,1
82140000,82140000,1310988,-0.007989483,-0.0005326322,-0.0010652645,11.812464,0,0,0,0,1
83140000,83140000,1310988,-0.0005326322,-0.0053263223,0.0010652645,11.812372,0,0,0,0,1
84140000,84140000,1310988,0.0010652645,-0.002130529,-0.0015978967,11.812311,0,0,0,0,1
85140000,85140000,1310988,-0.0010652645,-0.007456851,-0.0026631611,11.81222,0,0,0,0,1
86140000,86140000,1310988,-0.0058589545,-0.0053263223,-0.0005326322,11.812159,0,0,0,0,1
87140000,87140000,1310988,-0.0037284256,-0.002130529,-0.0031957934,11.812098,0,0,0,0,1
88140000,88140000,1310988,0.002130529,-0.007456851,-0.0031957934,11.812006,0,0,0,0,1
89140000,89140000,1310988,-0.004261058,-0.0037284256,0.0,11.811945,0,0,0,0,1
90140000,90140000,1310988,-0.0058589545,-0.009054748,0.0005326322,11.812006,0,0,0,0,1
91140000,91140000,1310988,0.0037284256,-0.0058589545,0.0037284256,11.812098,0,0,0,0,1
92140000,92140000,1310988,-0.0058589545,-0.0058589545,0.002130529,11.81222,0,0,0,0,1
93140000,93140000,1310988,-0.0063915867,-0.00958738,-0.002130529,11.812342,0,0,0,0,1
94140000,94140000,1310988,-0.007989483,-0.0058589545,-0.002130529,11.812464,0,0,0,0,1
95140000,95140000,1310988,-0.01438107,-0.0063915867,0.0010652645,11.812616,0,0,0,0,1
96140000,96140000,1310988,-0.0010652645,-0.011185277,-0.0031957934,11.81283,0,0,0,0,1
97140000,97140000,1310988,-0.0037284256,-0.011185277,-0.0031957934,11.813044,0,0,0,0,1
98140000,98140000,1310988,-0.002130529,-0.0053263223,-0.002130529,11.813135,0,0,0,0,1
99140000,99140000,1310988,0.0037284256,0.0005326322,-0.0005326322,11.813135,0,0,0,0,1
100140000,100140000,1310988,-0.0053263223,-0.0058589545,0.0,11.816858,0,0,0,0,1
101140000,101140000,1310988,-0.0026631611,-0.00958738,0.0026631611,11.822016,0,0,0,0,1
102140000,102140000,1310988,-0.0005326322,-0.00479369,0.002130529,11.826838,0,0,0,0,1
103140000,103140000,1310988,-0.0005326322,-0.0026631611,0.0,11.827326,0,0,0,0,1
104140000,104140000,1310988,-0.0010652645,-0.0063915867,-0.0026631611,11.827326,0,0,0,0,1
105140000,105140000,1310988,-0.0010652645,-0.004261058,-0.0010652645,11.827326,0,0,0,0,1
106140000,106140000,1310988,-0.0031957934,0.0,-0.0005326322,11.827326,0,0,0,0,1
