timestamp,timestamp_sample,hover_thrust,hover_thrust_var,accel_innov,accel_innov_var,accel_innov_test_ratio,accel_noise_var,valid
62600000,62600000,0.7,2.814369e-06,-0.11875883,1.0005646,0.001566189,1.0,1
62696000,62696000,0.7,2.8053626e-06,-0.102911465,1.0005605,0.0011760929,1.0,1
62792000,62792000,0.7,2.7965136e-06,-0.15073416,1.0005589,0.0025231217,1.0,1
62896000,62896000,0.7,2.7870258e-06,-0.11218427,1.0005581,0.0013975878,1.0,1
63000000,63000000,0.7,2.77764e-06,-0.096467756,1.0005574,0.0010334271,1.0,1
63096000,63096000,0.7,2.769124e-06,-0.09199723,1.0005533,0.0009398678,1.0,1
63192000,63192000,0.7,2.7607678e-06,-0.14219496,1.0005512,0.002245363,1.0,1
63296000,63296000,0.7,2.7518074e-06,-0.11289955,1.0005509,0.0014154767,1.0,1
63400000,63400000,0.7,2.7429298e-06,-0.076420896,1.0005503,0.00064854906,1.0,1
63496000,63496000,0.7,2.7348715e-06,-0.08447018,1.0005463,0.00079236843,1.0,1
63600000,63600000,0.7,2.7263047e-06,-0.13824442,1.0005447,0.0021223463,1.0,1
63696000,63696000,0.7,2.718467e-06,-0.13685414,1.0005444,0.0020798738,1.0,1
63800000,63800000,0.7,2.7100548e-06,-0.11105405,1.0005438,0.0013695888,1.0,1
63896000,63896000,0.7,2.7024244e-06,-0.09154757,1.0005393,0.0009307155,1.0,1
63992000,63992000,0.7,2.694958e-06,-0.15444854,1.0005373,0.0026490602,1.0,1
64096000,64096000,0.7,2.6869545e-06,-0.08117805,1.0005368,0.00073181547,1.0,1
64200000,64200000,0.7,2.6790212e-06,-0.087640814,1.0005367,0.0008529769,1.0,1
64296000,64296000,0.7,2.6718124e-06,-0.08980811,1.000533,0.0008956888,1.0,1
64400000,64400000,0.7,2.664148e-06,-0.09163485,1.0005316,0.00093249825,1.0,1
64496000,64496000,0.7,2.6571338e-06,-0.13893716,1.0005317,0.0021436973,1.0,1
64600000,64600000,0.7,2.6495768e-06,-0.11414988,1.0005318,0.0014470299,1.0,1
64696000,64696000,0.7,2.642715e-06,-0.09495786,1.0005279,0.0010013598,1.0,1
64792000,64792000,0.7,2.6359996e-06,-0.0843077,1.0005255,0.0007893395,1.0,1
64896000,64896000,0.7,2.6288158e-06,-0.1348366,1.000525,0.002019041,1.0,1
64992000,64992000,0.7,2.6222267e-06,-0.12168409,1.0005252,0.0016443605,1.0,1
65096000,65096000,0.7,2.6151858e-06,-0.08956836,1.0005219,0.000890923,1.0,1
65192000,65192000,0.7,2.6088135e-06,-0.106966846,1.0005206,0.0012706614,1.0,1
65296000,65296000,0.7,2.6019711e-06,-0.099272706,1.0005203,0.0010944383,1.0,1
65400000,65400000,0.7,2.5951733e-06,-0.1128885,1.0005205,0.0014152427,1.0,1
65496000,65496000,0.7,2.588985e-06,-0.08881053,1.0005175,0.0008759146,1.0,1
