timestamp,timestamp_sample,gps_hvel[0],gps_hvel[1],gps_vvel,gps_hpos[0],gps_hpos[1],gps_vpos,ev_hvel[0],ev_hvel[1],ev_vvel,ev_hpos[0],ev_hpos[1],ev_vpos,rng_vpos,baro_vpos,aux_hvel[0],aux_hvel[1],aux_vvel,flow[0],flow[1],terr_flow[0],terr_flow[1],heading,mag_field[0],mag_field[1],mag_field[2],gravity[0],gravity[1],gravity[2],drag[0],drag[1],airspeed,beta,hagl,hagl_rate
648000,568000,-0.97219193,-0.8835866,0.17458595,-0.054379173,-0.04818522,488.1162,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan,0.0,0.0,0.0,0.0,0.0,0.024423866,0.006391883,0.010992855,5.191033,0.34609592,1.2691727,0.0,0.0,0.0,0.0,0.0,0.0
656000,576000,-0.97219193,-0.8835866,0.17458595,-0.054379173,-0.04818522,488.1162,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan,0.0,0.0,0.0,0.0,0.0,0.024423866,0.006391883,0.010992855,5.182091,0.34094787,1.2693262,0.0,0.0,0.0,0.0,0.0,0.0
664000,584000,-0.97219193,-0.8835866,0.17458595,-0.054379173,-0.04818522,488.1162,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan,0.0,0.0,0.0,0.0,0.0,0.02227201,0.009222254,0.0035631955,5.211014,0.35438588,1.2679005,0.0,0.0,0.0,0.0,0.0,0.0
672000,592000,-0.97219193,-0.8835866,0.17458595,-0.054379173,-0.04818522,488.1162,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan,0.0,0.0,0.0,0.0,0.0,0.02227201,0.009222254,0.0035631955,5.195741,0.3612693,1.2681408,0.0,0.0,0.0,0.0,0.0,0.0
680000,600000,-0.97219193,-0.8835866,0.17458595,-0.054379173,-0.04818522,488.1162,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan,0.0,0.0,0.0,0.0,0.0,0.02227201,0.009222254,0.0035631955,5.226623,0.35572612,1.2667894,0.0,0.0,0.0,0.0,0.0,0.0
688000,608000,-0.97219193,-0.8835866,0.17458595,-0.054379173,-0.04818522,488.1162,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan,0.0,0.0,0.0,0.0,0.0,0.02227201,0.009222254,0.0035631955,5.2061768,0.38207924,1.2669659,0.0,0.0,0.0,0.0,0.0,0.0
696000,616000,-0.97219193,-0.8835866,0.17458595,-0.054379173,-0.04818522,488.1162,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan,0.0,0.0,0.0,0.0,0.0,0.02227201,0.009222254,0.0035631955,5.2166104,0.38358748,1.2662106,0.0,0.0,0.0,0.0,0.0,0.0
704000,624000,-0.97219193,-0.8835866,0.17458595,-0.054379173,-0.04818522,488.1162,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan,0.0,0.0,0.0,0.0,0.0,0.02227201,0.009222254,0.0035631955,5.175644,0.3757316,1.267622,0.0,0.0,0.0,0.0,0.0,0.0
712000,632000,-0.97219193,-0.8835866,0.17458595,-0.054379173,-0.04818522,488.1162,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan,0.0,0.0,0.0,0.0,0.0,0.02227201,0.009222254,0.0035631955,5.173321,0.36700836,1.2676821,0.0,0.0,0.0,0.0,0.0,0.0
720000,640000,-0.97219193,-0.8835866,0.17458595,-0.054379173,-0.04818522,488.1162,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan,0.0,0.0,0.0,0.0,0.0,0.02227201,0.009222254,0.0035631955,5.174817,0.34646052,1.2676859,0.0,0.0,0.0,0.0,0.0,0.0
728000,648000,-0.97219193,-0.8835866,0.17458595,-0.054379173,-0.04818522,488.1162,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan,0.0,0.0,0.0,0.0,0.0,0.02227201,0.009222254,0.0035631955,5.1970277,0.3351705,1.2667656,0.0,0.0,0.0,0.0,0.0,0.0
736000,656000,-0.97219193,-0.8835866,0.17458595,-0.054379173,-0.04818522,488.1162,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan,0.0,0.0,0.0,0.0,0.0,0.02104347,0.010485649,0.009764761,5.1708527,0.3393077,1.2675486,0.0,0.0,0.0,0.0,0.0,0.0
744000,664000,-0.97219193,-0.8835866,0.17458595,-0.054379173,-0.04818522,488.1162,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan,0.0,0.0,0.0,0.0,0.0,0.02104347,0.010485649,0.009764761,5.164522,0.3291664,1.2675266,0.0,0.0,0.0,0.0,0.0,0.0
752000,672000,-0.97219193,-0.8835866,0.17458595,-0.054379173,-0.04818522,488.1162,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan,0.0,0.0,0.0,0.0,0.0,0.02104347,0.010485649,0.009764761,5.173817,0.34698147,1.2667036,0.0,0.0,0.0,0.0,0.0,0.0
760000,680000,-0.97219193,-0.8835866,0.17458595,-0.054379173,-0.04818522,488.1162,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan,0.0,0.0,0.0,0.0,0.0,0.02104347,0.010485649,0.009764761,5.1928563,0.35802376,1.2594509,0.0,0.0,0.0,0.0,0.0,0.0
768000,688000,-0.97219193,-0.8835866,0.17458595,-0.054379173,-0.04818522,488.1162,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan,0.0,0.0,0.0,0.0,0.0,0.02104347,0.010485649,0.009764761,5.188761,0.33846286,1.2594976,0.0,0.0,0.0,0.0,0.0,0.0
776000,696000,-0.97219193,-0.8835866,0.17458595,-0.054379173,-0.04818522,488.1162,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan,0.0,0.0,0.0,0.0,0.0,0.02104347,0.010485649,0.009764761,5.171426,0.3307607,1.2599926,0.0,0.0,0.0,0.0,0.0,0.0
784000,704000,-0.97219193,-0.8835866,0.17458595,-0.054379173,-0.04818522,488.1162,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan,0.0,0.0,0.0,0.0,0.0,0.02104347,0.010485649,0.009764761,5.1758523,0.33809236,1.2594194,0.0,0.0,0.0,0.0,0.0,0.0
792000,712000,-0.97219193,-0.8835866,0.17458595,-0.054379173,-0.04818522,488.1162,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan,0.0,0.0,0.0,0.0,0.0,0.02104347,0.010485649,0.009764761,5.1985245,0.3722157,1.2579374,0.0,0.0,0.0,0.0,0.0,0.0
800000,720000,-0.97219193,-0.8835866,0.17458595,-0.054379173,-0.04818522,488.1162,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan,0.0,0.0,0.0,0.0,0.0,0.02104347,0.010485649,0.009764761,5.203978,0.358696,1.257576,0.0,0.0,0.0,0.0,0.0,0.0
808000,728000,-0.9779504,-0.99038744,0.43197647,-0.07797676,-0.07661723,488.15695,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan,0.0,0.0,0.0,0.0,0.0,0.016653845,0.006267056,0.0011898875,5.191199,0.34617257,1.2579899,0.0,0.0,0.0,0.0,0.0,0.0
816000,736000,-0.9779504,-0.99038744,0.43197647,-0.07797676,-0.07661723,488.15695,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan,0.0,0.0,0.0,0.0,0.0,0.016653845,0.006267056,0.0011898875,5.1702995,0.36144763,1.2585144,0.0,0.0,0.0,0.0,0.0,0.0
824000,744000,-0.9779504,-0.99038744,0.43197647,-0.07797676,-0.07661723,488.15695,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan,0.0,0.0,0.0,0.0,0.0,0.016653845,0.006267056,0.0011898875,5.167396,0.3351907,1.2587099,0.0,0.0,0.0,0.0,0.0,0.0
832000,752000,-0.9779504,-0.99038744,0.43197647,-0.07797676,-0.07661723,488.15695,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan,0.0,0.0,0.0,0.0,0.0,0.016653845,0.006267056,0.0011898875,5.1667128,0.34751153,1.258379,0.0,0.0,0.0,0.0,0.0,0.0
840000,760000,-0.9779504,-0.99038744,0.43197647,-0.07797676,-0.07661723,488.15695,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan,0.0,0.0,0.0,0.0,0.0,0.016653845,0.006267056,0.0011898875,5.168194,0.3607527,1.2578602,0.0,0.0,0.0,0.0,0.0,0.0
848000,768000,-0.9779504,-0.99038744,0.43197647,-0.07797676,-0.07661723,488.15695,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan,0.0,0.0,0.0,0.0,0.0,0.016653845,0.006267056,0.0011898875,5.171511,0.38439718,1.2571449,0.0,0.0,0.0,0.0,0.0,0.0
856000,776000,-0.9779504,-0.99038744,0.43197647,-0.07797676,-0.07661723,488.15695,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan,0.0,0.0,0.0,0.0,0.0,0.016653845,0.006267056,0.0011898875,5.1804485,0.35585725,1.2570267,0.0,0.0,0.0,0.0,0.0,0.0
864000,784000,-0.9779504,-0.99038744,0.43197647,-0.07797676,-0.07661723,488.15695,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan,0.0,0.0,0.0,0.0,0.0,0.016653845,0.006267056,0.0011898875,5.1615663,0.3544408,1.257597,0.0,0.0,0.0,0.0,0.0,0.0
872000,792000,-0.9779504,-0.99038744,0.43197647,-0.07797676,-0.07661723,488.15695,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan,0.0,0.0,0.0,0.0,0.0,0.016653845,0.006267056,0.0011898875,5.184867,0.3607907,1.256464,0.0,0.0,0.0,0.0,0.0,0.0
880000,800000,-0.9779504,-0.99038744,0.43197647,-0.07797676,-0.07661723,488.15695,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan,0.0,0.0,0.0,0.0,0.0,0.01922344,0.0015721321,-0.0046470463,5.173583,0.35862303,1.2566452,0.0,0.0,0.0,0.0,0.0,0.0
888000,808000,-0.9779504,-0.99038744,0.43197647,-0.07797676,-0.07661723,488.15695,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan,0.0,0.0,0.0,0.0,0.0,0.01922344,0.0015721321,-0.0046470463,5.1480384,0.32497427,1.2577791,0.0,0.0,0.0,0.0,0.0,0.0
896000,816000,-0.9779504,-0.99038744,0.43197647,-0.07797676,-0.07661723,488.15695,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan,0.0,0.0,0.0,0.0,0.0,0.01922344,0.0015721321,-0.0046470463,5.1416574,0.35244513,1.2575388,0.0,0.0,0.0,0.0,0.0,0.0
904000,824000,-0.9779504,-0.99038744,0.43197647,-0.07797676,-0.07661723,488.15695,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan,0.0,0.0,0.0,0.0,0.0,0.01922344,0.0015721321,-0.0046470463,5.1400604,0.33833396,1.2575874,0.0,0.0,0.0,0.0,0.0,0.0
912000,832000,-0.9779504,-0.99038744,0.43197647,-0.07797676,-0.07661723,488.15695,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan,0.0,0.0,0.0,0.0,0.0,0.01922344,0.0015721321,-0.0046470463,5.1658373,0.3600994,1.2561455,0.0,0.0,0.0,0.0,0.0,0.0
920000,840000,-0.9779504,-0.99038744,0.43197647,-0.07797676,-0.07661723,488.15695,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan,0.0,0.0,0.0,0.0,0.0,0.01922344,0.0015721321,-0.0046470463,5.150803,0.38226676,1.2561369,0.0,0.0,0.0,0.0,0.0,0.0
928000,848000,-0.9779504,-0.99038744,0.43197647,-0.07797676,-0.07661723,488.15695,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan,0.0,0.0,0.0,0.0,0.0,0.01922344,0.0015721321,-0.0046470463,5.129796,0.3667645,1.2569132,0.0,0.0,0.0,0.0,0.0,0.0
936000,856000,-0.9779504,-0.99038744,0.43197647,-0.07797676,-0.07661723,488.15695,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan,0.0,0.0,0.0,0.0,0.0,0.01922344,0.0015721321,-0.0046470463,5.148015,0.3661949,1.256094,0.0,0.0,0.0,0.0,0.0,0.0
944000,864000,-0.9779504,-0.99038744,0.43197647,-0.07797676,-0.07661723,488.15695,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan,0.0,0.0,0.0,0.0,0.0,0.01922344,0.0015721321,-0.0046470463,5.193589,0.3807456,1.2541046,0.0,0.0,0.0,0.0,0.0,0.0
952000,872000,-0.9779504,-0.99038744,0.43197647,-0.07797676,-0.07661723,488.15695,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan,0.0,0.0,0.0,0.0,0.0,0.018864496,0.004992962,0.0020360053,5.159993,0.34495425,1.2555408,0.0,0.0,0.0,0.0,0.0,0.0
960000,880000,-0.9779504,-0.99038744,0.43197647,-0.07797676,-0.07661723,488.15695,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan,0.0,0.0,0.0,0.0,0.0,0.018864496,0.004992962,0.0020360053,5.1374555,0.34683084,1.2562103,0.0,0.0,0.0,0.0,0.0,0.0
968000,888000,-0.9779504,-0.99038744,0.43197647,-0.07797676,-0.07661723,488.15695,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan,0.0,0.0,0.0,0.0,0.0,0.018864496,0.004992962,0.0020360053,5.1257334,0.33263758,1.2421284,0.0,0.0,0.0,0.0,0.0,0.0
976000,896000,-0.9779504,-0.99038744,0.43197647,-0.07797676,-0.07661723,488.15695,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan,0.0,0.0,0.0,0.0,0.0,0.018864496,0.004992962,0.0020360053,5.1032534,0.35353702,1.2423906,0.0,0.0,0.0,0.0,0.0,0.0
984000,904000,-0.9779504,-0.99038744,0.43197647,-0.07797676,-0.07661723,488.15695,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan,0.0,0.0,0.0,0.0,0.0,0.018864496,0.004992962,0.0020360053,5.137911,0.35249633,1.240943,0.0,0.0,0.0,0.0,0.0,0.0
992000,912000,-0.9779504,-0.99038744,0.43197647,-0.07797676,-0.07661723,488.15695,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan,0.0,0.0,0.0,0.0,0.0,0.018864496,0.004992962,0.0020360053,5.139755,0.37966758,1.2402658,0.0,0.0,0.0,0.0,0.0,0.0
1000000,920000,-0.9779504,-0.99038744,0.43197647,-0.07797676,-0.07661723,488.15695,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan,0.0,0.0,0.0,0.0,0.0,0.018864496,0.004992962,0.0020360053,5.12937,0.3541897,1.2407064,0.0,0.0,0.0,0.0,0.0,0.0
1008000,928000,-0.9779504,-0.99038744,0.43197647,-0.07797676,-0.07661723,488.15695,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan,0.0,0.0,0.0,0.0,0.0,0.018864496,0.004992962,0.0020360053,5.147877,0.3358777,1.2401094,0.0,0.0,0.0,0.0,0.0,0.0
