timestamp,timestamp_sample,control_mode_flags,output_tracking_error[0],output_tracking_error[1],output_tracking_error[2],filter_fault_flags,pos_horiz_accuracy,pos_vert_accuracy,mag_test_ratio,vel_test_ratio,pos_test_ratio,hgt_test_ratio,tas_test_ratio,hagl_test_ratio,beta_test_ratio,time_slip,accel_device_id,gyro_device_id,baro_device_id,mag_device_id,gps_check_fail_flags,innovation_check_flags,solution_status_flags,reset_count_vel_ne,reset_count_vel_d,reset_count_pos_ne,reset_count_pod_d,reset_count_quat,pre_flt_fail_innov_heading,pre_flt_fail_innov_vel_horiz,pre_flt_fail_innov_vel_vert,pre_flt_fail_innov_height,pre_flt_fail_mag_field_disturbed,health_flags,timeout_flags
1016000,936000,13421772800,0.0037813098,0.8824022,0.46696025,0,0.7280789,5.17188,0.0,nan,nan,nan,0.0,0.0,0.0,0.0,1310988,1310988,0,197388,0,0,128,1,1,1,1,0,0,0,0,0,0,0,0
1024000,944000,13421772800,0.00024354867,0.04297294,0.023957629,0,0.74306,5.179036,0.0,nan,nan,nan,0.0,0.0,0.0,0.0,1310988,1310988,0,197388,0,0,128,1,1,1,1,0,0,0,0,0,0,0,0
1032000,952000,13421772800,0.00041565817,0.03948098,0.030971458,0,0.7581784,5.1863246,0.0,nan,nan,nan,0.0,0.0,0.0,0.0,1310988,1310988,0,197388,0,0,128,1,1,1,1,0,0,0,0,0,0,0,0
1040000,960000,13421772800,0.0005682666,0.03610085,0.037706506,0,0.77342707,5.193745,0.0,nan,nan,nan,0.0,0.0,0.0,0.0,1310988,1310988,0,197388,0,0,128,1,1,1,1,0,0,0,0,0,0,0,0
1048000,968000,13421772800,0.00085402845,0.032816503,0.043955512,0,0.7887998,5.2012963,0.0,nan,nan,nan,0.0,0.0,0.0,0.0,1310988,1310988,0,197388,0,0,128,1,1,1,1,0,0,0,0,0,0,0,0
1056000,976000,13421772800,0.0011229609,0.029631663,0.049727295,0,0.8042906,5.208977,0.0,nan,nan,nan,0.0,0.0,0.0,0.0,1310988,1310988,0,197388,0,0,128,1,1,1,1,0,0,0,0,0,0,0,0
1064000,984000,13421772800,0.0013758112,0.026549276,0.055038035,0,0.819894,5.216788,0.0,nan,nan,nan,0.0,0.0,0.0,0.0,1310988,1310988,0,197388,0,0,128,1,1,1,1,0,0,0,0,0,0,0,0
1072000,992000,13421772800,0.0016137402,0.023576071,0.059905425,0,0.83560514,5.2247267,0.0,nan,nan,nan,0.0,0.0,0.0,0.0,1310988,1310988,0,197388,0,0,128,1,1,1,1,0,0,0,0,0,0,0,0
1080000,1000000,13421772800,0.0018377578,0.020723058,0.064349465,0,0.85141945,5.2327933,0.0,nan,nan,nan,0.0,0.0,0.0,0.0,1310988,1310988,0,197388,0,0,128,1,1,1,1,0,0,0,0,0,0,0,0
1088000,1008000,13421772800,0.0020489504,0.017999869,0.068389006,0,0.8673326,5.2409863,0.0,nan,nan,nan,0.0,0.0,0.0,0.0,1310988,1310988,0,197388,0,0,128,1,1,1,1,0,0,0,0,0,0,0,0
1096000,1016000,13421772800,0.0022484893,0.015426758,0.07204312,0,0.8833407,5.2493057,0.0,nan,nan,nan,0.0,0.0,0.0,0.0,1310988,1310988,0,197388,0,0,128,1,1,1,1,0,0,0,0,0,0,0,0
1104000,1024000,13421772800,0.002184209,0.031540874,0.05102296,0,0.89944035,5.25775,0.0,nan,nan,nan,0.0,0.0,0.0,0.0,1310988,1310988,0,197388,0,0,128,1,1,1,1,0,0,0,0,0,0,0,0
1112000,1032000,13421772800,0.00217227,0.033102643,0.048145976,0,0.91562825,5.266319,0.0,nan,nan,nan,0.0,0.0,0.0,0.0,1310988,1310988,0,197388,0,0,128,1,1,1,1,0,0,0,0,0,0,0,0
1120000,1040000,13421772800,0.0021519638,0.03462115,0.045325838,0,0.9319013,5.2750115,0.0,nan,nan,nan,0.0,0.0,0.0,0.0,1310988,1310988,0,197388,0,0,128,1,1,1,1,0,0,0,0,0,0,0,0
1128000,1048000,13421772800,0.002124022,0.036095064,0.04256243,0,0.9482568,5.283827,0.0,nan,nan,nan,0.0,0.0,0.0,0.0,1310988,1310988,0,197388,0,0,128,1,1,1,1,0,0,0,0,0,0,0,0
1136000,1056000,13421772800,0.002081727,0.03752297,0.039854705,0,0.96469223,5.292764,0.0,nan,nan,nan,0.0,0.0,0.0,0.0,1310988,1310988,0,197388,0,0,128,1,1,1,1,0,0,0,0,0,0,0,0
1144000,1064000,13421772800,0.0020259765,0.03890371,0.03720245,0,0.98120546,5.3018227,0.0,nan,nan,nan,0.0,0.0,0.0,0.0,1310988,1310988,0,197388,0,0,128,1,1,1,1,0,0,0,0,0,0,0,0
1152000,1072000,13421772800,0.0019576182,0.040236782,0.03460477,0,0.99779415,5.3110013,0.0,nan,nan,nan,0.0,0.0,0.0,0.0,1310988,1310988,0,197388,0,0,128,1,1,1,1,0,0,0,0,0,0,0,0
1160000,1080000,13421772800,0.0018772013,0.04152294,0.03206156,0,1.0144565,5.3203,0.0,nan,nan,nan,0.0,0.0,0.0,0.0,1310988,1310988,0,197388,0,0,128,1,1,1,1,0,0,0,0,0,0,0,0
1168000,1088000,13421772800,0.0069440603,0.58092815,0.3696594,0,0.5831712,4.7033777,0.0,nan,nan,nan,0.0,0.0,0.0,0.0,1310988,1310988,0,197388,0,0,128,1,1,1,1,0,0,0,0,0,0,0,0
1176000,1096000,13421772800,0.0070735742,0.5603258,0.3612673,0,0.59271276,4.711807,0.0,nan,nan,nan,0.0,0.0,0.0,0.0,1310988,1310988,0,197388,0,0,128,1,1,1,1,0,0,0,0,0,0,0,0
1184000,1104000,13421772800,0.007213032,0.54033375,0.3530882,0,0.60236853,4.7203703,0.0,nan,nan,nan,0.0,0.0,0.0,0.0,1310988,1310988,0,197388,0,0,128,1,1,1,1,0,0,0,0,0,0,0,0
1192000,1112000,13421772800,0.007349425,0.52093714,0.3451274,0,0.612136,4.7290673,0.0,nan,nan,nan,0.0,0.0,0.0,0.0,1310988,1310988,0,197388,0,0,128,1,1,1,1,0,0,0,0,0,0,0,0
1200000,1120000,13421772800,0.007485228,0.50211793,0.33737996,0,0.6220129,4.737897,0.0,nan,nan,nan,0.0,0.0,0.0,0.0,1310988,1310988,0,197388,0,0,128,1,1,1,1,0,0,0,0,0,0,0,0
1208000,1128000,13421772800,0.007620182,0.48386022,0.32983968,0,0.63199705,4.746858,0.0,nan,nan,nan,0.0,0.0,0.0,0.0,1310988,1310988,0,197388,0,0,128,1,1,1,1,0,0,0,0,0,0,0,0
1216000,1136000,13421772800,0.007753753,0.46614736,0.32250133,0,0.64208645,4.75595,0.0,nan,nan,nan,0.0,0.0,0.0,0.0,1310988,1310988,0,197388,0,0,128,1,1,1,1,0,0,0,0,0,0,0,0
1224000,1144000,13421772800,0.007885311,0.44896373,0.31535977,0,0.6522794,4.765172,0.0,nan,nan,nan,0.0,0.0,0.0,0.0,1310988,1310988,0,197388,0,0,128,1,1,1,1,0,0,0,0,0,0,0,0
1232000,1152000,13421772800,0.008014094,0.43229306,0.3084097,0,0.6625741,4.774523,0.0,nan,nan,nan,0.0,0.0,0.0,0.0,1310988,1310988,0,197388,0,0,128,1,1,1,1,0,0,0,0,0,0,0,0
1240000,1160000,13421772800,7.094276e-05,0.042640064,0.02394137,0,0.67296934,4.784002,0.0,nan,nan,nan,0.0,0.0,0.0,0.0,1310988,1310988,0,197388,0,0,128,1,1,1,1,0,0,0,0,0,0,0,0
