timestamp,roll,pitch,yaw,thrust_body[0],thrust_body[1],thrust_body[2],reset_integral
7972000,-0.18792999,0.13882309,-0.00078856945,0.0,0.0,-0.001,0
7988000,-0.18836325,0.13830435,-0.00079733133,0.0,0.0,-0.001,0
8012000,-0.18871704,0.13799207,-0.0009892583,0.0,0.0,-0.001,0
8032000,-0.18867613,0.13834004,-0.0011186004,0.0,0.0,-0.001,0
8052000,-0.18871814,0.13853294,-0.0010076165,0.0,0.0,-0.001,0
8072000,-0.18886891,0.13883275,-0.0012053847,0.0,0.0,-0.001,0
8088000,-0.18882139,0.13891655,-0.0011665821,0.0,0.0,-0.001,0
8112000,-0.18902212,0.13915241,-0.001080215,0.0,0.0,-0.001,0
8128000,-0.18928929,0.13907617,-0.001074791,0.0,0.0,-0.001,0
8152000,-0.18956555,0.13890286,-0.0010159612,0.0,0.0,-0.001,0
8168000,-0.18997423,0.13889912,-0.0009934306,0.0,0.0,-0.001,0
8192000,-0.19079629,0.13865381,-0.0008023381,0.0,0.0,-0.001,0
8208000,-0.19083749,0.13851233,-0.00078731775,0.0,0.0,-0.001,0
8228000,-0.19110423,0.13824461,-0.0008010864,0.0,0.0,-0.001,0
8248000,-0.19129789,0.13793898,-0.0007238984,0.0,0.0,-0.001,0
8268000,-0.19143787,0.13768342,-0.0007760525,0.0,0.0,-0.001,0
8288000,-0.19188212,0.13736477,-0.0007364154,0.0,0.0,-0.001,0
8308000,-0.19215539,0.1371508,-0.0008390546,0.0,0.0,-0.001,0
8332000,-0.19289236,0.13637939,-0.00088870525,0.0,0.0,-0.001,0
8348000,-0.19352606,0.13591056,-0.00088202953,0.0,0.0,-0.001,0
8368000,-0.19438307,0.13516869,-0.000852406,0.0,0.0,-0.001,0
8392000,-0.19531126,0.13454458,-0.0009279251,0.0,0.0,-0.001,0
8408000,-0.19572835,0.13439563,-0.0008519888,0.0,0.0,-0.001,0
8428000,-0.19560811,0.13482924,-0.0009871721,0.0,0.0,-0.001,0
8452000,-0.1952848,0.13510975,-0.0010272264,0.0,0.0,-0.001,0
8472000,-0.1953324,0.13533269,-0.0010276437,0.0,0.0,-0.001,0
8488000,-0.19527678,0.1354549,-0.0010205507,0.0,0.0,-0.001,0
8512000,-0.1953026,0.13560878,-0.000954628,0.0,0.0,-0.001,0
8532000,-0.19542095,0.13550706,-0.00093752146,0.0,0.0,-0.001,0
8552000,-0.19561796,0.13551012,-0.00093752146,0.0,0.0,-0.001,0
8572000,-0.1961288,0.1352353,-0.0008907914,0.0,0.0,-0.001,0
8592000,-0.1966377,0.13494173,-0.0008711815,0.0,0.0,-0.001,0
8612000,-0.1967788,0.13502504,-0.0008711815,0.0,0.0,-0.001,0
8628000,-0.1969347,0.13495603,-0.0008903742,0.0,0.0,-0.001,0
8648000,-0.19704854,0.13513577,-0.00091290474,0.0,0.0,-0.001,0
8672000,-0.19714393,0.13531145,-0.0008557439,0.0,0.0,-0.001,0
8692000,-0.1973593,0.13524455,-0.0008715987,0.0,0.0,-0.001,0
8712000,-0.197634,0.13495177,-0.0007739663,0.0,0.0,-0.001,0
8732000,-0.19793755,0.1344624,-0.00087827444,0.0,0.0,-0.001,0
8752000,-0.19837764,0.13416317,-0.0008357167,0.0,0.0,-0.001,0
8768000,-0.19871864,0.13375378,-0.0008252859,0.0,0.0,-0.001,0
8792000,-0.19941139,0.13307048,-0.00088202953,0.0,0.0,-0.001,0
8808000,-0.19936714,0.13282536,-0.0008198619,0.0,0.0,-0.001,0
8828000,-0.19925871,0.13347167,-0.001003027,0.0,0.0,-0.001,0
8852000,-0.19894105,0.13387176,-0.0010038614,0.0,0.0,-0.001,0
8872000,-0.19893563,0.13419937,-0.0011110902,0.0,0.0,-0.001,0
8888000,-0.19867682,0.13441123,-0.0011169314,0.0,0.0,-0.001,0
8912000,-0.1989936,0.1349601,-0.0010334849,0.0,0.0,-0.001,0
8928000,-0.19891015,0.13511153,-0.0009742379,0.0,0.0,-0.001,0
8952000,-0.19891703,0.13530712,-0.0009371042,0.0,0.0,-0.001,0
8968000,-0.19906296,0.13521498,-0.00094795227,0.0,0.0,-0.001,0
8992000,-0.19975454,0.13512431,-0.00091415644,0.0,0.0,-0.001,0
9008000,-0.19977427,0.13512442,-0.00083863735,0.0,0.0,-0.001,0
9032000,-0.19955184,0.13479532,-0.0008357167,0.0,0.0,-0.001,0
9052000,-0.19964959,0.13474244,-0.0008636713,0.0,0.0,-0.001,0
9072000,-0.1998185,0.1344074,-0.0008678436,0.0,0.0,-0.001,0
9088000,-0.19999304,0.1343534,-0.0008607507,0.0,0.0,-0.001,0
9112000,-0.2001727,0.13386174,-0.0008690953,0.0,0.0,-0.001,0
9132000,-0.20041943,0.13330524,-0.0008327961,0.0,0.0,-0.001,0
9148000,-0.2007289,0.13308547,-0.00087952614,0.0,0.0,-0.001,0
9168000,-0.20099397,0.13289332,-0.0008186102,0.0,0.0,-0.001,0
9192000,-0.20161599,0.13281235,-0.00077980757,0.0,0.0,-0.001,0
9208000,-0.2018249,0.13271964,-0.0007664561,0.0,0.0,-0.001,0
9232000,-0.20169102,0.13299936,-0.000846982,0.0,0.0,-0.001,0
9252000,-0.2018081,0.13346389,-0.0009446144,0.0,0.0,-0.001,0
9272000,-0.20189719,0.13369714,-0.00094795227,0.0,0.0,-0.001,0
9292000,-0.20204929,0.13437045,-0.00094127655,0.0,0.0,-0.001,0
9312000,-0.20233473,0.13452193,-0.00096172094,0.0,0.0,-0.001,0
9332000,-0.20242049,0.13464719,-0.00088119507,0.0,0.0,-0.001,0
9352000,-0.20261696,0.13465546,-0.0008202791,0.0,0.0,-0.001,0
9372000,-0.20291547,0.1348333,-0.0008624196,0.0,0.0,-0.001,0
9392000,-0.20307331,0.13493055,-0.0008223653,0.0,0.0,-0.001,0
9408000,-0.20313549,0.13483337,-0.0008161068,0.0,0.0,-0.001,0
9432000,-0.20328121,0.1344916,-0.00086033344,0.0,0.0,-0.001,0
9448000,-0.20339668,0.13414802,-0.0008265376,0.0,0.0,-0.001,0
9472000,-0.20361096,0.13397798,-0.0007902384,0.0,0.0,-0.001,0
9492000,-0.20374396,0.13380164,-0.0008536577,0.0,0.0,-0.001,0
9512000,-0.2041499,0.13341178,-0.000829041,0.0,0.0,-0.001,0
9532000,-0.20442867,0.13320453,-0.00087952614,0.0,0.0,-0.001,0
9548000,-0.20466998,0.13270026,-0.0008778572,0.0,0.0,-0.001,0
9568000,-0.20529987,0.13226658,-0.00083988905,0.0,0.0,-0.001,0
9592000,-0.20600313,0.13185163,-0.00086158514,0.0,0.0,-0.001,0
9612000,-0.20612107,0.13194498,-0.0009750724,0.0,0.0,-0.001,0
9632000,-0.20600563,0.13220824,-0.0009162426,0.0,0.0,-0.001,0
9652000,-0.20557112,0.13204364,-0.0009379387,0.0,0.0,-0.001,0
9672000,-0.20518674,0.1322258,-0.00099051,0.0,0.0,-0.001,0
9692000,-0.204723,0.13206553,-0.0008786917,0.0,0.0,-0.001,0
9712000,-0.20449021,0.13205025,-0.00090789795,0.0,0.0,-0.001,0
9728000,-0.20447472,0.13196613,-0.0009225011,0.0,0.0,-0.001,0
9752000,-0.20452905,0.13179013,-0.00091165304,0.0,0.0,-0.001,0
9768000,-0.20459147,0.13170604,-0.0008394718,0.0,0.0,-0.001,0
9792000,-0.20495006,0.13169263,-0.00086700916,0.0,0.0,-0.001,0
9812000,-0.20493953,0.13194644,-0.00087994337,0.0,0.0,-0.001,0
9832000,-0.20494016,0.1318273,-0.00084781647,0.0,0.0,-0.001,0
9848000,-0.20500578,0.13186187,-0.00083738565,0.0,0.0,-0.001,0
9872000,-0.20518698,0.13181707,-0.0008136034,0.0,0.0,-0.001,0
9892000,-0.2053365,0.13176386,-0.000859499,0.0,0.0,-0.001,0
9908000,-0.20577757,0.13155544,-0.00083488226,0.0,0.0,-0.001,0
9928000,-0.2061361,0.13115464,-0.00078606606,0.0,0.0,-0.001,0
9948000,-0.20685199,0.13117439,-0.0009124875,0.0,0.0,-0.001,0
9972000,-0.20720309,0.13104974,-0.0008791089,0.0,0.0,-0.001,0
9992000,-0.20771118,0.13062039,-0.00084614754,0.0,0.0,-0.001,0
10008000,-0.20784405,0.13064706,-0.00086408854,0.0,0.0,-0.001,0
10032000,-0.20744179,0.13132422,-0.0009892583,0.0,0.0,-0.001,0
10052000,-0.20709616,0.13168666,-0.000906229,0.0,0.0,-0.001,0
10068000,-0.2068372,0.13210875,-0.00089913607,0.0,0.0,-0.001,0
10088000,-0.20643324,0.13250919,-0.00092583895,0.0,0.0,-0.001,0
10108000,-0.20622917,0.13286075,-0.00091415644,0.0,0.0,-0.001,0
10128000,-0.20607622,0.13311498,-0.0008678436,0.0,0.0,-0.001,0
10152000,-0.2059815,0.13309726,-0.00086659193,0.0,0.0,-0.001,0
10168000,-0.20590033,0.13330507,-0.00088870525,0.0,0.0,-0.001,0
10192000,-0.20587777,0.13319616,-0.0008970499,0.0,0.0,-0.001,0
10208000,-0.20579009,0.13305087,-0.0008453131,0.0,0.0,-0.001,0
10232000,-0.20565243,0.13284923,-0.0008636713,0.0,0.0,-0.001,0
10252000,-0.20568432,0.13272344,-0.0008866191,0.0,0.0,-0.001,0
10272000,-0.20561022,0.13252601,-0.00079524517,0.0,0.0,-0.001,0
10288000,-0.20594293,0.13248247,-0.0007635355,0.0,0.0,-0.001,0
10312000,-0.20605072,0.13178661,-0.00078105927,0.0,0.0,-0.001,0
10328000,-0.2061726,0.13129032,-0.0008048415,0.0,0.0,-0.001,0
10352000,-0.20642862,0.13068339,-0.0008582473,0.0,0.0,-0.001,0
10372000,-0.20681268,0.13049531,-0.00087994337,0.0,0.0,-0.001,0
10392000,-0.20686677,0.13026613,-0.0008753538,0.0,0.0,-0.001,0
10408000,-0.20674732,0.13031347,-0.00088328123,0.0,0.0,-0.001,0
10432000,-0.20659956,0.13053,-0.0009225011,0.0,0.0,-0.001,0
10452000,-0.20639254,0.13063382,-0.00091540813,0.0,0.0,-0.001,0
10472000,-0.20637926,0.13105822,-0.0009204149,0.0,0.0,-0.001,0
10492000,-0.20647596,0.13135487,-0.0008574128,0.0,0.0,-0.001,0
10512000,-0.20640986,0.13134348,-0.0008511543,0.0,0.0,-0.001,0
10532000,-0.20617892,0.13169028,-0.0008607507,0.0,0.0,-0.001,0
10548000,-0.20627864,0.13176523,-0.00087076426,0.0,0.0,-0.001,0
10572000,-0.20636283,0.13168849,-0.00085783005,0.0,0.0,-0.001,0
10592000,-0.20656662,0.13171011,-0.000829041,0.0,0.0,-0.001,0
10608000,-0.20665987,0.13203834,-0.00081402063,0.0,0.0,-0.001,0
10632000,-0.20694716,0.13224821,-0.0007869005,0.0,0.0,-0.001,0
10652000,-0.20707682,0.13250042,-0.0008111,0.0,0.0,-0.001,0
10672000,-0.20726833,0.13234623,-0.00084865093,0.0,0.0,-0.001,0
10692000,-0.2071349,0.13235895,-0.0008711815,0.0,0.0,-0.001,0
10712000,-0.20732273,0.13207515,-0.0007956624,0.0,0.0,-0.001,0
10728000,-0.20773476,0.1316859,-0.00076812506,0.0,0.0,-0.001,0
10752000,-0.2082739,0.1310976,-0.00087952614,0.0,0.0,-0.001,0
10768000,-0.2086813,0.13089791,-0.00088119507,0.0,0.0,-0.001,0
10792000,-0.20927875,0.13020417,-0.000852406,0.0,0.0,-0.001,0
10812000,-0.20919758,0.13019559,-0.0008895397,0.0,0.0,-0.001,0
10832000,-0.20907469,0.1305272,-0.000913322,0.0,0.0,-0.001,0
10852000,-0.20900774,0.13085833,-0.00093752146,0.0,0.0,-0.001,0
10872000,-0.20897152,0.13135843,-0.0009521246,0.0,0.0,-0.001,0
10888000,-0.2088231,0.13166517,-0.0008907914,0.0,0.0,-0.001,0
10912000,-0.20870356,0.1319521,-0.00096046925,0.0,0.0,-0.001,0
10932000,-0.20855382,0.13209668,-0.0009304285,0.0,0.0,-0.001,0
10948000,-0.20843366,0.13226235,-0.00089788437,0.0,0.0,-0.001,0
10968000,-0.20836473,0.13222833,-0.00088244677,0.0,0.0,-0.001,0
10992000,-0.20873353,0.13237683,-0.0008957982,0.0,0.0,-0.001,0
11008000,-0.20860992,0.13276753,-0.0008507371,0.0,0.0,-0.001,0
11028000,-0.20867723,0.13265552,-0.000906229,0.0,0.0,-0.001,0
11052000,-0.2086136,0.13246034,-0.00089621544,0.0,0.0,-0.001,0
11068000,-0.20847495,0.13242483,-0.0008866191,0.0,0.0,-0.001,0
11092000,-0.20823494,0.13248794,-0.0009095669,0.0,0.0,-0.001,0
11112000,-0.2081429,0.13255689,-0.00086700916,0.0,0.0,-0.001,0
11128000,-0.20809832,0.13251135,-0.0007677078,0.0,0.0,-0.001,0
11152000,-0.2085892,0.13227072,-0.000888288,0.0,0.0,-0.001,0
11168000,-0.20879419,0.13202986,-0.0008766055,0.0,0.0,-0.001,0
11192000,-0.20908108,0.13143706,-0.00086951256,0.0,0.0,-0.001,0
11212000,-0.20892668,0.13111061,-0.00088620186,0.0,0.0,-0.001,0
11232000,-0.2086429,0.1314679,-0.0008903742,0.0,0.0,-0.001,0
11248000,-0.20837831,0.13167387,-0.00093251467,0.0,0.0,-0.001,0
11272000,-0.20807962,0.13198201,-0.0009650588,0.0,0.0,-0.001,0
11292000,-0.20772728,0.13190368,-0.00093376637,0.0,0.0,-0.001,0
11312000,-0.20769672,0.13223435,-0.0009875894,0.0,0.0,-0.001,0
11328000,-0.20757696,0.13217658,-0.0009738207,0.0,0.0,-0.001,0
11348000,-0.20744117,0.13219954,-0.0009095669,0.0,0.0,-0.001,0
11372000,-0.20765537,0.13239233,-0.0008941293,0.0,0.0,-0.001,0
11392000,-0.20776482,0.13214414,-0.0009250045,0.0,0.0,-0.001,0
11408000,-0.20774464,0.13259996,-0.0009199977,0.0,0.0,-0.001,0
11428000,-0.20758983,0.13273078,-0.00094002485,0.0,0.0,-0.001,0
11448000,-0.20758843,0.13300033,-0.00090539455,0.0,0.0,-0.001,0
11472000,-0.20755717,0.1331775,-0.0008582473,0.0,0.0,-0.001,0
11492000,-0.2075662,0.13307829,-0.000882864,0.0,0.0,-0.001,0
11512000,-0.20763434,0.1329658,-0.0008907914,0.0,0.0,-0.001,0
11532000,-0.20788167,0.13320655,-0.00088077784,0.0,0.0,-0.001,0
11552000,-0.20794366,0.1332398,-0.0008586645,0.0,0.0,-0.001,0
11572000,-0.20817992,0.13299699,-0.00090914965,0.0,0.0,-0.001,0
11588000,-0.20856173,0.13287595,-0.00090038776,0.0,0.0,-0.001,0
11612000,-0.20859256,0.13304648,-0.0009237528,0.0,0.0,-0.001,0
11632000,-0.20848025,0.13315496,-0.0009717345,0.0,0.0,-0.001,0
11648000,-0.20817143,0.1335239,-0.0009496212,0.0,0.0,-0.001,0
11672000,-0.20790605,0.13388316,-0.0009675622,0.0,0.0,-0.001,0
11688000,-0.20770213,0.13410804,-0.0009275079,0.0,0.0,-0.001,0
11712000,-0.20708361,0.13421722,-0.0009796619,0.0,0.0,-0.001,0
11728000,-0.20674662,0.13445516,-0.0009621382,0.0,0.0,-0.001,0
11752000,-0.20652187,0.13449858,-0.0009458661,0.0,0.0,-0.001,0
11768000,-0.20632929,0.1345507,-0.00092458725,0.0,0.0,-0.001,0
11792000,-0.20668668,0.13412274,-0.0009275079,0.0,0.0,-0.001,0
11808000,-0.20660311,0.13394955,-0.0009074807,0.0,0.0,-0.001,0
11832000,-0.20645054,0.13369036,-0.00095170736,0.0,0.0,-0.001,0
11848000,-0.20638053,0.1337232,-0.0009162426,0.0,0.0,-0.001,0
11872000,-0.20649728,0.13365327,-0.00086575747,0.0,0.0,-0.001,0
11888000,-0.20661417,0.13333304,-0.0008728504,0.0,0.0,-0.001,0
11908000,-0.2067728,0.1330726,-0.00089788437,0.0,0.0,-0.001,0
11928000,-0.20692933,0.13296984,-0.0008766055,0.0,0.0,-0.001,0
11952000,-0.2072719,0.13271986,-0.00091290474,0.0,0.0,-0.001,0
11972000,-0.20778704,0.13236995,-0.00086659193,0.0,0.0,-0.001,0
11992000,-0.20819895,0.13213754,-0.0008845329,0.0,0.0,-0.001,0
12008000,-0.20822586,0.13189098,-0.0008803606,0.0,0.0,-0.001,0
12032000,-0.2076145,0.13235402,-0.0009137392,0.0,0.0,-0.001,0
12048000,-0.20727728,0.1327382,-0.0009596348,0.0,0.0,-0.001,0
12072000,-0.20677587,0.13333724,-0.00091958046,0.0,0.0,-0.001,0
12088000,-0.20641448,0.13389753,-0.0009379387,0.0,0.0,-0.001,0
12112000,-0.20589536,0.13452584,-0.00093334913,0.0,0.0,-0.001,0
12132000,-0.20555836,0.13473333,-0.0009287596,0.0,0.0,-0.001,0
12152000,-0.2053375,0.13523835,-0.00090789795,0.0,0.0,-0.001,0
12168000,-0.2054019,0.13545266,-0.0009112358,0.0,0.0,-0.001,0
12192000,-0.20541728,0.13567957,-0.00089913607,0.0,0.0,-0.001,0
12208000,-0.2052063,0.13599117,-0.00086325407,0.0,0.0,-0.001,0
12232000,-0.20448709,0.1368516,-0.0008766055,0.0,0.0,-0.001,0
12248000,-0.2042695,0.13729545,-0.0009124875,0.0,0.0,-0.001,0
12272000,-0.20378186,0.13778575,-0.0008916259,0.0,0.0,-0.001,0
12288000,-0.20342831,0.13818741,-0.00087952614,0.0,0.0,-0.001,0
12312000,-0.20301892,0.13874047,-0.0008932948,0.0,0.0,-0.001,0
12328000,-0.20278108,0.13909608,-0.0009174943,0.0,0.0,-0.001,0
12352000,-0.20270067,0.13904573,-0.00096839666,0.0,0.0,-0.001,0
12372000,-0.2026016,0.13939221,-0.0009775758,0.0,0.0,-0.001,0
12392000,-0.20263039,0.1391933,-0.0010777116,0.0,0.0,-0.001,0
12408000,-0.2027588,0.13932875,-0.0009638071,0.0,0.0,-0.001,0
12432000,-0.20268542,0.13930373,-0.00086826086,0.0,0.0,-0.001,0
12448000,-0.20272185,0.13907842,-0.00094002485,0.0,0.0,-0.001,0
12468000,-0.20275459,0.13923481,-0.00092834234,0.0,0.0,-0.001,0
12492000,-0.20278278,0.13933736,-0.00093084574,0.0,0.0,-0.001,0
12508000,-0.20271847,0.13927987,-0.0009458661,0.0,0.0,-0.001,0
12532000,-0.20253263,0.13868806,-0.00094795227,0.0,0.0,-0.001,0
12548000,-0.20270686,0.13838306,-0.00093334913,0.0,0.0,-0.001,0
12568000,-0.20283821,0.13813359,-0.00091832876,0.0,0.0,-0.001,0
12592000,-0.20292017,0.1378144,-0.00089621544,0.0,0.0,-0.001,0
12612000,-0.20292765,0.13774192,-0.0008945465,0.0,0.0,-0.001,0
12632000,-0.20281292,0.1378587,-0.0008106828,0.0,0.0,-0.001,0
12652000,-0.20244215,0.13800058,-0.00085783005,0.0,0.0,-0.001,0
12672000,-0.20223217,0.13823755,-0.00090914965,0.0,0.0,-0.001,0
12688000,-0.20188902,0.13835898,-0.00084239244,0.0,0.0,-0.001,0
12712000,-0.20137328,0.13865444,-0.00082069635,0.0,0.0,-0.001,0
12732000,-0.20127523,0.13908458,-0.00088244677,0.0,0.0,-0.001,0
12752000,-0.20093931,0.13906513,-0.00090789795,0.0,0.0,-0.001,0
12772000,-0.20084795,0.13885315,-0.0008607507,0.0,0.0,-0.001,0
12792000,-0.20091254,0.13902244,-0.000846982,0.0,0.0,-0.001,0
12812000,-0.2007739,0.13914898,-0.00091665983,0.0,0.0,-0.001,0
12832000,-0.20061061,0.13956337,-0.00081402063,0.0,0.0,-0.001,0
12852000,-0.20039056,0.13993032,-0.00088369846,0.0,0.0,-0.001,0
12872000,-0.20018063,0.14035833,-0.0008791089,0.0,0.0,-0.001,0
12888000,-0.20000324,0.14087029,-0.0008741021,0.0,0.0,-0.001,0
12912000,-0.19983014,0.1412599,-0.0008866191,0.0,0.0,-0.001,0
12932000,-0.1998086,0.14131393,-0.00095671415,0.0,0.0,-0.001,0
12952000,-0.1998792,0.14135846,-0.0009383559,0.0,0.0,-0.001,0
12968000,-0.19995497,0.14135148,-0.000977993,0.0,0.0,-0.001,0
12992000,-0.19996525,0.14160699,-0.0009229183,0.0,0.0,-0.001,0
13008000,-0.19987535,0.14144062,-0.0009404421,0.0,0.0,-0.001,0
13032000,-0.19982913,0.14146219,-0.0009884238,0.0,0.0,-0.001,0
13052000,-0.19946878,0.14151013,-0.0009225011,0.0,0.0,-0.001,0
13072000,-0.1994607,0.14115775,-0.0009525418,0.0,0.0,-0.001,0
13088000,-0.19934836,0.14082839,-0.0009550452,0.0,0.0,-0.001,0
13108000,-0.19950052,0.14086908,-0.000895381,0.0,0.0,-0.001,0
13128000,-0.19993739,0.14069712,-0.0009575486,0.0,0.0,-0.001,0
13152000,-0.20015056,0.14080517,-0.0009124875,0.0,0.0,-0.001,0
13172000,-0.20042312,0.14058387,-0.0009354353,0.0,0.0,-0.001,0
13192000,-0.2006154,0.14015913,-0.00092083216,0.0,0.0,-0.001,0
13208000,-0.20075423,0.14004791,-0.0008866191,0.0,0.0,-0.001,0
13228000,-0.20018554,0.14046125,-0.00090163946,0.0,0.0,-0.001,0
13252000,-0.19964045,0.1408798,-0.0009204149,0.0,0.0,-0.001,0
13272000,-0.19913207,0.14109184,-0.0008778572,0.0,0.0,-0.001,0
13288000,-0.19873899,0.14158794,-0.0008891225,0.0,0.0,-0.001,0
13312000,-0.19830701,0.14208198,-0.0008357167,0.0,0.0,-0.001,0
13332000,-0.19807538,0.14236952,-0.00091791153,0.0,0.0,-0.001,0
13352000,-0.19764432,0.14257298,-0.0009396076,0.0,0.0,-0.001,0
13368000,-0.19749637,0.14275554,-0.0009020567,0.0,0.0,-0.001,0
13392000,-0.19740681,0.14266522,-0.001020968,0.0,0.0,-0.001,0
13412000,-0.19718328,0.14244008,-0.00091958046,0.0,0.0,-0.001,0
13432000,-0.19711256,0.14261748,-0.00087326765,0.0,0.0,-0.001,0
13448000,-0.19698718,0.14279376,-0.0009291768,0.0,0.0,-0.001,0
13472000,-0.19674017,0.14259739,-0.0009471178,0.0,0.0,-0.001,0
13488000,-0.19676606,0.14255145,-0.0009976029,0.0,0.0,-0.001,0
13512000,-0.19681902,0.1425165,-0.0010180473,0.0,0.0,-0.001,0
13532000,-0.19712341,0.14258897,-0.000977993,0.0,0.0,-0.001,0
13552000,-0.19719225,0.14262953,-0.0009996891,0.0,0.0,-0.001,0
13572000,-0.19722234,0.14240919,-0.0009638071,0.0,0.0,-0.001,0
13592000,-0.19755656,0.1423199,-0.0010180473,0.0,0.0,-0.001,0
13612000,-0.19777827,0.14220077,-0.00095129013,0.0,0.0,-0.001,0
13632000,-0.19740495,0.14270557,-0.00094252825,0.0,0.0,-0.001,0
13652000,-0.19698988,0.14339504,-0.00093460083,0.0,0.0,-0.001,0
13672000,-0.19672374,0.14381047,-0.000882864,0.0,0.0,-0.001,0
13688000,-0.19645727,0.14431952,-0.00093626976,0.0,0.0,-0.001,0
13708000,-0.19605574,0.14483516,-0.00095921755,0.0,0.0,-0.001,0
13728000,-0.19556333,0.14527102,-0.00096547604,0.0,0.0,-0.001,0
13752000,-0.19533989,0.14550696,-0.00097465515,0.0,0.0,-0.001,0
13772000,-0.1950241,0.14579912,-0.0009383559,0.0,0.0,-0.001,0
13792000,-0.19488189,0.14590655,-0.00091582537,0.0,0.0,-0.001,0
13812000,-0.19435175,0.14595775,-0.0009191632,0.0,0.0,-0.001,0
13832000,-0.19423008,0.14585817,-0.0009446144,0.0,0.0,-0.001,0
13848000,-0.19417217,0.1459749,-0.00088244677,0.0,0.0,-0.001,0
13872000,-0.19433533,0.14595287,-0.0009149909,0.0,0.0,-0.001,0
13892000,-0.19433396,0.14568947,-0.00091707706,0.0,0.0,-0.001,0
13912000,-0.1940896,0.14563608,-0.00094753504,0.0,0.0,-0.001,0
13932000,-0.1939291,0.14555857,-0.0009216666,0.0,0.0,-0.001,0
13948000,-0.19418508,0.1453334,-0.00093334913,0.0,0.0,-0.001,0
13972000,-0.19449344,0.14528933,-0.0009262562,0.0,0.0,-0.001,0
13992000,-0.19463316,0.14499019,-0.00096797943,0.0,0.0,-0.001,0
14008000,-0.19459382,0.14471962,-0.0009120703,0.0,0.0,-0.001,0
14032000,-0.1942984,0.1451741,-0.00096589327,0.0,0.0,-0.001,0
14048000,-0.19397052,0.14531705,-0.000988841,0.0,0.0,-0.001,0
14072000,-0.19300021,0.14557299,-0.00095170736,0.0,0.0,-0.001,0
14092000,-0.19264413,0.14555535,-0.00093084574,0.0,0.0,-0.001,0
14112000,-0.19205867,0.14573628,-0.0009562969,0.0,0.0,-0.001,0
14132000,-0.1919185,0.14597471,-0.0008903742,0.0,0.0,-0.001,0
14148000,-0.19163501,0.14608762,-0.00093209743,0.0,0.0,-0.001,0
14168000,-0.19143704,0.14604262,-0.00091457367,0.0,0.0,-0.001,0
14188000,-0.1913469,0.14603922,-0.0009212494,0.0,0.0,-0.001,0
14212000,-0.19132352,0.14638692,-0.00092834234,0.0,0.0,-0.001,0
14232000,-0.19082375,0.1467348,-0.0009341836,0.0,0.0,-0.001,0
14248000,-0.19012713,0.14710926,-0.0008983016,0.0,0.0,-0.001,0
14272000,-0.18942213,0.14723204,-0.000988841,0.0,0.0,-0.001,0
14292000,-0.188726,0.14746702,-0.0009083152,0.0,0.0,-0.001,0
14312000,-0.18854026,0.14749718,-0.00088328123,0.0,0.0,-0.001,0
14332000,-0.1881557,0.14769721,-0.0009174943,0.0,0.0,-0.001,0
14352000,-0.18773565,0.1477094,-0.00087994337,0.0,0.0,-0.001,0
