timestamp,timestamp_sample,time_last_fuse,device_id,observation[0],observation[1],observation_variance[0],observation_variance[1],innovation[0],innovation[1],innovation_variance[0],innovation_variance[1],test_ratio[0],test_ratio[1],estimator_instance,fusion_enabled,innovation_rejected,fused
58408000,58290000,58328000,0,0.011119492,-0.02258052,1.0,1.0,0.0001160251,0.014950415,1.111903,1.1119034,4.8428056e-10,8.040803e-06,0,1,0,1
58808000,58686000,58728000,0,0.022238985,-0.00752684,1.0,1.0,-0.0056642443,0.0020662602,1.1142768,1.1142772,1.1517305e-06,1.532628e-07,0,1,0,1
59208000,59086000,59128000,0,0.022238985,-0.00752684,1.0,1.0,-0.006869697,0.0047363313,1.1164182,1.116419,1.6908623e-06,8.0374247e-07,0,1,0,1
59608000,59486000,59528000,0,0.022238985,0.0,1.0,1.0,-0.006718655,-7.581926e-05,1.1183194,1.1183205,1.6145772e-06,2.0561407e-10,0,1,0,1
60008000,59886000,59928000,0,0.022238985,0.00752684,1.0,1.0,-0.0066024177,-0.004400353,1.1199809,1.1199824,1.5568809e-06,6.915504e-07,0,1,0,1
60208000,60090000,60128000,0,0.022238985,0.00752684,1.0,1.0,-0.0018623974,-0.004365354,1.1103302,1.110331,1.2495468e-07,6.8650934e-07,0,1,0,1
60608000,60490000,60528000,0,0.022238985,0.00752684,1.0,1.0,-0.0053719897,0.0012589497,1.1128894,1.112891,1.0372378e-06,5.696711e-08,0,1,0,1
61008000,60890000,60928000,0,0.011119492,0.02258052,1.0,1.0,-0.0009354474,-0.017990407,1.1152174,1.1152197,3.1386232e-08,1.1608645e-05,0,1,0,1
61408000,61290000,61328000,0,0.0,0.01505368,1.0,1.0,0.010550326,-0.009553955,1.1172955,1.1172984,3.9849574e-06,3.267813e-06,0,1,0,1
61808000,61690000,61728000,0,-0.011119492,0.01505368,1.0,1.0,0.017676767,-0.009214455,1.1191193,1.119123,1.1168358e-05,3.03474e-06,0,1,0,1
62208000,62086000,62128000,0,-0.022238985,0.02258052,1.0,1.0,0.014694686,-0.0164258,1.1206956,1.1207001,7.707135e-06,9.62994e-06,0,1,0,1
62608000,62486000,62528000,0,-0.033358477,0.02258052,1.0,1.0,0.013154278,-0.014968883,1.1220376,1.1220427,6.168599e-06,7.987841e-06,0,1,0,1
63008000,62886000,62928000,0,-0.04447797,0.02258052,1.0,1.0,0.01951442,-0.013534172,1.1231658,1.1231709,1.3562114e-05,6.5234535e-06,0,1,0,1
63408000,63286000,63328000,0,-0.05559746,0.02258052,1.0,1.0,0.021681927,-0.009467354,1.1241043,1.1241087,1.6728198e-05,3.1893994e-06,0,1,0,1
63808000,63690000,63728000,0,-0.05559746,0.03010736,1.0,1.0,0.012473434,-0.01727442,1.124876,1.1248795,5.5325763e-06,1.0611115e-05,0,1,0,1
64208000,64086000,64128000,0,-0.066716954,0.02258052,1.0,1.0,0.022966694,-0.0089009125,1.1255041,1.1255062,1.8746054e-05,2.8156664e-06,0,1,0,1
64608000,64490000,64528000,0,-0.066716954,0.03010736,1.0,1.0,0.021238558,-0.016409988,1.1260087,1.1260096,1.6023901e-05,9.566089e-06,0,1,0,1
65008000,64890000,64928000,0,-0.05559746,0.02258052,1.0,1.0,0.0118648745,-0.008145417,1.1264105,1.1264101,4.999074e-06,2.3560804e-06,0,1,0,1
65408000,65286000,65328000,0,-0.05559746,0.01505368,1.0,1.0,0.014705405,-0.004281574,1.126725,1.1267239,7.677079e-06,6.5080275e-07,0,1,0,1
65808000,65686000,65728000,0,-0.04447797,0.01505368,1.0,1.0,0.005695127,-0.0047086664,1.1269693,1.1269678,1.1512104e-06,7.869449e-07,0,1,0,1
66208000,66090000,66128000,0,-0.05559746,0.01505368,1.0,1.0,0.033592455,-0.005923597,1.1271557,1.1271539,4.004604e-05,1.245225e-06,0,1,0,1
66608000,66490000,66528000,0,-0.05559746,0.01505368,1.0,1.0,0.031854123,-0.0058549605,1.1272948,1.1272931,3.6004254e-05,1.216385e-06,0,1,0,1
67008000,66890000,66928000,0,-0.05559746,0.00752684,1.0,1.0,0.030365456,0.0017352672,1.1273952,1.1273937,3.271474e-05,1.0683588e-07,0,1,0,1
67408000,67290000,67328000,0,-0.05559746,0.01505368,1.0,1.0,0.029466031,-0.0032468215,1.1274655,1.1274645,3.0803498e-05,3.7400198e-07,0,1,0,1
67808000,67690000,67728000,0,-0.05559746,0.01505368,1.0,1.0,0.028888827,-0.0032910137,1.127514,1.1275136,2.9607236e-05,3.8423553e-07,0,1,0,1
68208000,68086000,68128000,0,-0.04447797,0.00752684,1.0,1.0,0.024580162,0.0043675555,1.1275446,1.1275449,2.1433629e-05,6.767107e-07,0,1,0,1
68608000,68490000,68528000,0,-0.04447797,0.0,1.0,1.0,0.030784788,0.0116873775,1.127562,1.127563,3.3619548e-05,4.8456645e-06,0,1,0,1
69008000,68890000,68928000,0,-0.04447797,-0.01505368,1.0,1.0,0.029080085,0.018258475,1.1275669,1.1275688,2.9999155e-05,1.1826219e-05,0,1,0,1
69408000,69290000,69328000,0,-0.04447797,-0.01505368,1.0,1.0,0.027717344,0.0030787466,1.1275659,1.1275682,2.725344e-05,3.3625216e-07,0,1,0,1
69808000,69690000,69728000,0,-0.033358477,-0.02258052,1.0,1.0,0.015111135,0.0020329822,1.1275598,1.1275628,8.100552e-06,1.4661771e-07,0,1,0,1
70208000,70086000,70128000,0,-0.033358477,-0.03010736,1.0,1.0,0.014771206,0.011674957,1.1275514,1.1275551,7.74026e-06,4.8354045e-06,0,1,0,1
70608000,70486000,70528000,0,-0.033358477,-0.03010736,1.0,1.0,0.018168222,0.0126573015,1.1275433,1.1275474,1.1709857e-05,5.68339e-06,0,1,0,1
71008000,70890000,70928000,0,-0.022238985,-0.03010736,1.0,1.0,0.013314705,0.0033304207,1.127533,1.1275374,6.289178e-06,3.9348413e-07,0,1,0,1
71408000,71290000,71328000,0,-0.011119492,-0.03010736,1.0,1.0,0.011995359,0.005486656,1.1275196,1.1275247,5.104608e-06,1.0679462e-06,0,1,0,1
71808000,71690000,71728000,0,0.0,-0.02258052,1.0,1.0,0.016801067,-0.000671763,1.1275064,1.1275121,1.0014163e-05,1.6009247e-08,0,1,0,1
72208000,72090000,72128000,0,0.011119492,-0.02258052,1.0,1.0,0.0128368605,0.008122533,1.1274942,1.1275008,5.8460605e-06,2.340594e-06,0,1,0,1
72608000,72486000,72528000,0,0.011119492,-0.01505368,1.0,1.0,0.020429902,0.0007722825,1.1274823,1.1274897,1.4807537e-05,2.1159227e-08,0,1,0,1
73008000,72890000,72928000,0,0.011119492,-0.01505368,1.0,1.0,0.01597882,0.0020842608,1.1274709,1.1274791,9.058245e-06,1.5411881e-07,0,1,0,1
73408000,73290000,73328000,0,0.011119492,-0.00752684,1.0,1.0,0.013178166,0.001627855,1.1274583,1.1274669,6.1612586e-06,9.401294e-08,0,1,0,1
73808000,73690000,73728000,0,0.0,0.0,1.0,1.0,0.025465261,0.0010836361,1.1274449,1.1274536,2.3007051e-05,4.166086e-08,0,1,0,1
74008000,73890000,73928000,0,0.011119492,0.0,1.0,1.0,0.012448752,0.0056151287,1.1161525,1.1161582,5.553773e-06,1.1299355e-06,0,1,0,1
74408000,74290000,74328000,0,0.0,0.0,1.0,1.0,0.015282997,0.004584732,1.1176618,1.1176674,8.359237e-06,7.522727e-07,0,1,0,1
74608000,74490000,74528000,0,0.0,0.00752684,1.0,1.0,0.0062370114,-0.0038527949,1.1087054,1.1087096,1.4034499e-06,5.3554254e-07,0,1,0,1
75008000,74886000,74928000,0,-0.011119492,0.00752684,1.0,1.0,0.01683656,-0.004388049,1.1110967,1.1111009,1.0205043e-05,6.9318537e-07,0,1,0,1
75208000,75090000,75128000,0,-0.011119492,0.00752684,1.0,1.0,0.018265424,-0.0037383256,1.1035511,1.1035545,1.2092805e-05,5.0654785e-07,0,1,0,1
75608000,75486000,75528000,0,-0.022238985,0.01505368,1.0,1.0,0.02559388,-0.008814214,1.1065356,1.1065394,2.3679193e-05,2.8084085e-06,0,1,0,1
76008000,75886000,75928000,0,-0.022238985,0.02258052,1.0,1.0,0.023247698,-0.010209243,1.1093847,1.1093887,1.9486675e-05,3.7580564e-06,0,1,0,1
76408000,76286000,76328000,0,-0.022238985,0.02258052,1.0,1.0,0.012176799,-0.01040365,1.1120323,1.112036,5.3334575e-06,3.8932526e-06,0,1,0,1
76808000,76686000,76728000,0,-0.022238985,0.03010736,1.0,1.0,0.012045434,-0.018008426,1.1144384,1.1144412,5.2077344e-06,1.1640037e-05,0,1,0,1
77008000,76890000,76928000,0,-0.022238985,0.03010736,1.0,1.0,0.007816639,-0.012573574,1.106077,1.1060791,2.2096053e-06,5.717304e-06,0,1,0,1
77408000,77286000,77328000,0,-0.011119492,0.03010736,1.0,1.0,-0.0007515894,-0.012757355,1.109088,1.109089,2.0373015e-08,5.8696864e-06,0,1,0,1
77808000,77686000,77728000,0,0.0,0.03010736,1.0,1.0,-0.0056626126,-0.013019653,1.1118586,1.1118585,1.1535705e-06,6.098307e-06,0,1,0,1
78208000,78090000,78128000,0,0.011119492,0.03010736,1.0,1.0,-0.0105117,-0.01318449,1.1143537,1.1143527,3.9662755e-06,6.2397035e-06,0,1,0,1
78608000,78490000,78528000,0,0.033358477,0.03010736,1.0,1.0,-0.023147307,-0.009743707,1.116558,1.1165566,1.9194627e-05,3.401165e-06,0,1,0,1
79008000,78890000,78928000,0,0.055597465,0.02258052,1.0,1.0,-0.03201694,0.00064677745,1.1184745,1.1184723,3.6660094e-05,1.4960444e-08,0,1,0,1
79408000,79290000,79328000,0,0.066716954,0.01505368,1.0,1.0,-0.029805299,0.0067412574,1.120116,1.1201123,3.172371e-05,1.622857e-06,0,1,0,1
79808000,79690000,79728000,0,0.07783645,0.0075268396,1.0,1.0,-0.031687796,-0.0009031673,1.1215038,1.1214976,3.5813213e-05,2.909364e-08,0,1,0,1
80208000,80090000,80128000,0,0.08895594,0.0,1.0,1.0,-0.043826994,-0.0034787713,1.1226622,1.1226536,6.843752e-05,4.3118735e-07,0,1,0,1
80608000,80490000,80528000,0,0.08895594,-0.0075268396,1.0,1.0,-0.035731558,0.0021091113,1.1236204,1.1236106,4.545109e-05,1.5835914e-07,0,1,0,1
81008000,80890000,80928000,0,0.10007543,-0.0075268396,1.0,1.0,-0.043203115,-0.004097194,1.1244041,1.1243938,6.6399945e-05,5.971928e-07,0,1,0,1
81408000,81290000,81328000,0,0.10007543,-0.0075268396,1.0,1.0,-0.038817715,-0.0064100693,1.1250385,1.1250288,5.3573807e-05,1.4609043e-06,0,1,0,1
81808000,81690000,81728000,0,0.08895594,-0.0075268396,1.0,1.0,-0.023971751,-0.0049171993,1.125548,1.1255403,2.042187e-05,8.592798e-07,0,1,0,1
82208000,82090000,82128000,0,0.07783645,0.0,1.0,1.0,-0.021773968,-0.007607799,1.125953,1.1259477,1.6842823e-05,2.0561738e-06,0,1,0,1
82608000,82486000,82528000,0,0.055597465,0.0,1.0,1.0,-0.017708924,0.00028432778,1.1262708,1.1262686,1.1137854e-05,2.8711546e-09,0,1,0,1
83008000,82890000,82928000,0,0.033358477,0.0075268396,1.0,1.0,-0.0021808185,-0.0042733112,1.1265169,1.1265173,1.6887341e-07,6.484122e-07,0,1,0,1
83408000,83290000,83328000,0,0.022238985,0.0,1.0,1.0,-0.0055870786,0.0065408493,1.1267073,1.1267099,1.1082008e-06,1.5188546e-06,0,1,0,1
83808000,83690000,83728000,0,0.0,0.0,1.0,1.0,0.0067394064,0.0050949743,1.1268535,1.1268573,1.6122627e-06,9.21457e-07,0,1,0,1
84208000,84090000,84128000,0,-0.011119492,0.0,1.0,1.0,0.009993431,0.0072408114,1.126964,1.1269681,3.5446978e-06,1.860899e-06,0,1,0,1
84608000,84490000,84528000,0,-0.022238985,-0.01505368,1.0,1.0,0.020721337,0.017027581,1.1270461,1.1270502,1.52389075e-05,1.0290173e-05,0,1,0,1
84808000,84690000,84728000,0,-0.022238985,-0.00752684,1.0,1.0,0.010020561,0.008317478,1.1158415,1.1158442,3.5994944e-06,2.4799317e-06,0,1,0,1
85208000,85090000,85128000,0,-0.033358477,-0.01505368,1.0,1.0,0.020562079,0.014281672,1.1174023,1.117405,1.51350705e-05,7.3014226e-06,0,1,0,1
85408000,85290000,85328000,0,-0.04447797,-0.01505368,1.0,1.0,0.029930227,0.0136061935,1.1084996,1.1085017,3.232544e-05,6.680315e-06,0,1,0,1
85808000,85690000,85728000,0,-0.04447797,-0.01505368,1.0,1.0,0.025638936,0.011603342,1.1109164,1.1109178,2.366893e-05,4.847795e-06,0,1,0,1
86008000,85890000,85928000,0,-0.04447797,-0.01505368,1.0,1.0,0.022938328,0.011002229,1.1034074,1.1034086,1.9074256e-05,4.3881855e-06,0,1,0,1
86408000,86286000,86328000,0,-0.04447797,-0.02258052,1.0,1.0,0.015678296,0.017593075,1.1064041,1.1064037,8.886771e-06,1.11899935e-05,0,1,0,1
86808000,86690000,86728000,0,-0.04447797,-0.01505368,1.0,1.0,0.017692652,0.008511145,1.1092656,1.1092623,1.1287826e-05,2.6121716e-06,0,1,0,1
87208000,87090000,87128000,0,-0.05559746,-0.02258052,1.0,1.0,0.024599303,0.021644304,1.1119254,1.1119187,2.1768572e-05,1.6852882e-05,0,1,0,1
87608000,87486000,87528000,0,-0.05559746,-0.00752684,1.0,1.0,0.025479026,0.01005105,1.1143415,1.1143317,2.3302759e-05,3.6263386e-06,0,1,0,1
88008000,87886000,87928000,0,-0.04447797,-0.01505368,1.0,1.0,0.014422014,0.016173864,1.1164937,1.116482,7.4517034e-06,9.372076e-06,0,1,0,1
88408000,88290000,88328000,0,-0.033358477,-0.01505368,1.0,1.0,0.0050512776,0.0076048435,1.1183784,1.1183653,9.125858e-07,2.0685063e-06,0,1,0,1
88808000,88690000,88728000,0,-0.033358477,-0.00752684,1.0,1.0,0.011239078,0.0035244073,1.1200035,1.1199883,4.511303e-06,4.4362773e-07,0,1,0,1
89008000,88890000,88928000,0,-0.033358477,-0.00752684,1.0,1.0,0.01277574,0.0029547573,1.110359,1.1103489,5.879883e-06,3.14517e-07,0,1,0,1
89408000,89290000,89328000,0,-0.022238985,-0.00752684,1.0,1.0,0.0062225573,0.00895853,1.1128739,1.1128628,1.3917199e-06,2.8846414e-06,0,1,0,1
89808000,89686000,89728000,0,-0.011119492,0.0,1.0,1.0,-2.2103079e-05,0.00038542328,1.115139,1.115128,1.7524133e-11,5.328576e-09,0,1,0,1
90008000,89890000,89928000,0,-0.022238985,0.0,1.0,1.0,0.0117532825,0.00016339934,1.1066343,1.1066264,4.993145e-06,9.650717e-10,0,1,0,1
90408000,90290000,90328000,0,-0.011119492,-0.00752684,1.0,1.0,0.0020605251,0.0074889525,1.1095376,1.1095299,1.5306426e-07,2.021916e-06,0,1,0,1
90808000,90690000,90728000,0,-0.022238985,-0.00752684,1.0,1.0,0.012978894,0.006264204,1.1122062,1.1121986,6.0582893e-06,1.4112679e-06,0,1,0,1
91208000,91090000,91128000,0,-0.022238985,-0.01505368,1.0,1.0,0.017757261,0.0130294245,1.1146088,1.1146009,1.131591e-05,6.092437e-06,0,1,0,1
91608000,91490000,91528000,0,-0.022238985,-0.01505368,1.0,1.0,0.018298509,0.008903353,1.116733,1.1167252,1.1993392e-05,2.8393622e-06,0,1,0,1
92008000,91886000,91928000,0,-0.022238985,-0.00752684,1.0,1.0,0.012325713,0.0011010636,1.1185826,1.118575,5.4327043e-06,4.335305e-08,0,1,0,1
92408000,92290000,92328000,0,-0.033358477,-0.01505368,1.0,1.0,0.015317474,0.009082947,1.1201737,1.1201661,8.378164e-06,2.9459889e-06,0,1,0,1
92808000,92690000,92728000,0,-0.04447797,-0.01505368,1.0,1.0,0.022212153,0.008742844,1.1215225,1.1215147,1.7596785e-05,2.7262174e-06,0,1,0,1
93008000,92890000,92928000,0,-0.04447797,-0.00752684,1.0,1.0,0.017511258,-0.000120733865,1.1115296,1.111524,1.1035033e-05,5.2456506e-10,0,1,0,1
93408000,93290000,93328000,0,-0.05559746,0.0,1.0,1.0,0.026024695,-0.004342619,1.1138753,1.113869,2.4321746e-05,6.772193e-07,0,1,0,1
93808000,93690000,93728000,0,-0.066716954,0.0,1.0,1.0,0.040135548,-0.002850856,1.1159828,1.1159755,5.773789e-05,2.913103e-07,0,1,0,1
94208000,94086000,94128000,0,-0.07783645,0.0,1.0,1.0,0.045638014,-0.0022960347,1.1178447,1.1178373,7.4530144e-05,1.8864196e-07,0,1,0,1
94408000,94290000,94328000,0,-0.07783645,0.0,1.0,1.0,0.037628178,-0.0024487672,1.108735,1.1087297,5.1080908e-05,2.1633626e-07,0,1,0,1
94808000,94690000,94728000,0,-0.08895594,0.00752684,1.0,1.0,0.050878353,-0.003930181,1.1113812,1.1113753,9.3167204e-05,5.5593534e-07,0,1,0,1
95008000,94890000,94928000,0,-0.08895594,0.00752684,1.0,1.0,0.037413217,-0.0039521903,1.1037188,1.1037143,5.0728464e-05,5.660815e-07,0,1,0,1
95408000,95286000,95328000,0,-0.10007543,0.00752684,1.0,1.0,0.046106942,-0.0018980382,1.1068716,1.1068665,7.682373e-05,1.3018911e-07,0,1,0,1
95608000,95490000,95528000,0,-0.10007543,0.00752684,1.0,1.0,0.036980033,0.003654887,1.1001395,1.1001356,4.97218e-05,4.8569285e-07,0,1,0,1
96008000,95890000,95928000,0,-0.11119492,0.01505368,1.0,1.0,0.053554054,-0.00267524,1.1036624,1.103657,0.000103946164,2.5938888e-07,0,1,0,1
96408000,96290000,96328000,0,-0.08895594,0.01505368,1.0,1.0,0.03200237,-0.0047352435,1.1069974,1.1069914,3.7006474e-05,8.1021517e-07,0,1,0,1
96808000,96690000,96728000,0,-0.07783645,0.01505368,1.0,1.0,0.027665704,-0.0026288824,1.1100767,1.1100712,2.7579761e-05,2.490299e-07,0,1,0,1
97208000,97090000,97128000,0,-0.066716954,0.02258052,1.0,1.0,0.028218433,-0.011720079,1.1128552,1.112852,2.8621153e-05,4.937234e-06,0,1,0,1
97408000,97290000,97328000,0,-0.05559746,0.02258052,1.0,1.0,0.029893773,-0.0067324415,1.104795,1.1047921,3.2354877e-05,1.6410605e-06,0,1,0,1
97808000,97690000,97728000,0,-0.022238985,0.01505368,1.0,1.0,0.0087273875,9.8144636e-05,1.1080551,1.1080551,2.749585e-06,3.4772168e-10,0,1,0,1
98208000,98090000,98128000,0,-0.011119492,0.01505368,1.0,1.0,0.0155745,0.0010027532,1.1110344,1.1110379,8.7329445e-06,3.6200888e-08,0,1,0,1
98608000,98490000,98528000,0,0.022238985,0.02258052,1.0,1.0,-0.0048229415,-0.014612924,1.1137023,1.1137079,8.3543927e-07,7.669428e-06,0,1,0,1
99008000,98886000,98928000,0,0.033358477,0.02258052,1.0,1.0,-0.0053010806,-0.014167235,1.1160473,1.116053,1.007178e-06,7.1935847e-06,0,1,0,1
99408000,99290000,99328000,0,0.066716954,0.02258052,1.0,1.0,-0.01847976,-0.013541733,1.118073,1.118077,1.2217505e-05,6.5604977e-06,0,1,0,1
99808000,99686000,99728000,0,0.10007543,0.02258052,1.0,1.0,-0.014384218,-0.023570023,1.1196342,1.1196474,7.391904e-06,1.9847179e-05,0,1,0,1
100008000,99890000,99928000,0,0.13343391,0.0,1.0,1.0,-0.012043871,-0.010572769,1.110088,1.1100978,5.226787e-06,4.0278774e-06,0,1,0,1
100408000,100290000,100328000,0,0.21127036,-0.06774156,1.0,1.0,0.002802208,-0.00962095,1.1126266,1.1126894,2.8230028e-07,3.3275298e-06,0,1,0,1
100808000,100686000,100728000,0,0.34470427,-0.17311731,1.0,1.0,-0.006221056,-0.0034127533,1.1149218,1.1150947,1.3884934e-06,4.1779e-07,0,1,0,1
101008000,100890000,100928000,0,0.41142124,-0.24085887,1.0,1.0,0.0071354806,-0.0050368905,1.1064696,1.1065688,1.840632e-06,9.1707864e-07,0,1,0,1
101408000,101286000,101328000,0,0.5893331,-0.38386878,1.0,1.0,-0.013429701,-0.011387914,1.1094093,1.1096679,6.502807e-06,4.6747173e-06,0,1,0,1
101808000,101690000,101728000,0,0.789484,-0.5645129,1.0,1.0,-0.029513657,-0.005050957,1.112125,1.1125821,3.1329426e-05,9.1722376e-07,0,1,0,1
102208000,102090000,102128000,0,1.0007544,-0.7526839,1.0,1.0,-0.042505503,-0.0018823147,1.1145868,1.1152438,6.483901e-05,1.2707925e-07,0,1,0,1
102608000,102490000,102528000,0,1.0785909,-0.8354791,1.0,1.0,-0.0779469,0.019370615,1.11734,1.1173186,0.00021750657,1.34329e-05,0,1,0,1
103008000,102890000,102928000,0,1.0785909,-0.8354791,1.0,1.0,-0.07855046,0.01963389,1.1195357,1.119407,0.00022045478,1.3774778e-05,0,1,0,1
103408000,103290000,103328000,0,1.0785909,-0.8354791,1.0,1.0,-0.07619977,0.011880159,1.1215762,1.1214981,0.00020708019,5.033916e-06,0,1,0,1
103808000,103690000,103728000,0,1.0785909,-0.8354791,1.0,1.0,-0.06703031,0.01586181,1.1235416,1.1236541,0.0001599607,8.956386e-06,0,1,0,1
104208000,104090000,104128000,0,1.0785909,-0.8430059,1.0,1.0,-0.06393409,0.020312011,1.1254002,1.1257459,0.00014528407,1.4659712e-05,0,1,0,1
104608000,104490000,104528000,0,1.0785909,-0.8354791,1.0,1.0,-0.05667317,0.009042919,1.1270707,1.1275998,0.000113989234,2.9008297e-06,0,1,0,1
105008000,104886000,104928000,0,1.0785909,-0.8354791,1.0,1.0,-0.049434543,0.012032926,1.1284823,1.1291101,8.662161e-05,5.1293955e-06,0,1,0,1
105208000,105090000,105128000,0,1.0785909,-0.8354791,1.0,1.0,-0.043857455,0.014952183,1.1158196,1.1160467,6.8952955e-05,8.012847e-06,0,1,0,1
105608000,105486000,105528000,0,1.0785909,-0.8354791,1.0,1.0,-0.043188572,0.010822892,1.118696,1.1190665,6.669382e-05,4.1868825e-06,0,1,0,1
105808000,105690000,105728000,0,1.0785909,-0.8354791,1.0,1.0,-0.04337132,0.016126335,1.1088748,1.1090442,6.785514e-05,9.379561e-06,0,1,0,1
106208000,106090000,106128000,0,1.0785909,-0.8354791,1.0,1.0,-0.040216327,0.008085072,1.1124798,1.1127671,5.8153073e-05,2.34976e-06,0,1,0,1
106608000,106490000,106528000,0,1.0897104,-0.8354791,1.0,1.0,-0.055086613,0.0052631497,1.1158112,1.1161674,0.00010878309,9.927094e-07,0,1,0,1
