timestamp,lat,lon,alt,x,y,z,yaw,valid_alt,valid_hpos,valid_lpos,manual_home
1252000,47.397742099999995,8.5455934,488.105,0.0,0.0,0.0,0.0,1,1,0,0
1264000,47.397742099999995,8.5455934,488.105,0.0,0.0,0.0,0.0,1,1,0,0
1276000,47.397742099999995,8.5455934,488.105,0.0,0.0,0.0,0.0,1,1,0,0
1288000,47.397742099999995,8.5455934,488.105,0.0,0.0,0.0,0.0,1,1,0,0
1300000,47.397742099999995,8.5455934,488.105,0.0,0.0,0.0,0.0,1,1,0,0
1312000,47.397742099999995,8.5455934,488.105,0.0,0.0,0.0,0.0,1,1,0,0
1324000,47.397742099999995,8.5455934,488.105,0.0,0.0,0.0,0.0,1,1,0,0
1336000,47.397742099999995,8.5455934,488.105,0.0,0.0,0.0,0.0,1,1,0,0
1348000,47.397742099999995,8.5455934,488.105,0.0,0.0,0.0,0.0,1,1,0,0
1360000,47.397742099999995,8.5455934,488.105,0.0,0.0,0.0,0.0,1,1,0,0
1372000,47.397742099999995,8.5455934,488.105,0.0,0.0,0.0,0.0,1,1,0,0
1384000,47.397742099999995,8.5455934,488.105,0.0,0.0,0.0,0.0,1,1,0,0
1396000,47.397742099999995,8.5455934,488.105,0.0,0.0,0.0,0.0,1,1,0,0
1408000,47.397742099999995,8.5455934,488.105,0.0,0.0,0.0,0.0,1,1,0,0
1420000,47.397742099999995,8.5455934,488.105,0.0,0.0,0.0,0.0,1,1,0,0
1432000,47.397742099999995,8.5455934,488.105,0.0,0.0,0.0,0.0,1,1,0,0
1444000,47.397742099999995,8.5455934,488.105,0.0,0.0,0.0,0.0,1,1,0,0
1456000,47.397742099999995,8.5455934,488.105,0.0,0.0,0.0,0.0,1,1,0,0
1468000,47.397742099999995,8.5455934,488.105,0.0,0.0,0.0,0.0,1,1,0,0
1480000,47.397742099999995,8.5455934,488.105,0.0,0.0,0.0,0.0,1,1,0,0
1492000,47.397742099999995,8.5455934,488.105,0.0,0.0,0.0,0.0,1,1,0,0
1504000,47.397742099999995,8.5455934,488.105,0.0,0.0,0.0,0.0,1,1,0,0
1516000,47.397742099999995,8.5455934,488.105,0.0,0.0,0.0,0.0,1,1,0,0
1528000,47.397742099999995,8.5455934,488.105,0.0,0.0,0.0,0.0,1,1,0,0
1540000,47.397742099999995,8.5455934,488.105,0.0,0.0,0.0,0.0,1,1,0,0
1552000,47.397742099999995,8.5455934,488.105,0.0,0.0,0.0,0.0,1,1,0,0
1564000,47.397742099999995,8.5455934,488.105,0.0,0.0,0.0,0.0,1,1,0,0
1576000,47.397742099999995,8.5455934,488.105,0.0,0.0,0.0,0.0,1,1,0,0
1588000,47.397742099999995,8.5455934,488.105,0.0,0.0,0.0,0.0,1,1,0,0
1600000,47.397742099999995,8.5455934,488.105,0.0,0.0,0.0,0.0,1,1,0,0
1612000,47.397742,8.5455933,488.09802,0.0,0.0,0.0,0.0,1,1,0,0
1624000,47.397742,8.5455933,488.09802,0.0,0.0,0.0,0.0,1,1,0,0
1636000,47.397742,8.5455933,488.09802,0.0,0.0,0.0,0.0,1,1,0,0
1648000,47.397742,8.5455933,488.09802,0.0,0.0,0.0,0.0,1,1,0,0
1660000,47.397742,8.5455933,488.09802,0.0,0.0,0.0,0.0,1,1,0,0
1672000,47.397742,8.5455933,488.09802,0.0,0.0,0.0,0.0,1,1,0,0
1684000,47.397742,8.5455933,488.09802,0.0,0.0,0.0,0.0,1,1,0,0
1696000,47.397742,8.5455933,488.09802,0.0,0.0,0.0,0.0,1,1,0,0
1708000,47.397742,8.5455933,488.09802,0.0,0.0,0.0,0.0,1,1,0,0
1720000,47.397742,8.5455933,488.09802,0.0,0.0,0.0,0.0,1,1,0,0
1732000,47.397742,8.5455933,488.09802,0.0,0.0,0.0,0.0,1,1,0,0
1744000,47.397742,8.5455933,488.09802,0.0,0.0,0.0,0.0,1,1,0,0
1756000,47.397742,8.5455933,488.09802,0.0,0.0,0.0,0.0,1,1,0,0
1768000,47.397742,8.5455933,488.09802,0.0,0.0,0.0,0.0,1,1,0,0
1780000,47.397742,8.5455933,488.09802,0.0,0.0,0.0,0.0,1,1,0,0
1792000,47.397742,8.5455933,488.09802,0.0,0.0,0.0,0.0,1,1,0,0
1804000,47.397742,8.5455933,488.09802,0.0,0.0,0.0,0.0,1,1,0,0
1816000,47.397742,8.5455933,488.09802,0.0,0.0,0.0,0.0,1,1,0,0
1828000,47.397742,8.5455933,488.09802,0.0,0.0,0.0,0.0,1,1,0,0
1840000,47.397742,8.5455933,488.09802,0.0,0.0,0.0,0.0,1,1,0,0
1852000,47.397742,8.5455933,488.09802,0.0,0.0,0.0,0.0,1,1,0,0
1864000,47.397742,8.5455933,488.09802,0.0,0.0,0.0,0.0,1,1,0,0
1876000,47.397742,8.5455933,488.09802,0.0,0.0,0.0,0.0,1,1,0,0
1888000,47.397742,8.5455933,488.09802,0.0,0.0,0.0,0.0,1,1,0,0
1900000,47.397742,8.5455933,488.09802,0.0,0.0,0.0,0.0,1,1,0,0
1912000,47.397742,8.5455933,488.09802,0.0,0.0,0.0,0.0,1,1,0,0
1924000,47.397742,8.5455933,488.09802,0.0,0.0,0.0,0.0,1,1,0,0
1936000,47.397742,8.5455933,488.09802,0.0,0.0,0.0,0.0,1,1,0,0
1948000,47.397742,8.5455933,488.09802,0.0,0.0,0.0,0.0,1,1,0,0
1960000,47.397742,8.5455933,488.09802,0.0,0.0,0.0,0.0,1,1,0,0
1972000,47.397742,8.5455933,488.09802,0.0,0.0,0.0,0.0,1,1,0,0
1984000,47.397742,8.5455933,488.09802,0.0,0.0,0.0,0.0,1,1,0,0
1996000,47.397742,8.5455933,488.09802,0.0,0.0,0.0,0.0,1,1,0,0
2008000,47.397742099999995,8.5455934,488.101,0.0,0.0,0.0,0.0,1,1,0,0
2020000,47.397742099999995,8.5455934,488.101,0.0,0.0,0.0,0.0,1,1,0,0
2032000,47.397742099999995,8.5455934,488.101,0.0,0.0,0.0,0.0,1,1,0,0
2044000,47.397742099999995,8.5455934,488.101,0.0,0.0,0.0,0.0,1,1,0,0
2056000,47.397742099999995,8.5455934,488.101,0.0,0.0,0.0,0.0,1,1,0,0
2068000,47.397742099999995,8.5455934,488.101,0.0,0.0,0.0,0.0,1,1,0,0
2080000,47.397742099999995,8.5455934,488.101,0.0,0.0,0.0,0.0,1,1,0,0
2092000,47.397742099999995,8.5455934,488.101,0.0,0.0,0.0,0.0,1,1,0,0
2104000,47.397742099999995,8.5455934,488.101,0.0,0.0,0.0,0.0,1,1,0,0
2116000,47.397742099999995,8.5455934,488.101,0.0,0.0,0.0,0.0,1,1,0,0
2128000,47.397742099999995,8.5455934,488.101,0.0,0.0,0.0,0.0,1,1,0,0
