timestamp,last_instance_change,instance_changed_count,accel_device_id,baro_device_id,gyro_device_id,mag_device_id,combined_test_ratio[0],combined_test_ratio[1],combined_test_ratio[2],combined_test_ratio[3],combined_test_ratio[4],combined_test_ratio[5],combined_test_ratio[6],combined_test_ratio[7],combined_test_ratio[8],relative_test_ratio[0],relative_test_ratio[1],relative_test_ratio[2],relative_test_ratio[3],relative_test_ratio[4],relative_test_ratio[5],relative_test_ratio[6],relative_test_ratio[7],relative_test_ratio[8],accumulated_gyro_error[0],accumulated_gyro_error[1],accumulated_gyro_error[2],accumulated_gyro_error[3],accumulated_accel_error[0],accumulated_accel_error[1],accumulated_accel_error[2],accumulated_accel_error[3],primary_instance,instances_available,healthy[0],healthy[1],healthy[2],healthy[3],healthy[4],healthy[5],healthy[6],healthy[7],healthy[8],gyro_fault_detected,accel_fault_detected
12808000,720000,1,1310988,6620172,1310988,197388,0.018574819,nan,nan,nan,nan,nan,nan,nan,nan,0.0,nan,nan,nan,nan,nan,nan,nan,nan,0.0,nan,nan,nan,0.0,nan,nan,nan,0,1,1,0,0,0,0,0,0,0,0,0,0
13816000,720000,1,1310988,6620172,1310988,197388,0.022118539,nan,nan,nan,nan,nan,nan,nan,nan,0.0,nan,nan,nan,nan,nan,nan,nan,nan,0.0,nan,nan,nan,0.0,nan,nan,nan,0,1,1,0,0,0,0,0,0,0,0,0,0
14824000,720000,1,1310988,6620172,1310988,197388,0.022195563,nan,nan,nan,nan,nan,nan,nan,nan,0.0,nan,nan,nan,nan,nan,nan,nan,nan,0.0,nan,nan,nan,0.0,nan,nan,nan,0,1,1,0,0,0,0,0,0,0,0,0,0
15832000,720000,1,1310988,6620172,1310988,197388,0.016459143,nan,nan,nan,nan,nan,nan,nan,nan,0.0,nan,nan,nan,nan,nan,nan,nan,nan,0.0,nan,nan,nan,0.0,nan,nan,nan,0,1,1,0,0,0,0,0,0,0,0,0,0
16840000,720000,1,1310988,6620172,1310988,197388,0.013419801,nan,nan,nan,nan,nan,nan,nan,nan,0.0,nan,nan,nan,nan,nan,nan,nan,nan,0.0,nan,nan,nan,0.0,nan,nan,nan,0,1,1,0,0,0,0,0,0,0,0,0,0
17848000,720000,1,1310988,6620172,1310988,197388,0.018566027,nan,nan,nan,nan,nan,nan,nan,nan,0.0,nan,nan,nan,nan,nan,nan,nan,nan,0.0,nan,nan,nan,0.0,nan,nan,nan,0,1,1,0,0,0,0,0,0,0,0,0,0
18856000,720000,1,1310988,6620172,1310988,197388,0.013517162,nan,nan,nan,nan,nan,nan,nan,nan,0.0,nan,nan,nan,nan,nan,nan,nan,nan,0.0,nan,nan,nan,0.0,nan,nan,nan,0,1,1,0,0,0,0,0,0,0,0,0,0
19864000,720000,1,1310988,6620172,1310988,197388,0.010138627,nan,nan,nan,nan,nan,nan,nan,nan,0.0,nan,nan,nan,nan,nan,nan,nan,nan,0.0,nan,nan,nan,0.0,nan,nan,nan,0,1,1,0,0,0,0,0,0,0,0,0,0
20872000,720000,1,1310988,6620172,1310988,197388,0.010133045,nan,nan,nan,nan,nan,nan,nan,nan,0.0,nan,nan,nan,nan,nan,nan,nan,nan,0.0,nan,nan,nan,0.0,nan,nan,nan,0,1,1,0,0,0,0,0,0,0,0,0,0
21880000,720000,1,1310988,6620172,1310988,197388,0.011999066,nan,nan,nan,nan,nan,nan,nan,nan,0.0,nan,nan,nan,nan,nan,nan,nan,nan,0.0,nan,nan,nan,0.0,nan,nan,nan,0,1,1,0,0,0,0,0,0,0,0,0,0
22888000,720000,1,1310988,6620172,1310988,197388,0.013182045,nan,nan,nan,nan,nan,nan,nan,nan,0.0,nan,nan,nan,nan,nan,nan,nan,nan,0.0,nan,nan,nan,0.0,nan,nan,nan,0,1,1,0,0,0,0,0,0,0,0,0,0
23896000,720000,1,1310988,6620172,1310988,197388,0.011649815,nan,nan,nan,nan,nan,nan,nan,nan,0.0,nan,nan,nan,nan,nan,nan,nan,nan,0.0,nan,nan,nan,0.0,nan,nan,nan,0,1,1,0,0,0,0,0,0,0,0,0,0
24904000,720000,1,1310988,6620172,1310988,197388,0.0108103305,nan,nan,nan,nan,nan,nan,nan,nan,0.0,nan,nan,nan,nan,nan,nan,nan,nan,0.0,nan,nan,nan,0.0,nan,nan,nan,0,1,1,0,0,0,0,0,0,0,0,0,0
25912000,720000,1,1310988,6620172,1310988,197388,0.01126351,nan,nan,nan,nan,nan,nan,nan,nan,0.0,nan,nan,nan,nan,nan,nan,nan,nan,0.0,nan,nan,nan,0.0,nan,nan,nan,0,1,1,0,0,0,0,0,0,0,0,0,0
26920000,720000,1,1310988,6620172,1310988,197388,0.0154629005,nan,nan,nan,nan,nan,nan,nan,nan,0.0,nan,nan,nan,nan,nan,nan,nan,nan,0.0,nan,nan,nan,0.0,nan,nan,nan,0,1,1,0,0,0,0,0,0,0,0,0,0
27928000,720000,1,1310988,6620172,1310988,197388,0.02145014,nan,nan,nan,nan,nan,nan,nan,nan,0.0,nan,nan,nan,nan,nan,nan,nan,nan,0.0,nan,nan,nan,0.0,nan,nan,nan,0,1,1,0,0,0,0,0,0,0,0,0,0
28936000,720000,1,1310988,6620172,1310988,197388,0.017067447,nan,nan,nan,nan,nan,nan,nan,nan,0.0,nan,nan,nan,nan,nan,nan,nan,nan,0.0,nan,nan,nan,0.0,nan,nan,nan,0,1,1,0,0,0,0,0,0,0,0,0,0
29944000,720000,1,1310988,6620172,1310988,197388,0.01910399,nan,nan,nan,nan,nan,nan,nan,nan,0.0,nan,nan,nan,nan,nan,nan,nan,nan,0.0,nan,nan,nan,0.0,nan,nan,nan,0,1,1,0,0,0,0,0,0,0,0,0,0
30952000,720000,1,1310988,6620172,1310988,197388,0.02346041,nan,nan,nan,nan,nan,nan,nan,nan,0.0,nan,nan,nan,nan,nan,nan,nan,nan,0.0,nan,nan,nan,0.0,nan,nan,nan,0,1,1,0,0,0,0,0,0,0,0,0,0
31960000,720000,1,1310988,6620172,1310988,197388,0.020257462,nan,nan,nan,nan,nan,nan,nan,nan,0.0,nan,nan,nan,nan,nan,nan,nan,nan,0.0,nan,nan,nan,0.0,nan,nan,nan,0,1,1,0,0,0,0,0,0,0,0,0,0
32968000,720000,1,1310988,6620172,1310988,197388,0.018963872,nan,nan,nan,nan,nan,nan,nan,nan,0.0,nan,nan,nan,nan,nan,nan,nan,nan,0.0,nan,nan,nan,0.0,nan,nan,nan,0,1,1,0,0,0,0,0,0,0,0,0,0
33976000,720000,1,1310988,6620172,1310988,197388,0.019171532,nan,nan,nan,nan,nan,nan,nan,nan,0.0,nan,nan,nan,nan,nan,nan,nan,nan,0.0,nan,nan,nan,0.0,nan,nan,nan,0,1,1,0,0,0,0,0,0,0,0,0,0
34984000,720000,1,1310988,6620172,1310988,197388,0.020221744,nan,nan,nan,nan,nan,nan,nan,nan,0.0,nan,nan,nan,nan,nan,nan,nan,nan,0.0,nan,nan,nan,0.0,nan,nan,nan,0,1,1,0,0,0,0,0,0,0,0,0,0
35992000,720000,1,1310988,6620172,1310988,197388,0.021697784,nan,nan,nan,nan,nan,nan,nan,nan,0.0,nan,nan,nan,nan,nan,nan,nan,nan,0.0,nan,nan,nan,0.0,nan,nan,nan,0,1,1,0,0,0,0,0,0,0,0,0,0
37000000,720000,1,1310988,6620172,1310988,197388,0.0148551,nan,nan,nan,nan,nan,nan,nan,nan,0.0,nan,nan,nan,nan,nan,nan,nan,nan,0.0,nan,nan,nan,0.0,nan,nan,nan,0,1,1,0,0,0,0,0,0,0,0,0,0
38008000,720000,1,1310988,6620172,1310988,197388,0.016827207,nan,nan,nan,nan,nan,nan,nan,nan,0.0,nan,nan,nan,nan,nan,nan,nan,nan,0.0,nan,nan,nan,0.0,nan,nan,nan,0,1,1,0,0,0,0,0,0,0,0,0,0
39016000,720000,1,1310988,6620172,1310988,197388,0.028363362,nan,nan,nan,nan,nan,nan,nan,nan,0.0,nan,nan,nan,nan,nan,nan,nan,nan,0.0,nan,nan,nan,0.0,nan,nan,nan,0,1,1,0,0,0,0,0,0,0,0,0,0
40024000,720000,1,1310988,6620172,1310988,197388,0.016134594,nan,nan,nan,nan,nan,nan,nan,nan,0.0,nan,nan,nan,nan,nan,nan,nan,nan,0.0,nan,nan,nan,0.0,nan,nan,nan,0,1,1,0,0,0,0,0,0,0,0,0,0
41032000,720000,1,1310988,6620172,1310988,197388,0.0211844,nan,nan,nan,nan,nan,nan,nan,nan,0.0,nan,nan,nan,nan,nan,nan,nan,nan,0.0,nan,nan,nan,0.0,nan,nan,nan,0,1,1,0,0,0,0,0,0,0,0,0,0
42040000,720000,1,1310988,6620172,1310988,197388,0.020121614,nan,nan,nan,nan,nan,nan,nan,nan,0.0,nan,nan,nan,nan,nan,nan,nan,nan,0.0,nan,nan,nan,0.0,nan,nan,nan,0,1,1,0,0,0,0,0,0,0,0,0,0
43048000,720000,1,1310988,6620172,1310988,197388,0.024965815,nan,nan,nan,nan,nan,nan,nan,nan,0.0,nan,nan,nan,nan,nan,nan,nan,nan,0.0,nan,nan,nan,0.0,nan,nan,nan,0,1,1,0,0,0,0,0,0,0,0,0,0
44056000,720000,1,1310988,6620172,1310988,197388,0.03070188,nan,nan,nan,nan,nan,nan,nan,nan,0.0,nan,nan,nan,nan,nan,nan,nan,nan,0.0,nan,nan,nan,0.0,nan,nan,nan,0,1,1,0,0,0,0,0,0,0,0,0,0
45064000,720000,1,1310988,6620172,1310988,197388,0.02827203,nan,nan,nan,nan,nan,nan,nan,nan,0.0,nan,nan,nan,nan,nan,nan,nan,nan,0.0,nan,nan,nan,0.0,nan,nan,nan,0,1,1,0,0,0,0,0,0,0,0,0,0
46072000,720000,1,1310988,6620172,1310988,197388,0.024216058,nan,nan,nan,nan,nan,nan,nan,nan,0.0,nan,nan,nan,nan,nan,nan,nan,nan,0.0,nan,nan,nan,0.0,nan,nan,nan,0,1,1,0,0,0,0,0,0,0,0,0,0
47080000,720000,1,1310988,6620172,1310988,197388,0.019507851,nan,nan,nan,nan,nan,nan,nan,nan,0.0,nan,nan,nan,nan,nan,nan,nan,nan,0.0,nan,nan,nan,0.0,nan,nan,nan,0,1,1,0,0,0,0,0,0,0,0,0,0
48088000,720000,1,1310988,6620172,1310988,197388,0.026758762,nan,nan,nan,nan,nan,nan,nan,nan,0.0,nan,nan,nan,nan,nan,nan,nan,nan,0.0,nan,nan,nan,0.0,nan,nan,nan,0,1,1,0,0,0,0,0,0,0,0,0,0
49096000,720000,1,1310988,6620172,1310988,197388,0.021162447,nan,nan,nan,nan,nan,nan,nan,nan,0.0,nan,nan,nan,nan,nan,nan,nan,nan,0.0,nan,nan,nan,0.0,nan,nan,nan,0,1,1,0,0,0,0,0,0,0,0,0,0
50104000,720000,1,1310988,6620172,1310988,197388,0.01893312,nan,nan,nan,nan,nan,nan,nan,nan,0.0,nan,nan,nan,nan,nan,nan,nan,nan,0.0,nan,nan,nan,0.0,nan,nan,nan,0,1,1,0,0,0,0,0,0,0,0,0,0
51112000,720000,1,1310988,6620172,1310988,197388,0.017874854,nan,nan,nan,nan,nan,nan,nan,nan,0.0,nan,nan,nan,nan,nan,nan,nan,nan,0.0,nan,nan,nan,0.0,nan,nan,nan,0,1,1,0,0,0,0,0,0,0,0,0,0
52120000,720000,1,1310988,6620172,1310988,197388,0.016806845,nan,nan,nan,nan,nan,nan,nan,nan,0.0,nan,nan,nan,nan,nan,nan,nan,nan,0.0,nan,nan,nan,0.0,nan,nan,nan,0,1,1,0,0,0,0,0,0,0,0,0,0
53128000,720000,1,1310988,6620172,1310988,197388,0.017295063,nan,nan,nan,nan,nan,nan,nan,nan,0.0,nan,nan,nan,nan,nan,nan,nan,nan,0.0,nan,nan,nan,0.0,nan,nan,nan,0,1,1,0,0,0,0,0,0,0,0,0,0
54136000,720000,1,1310988,6620172,1310988,197388,0.016983617,nan,nan,nan,nan,nan,nan,nan,nan,0.0,nan,nan,nan,nan,nan,nan,nan,nan,0.0,nan,nan,nan,0.0,nan,nan,nan,0,1,1,0,0,0,0,0,0,0,0,0,0
55144000,720000,1,1310988,6620172,1310988,197388,0.025833014,nan,nan,nan,nan,nan,nan,nan,nan,0.0,nan,nan,nan,nan,nan,nan,nan,nan,0.0,nan,nan,nan,0.0,nan,nan,nan,0,1,1,0,0,0,0,0,0,0,0,0,0
56152000,720000,1,1310988,6620172,1310988,197388,0.018657856,nan,nan,nan,nan,nan,nan,nan,nan,0.0,nan,nan,nan,nan,nan,nan,nan,nan,0.0,nan,nan,nan,0.0,nan,nan,nan,0,1,1,0,0,0,0,0,0,0,0,0,0
57160000,720000,1,1310988,6620172,1310988,197388,0.017997906,nan,nan,nan,nan,nan,nan,nan,nan,0.0,nan,nan,nan,nan,nan,nan,nan,nan,0.0,nan,nan,nan,0.0,nan,nan,nan,0,1,1,0,0,0,0,0,0,0,0,0,0
58168000,720000,1,1310988,6620172,1310988,197388,0.018718014,nan,nan,nan,nan,nan,nan,nan,nan,0.0,nan,nan,nan,nan,nan,nan,nan,nan,0.0,nan,nan,nan,0.0,nan,nan,nan,0,1,1,0,0,0,0,0,0,0,0,0,0
59176000,720000,1,1310988,6620172,1310988,197388,0.016351981,nan,nan,nan,nan,nan,nan,nan,nan,0.0,nan,nan,nan,nan,nan,nan,nan,nan,0.0,nan,nan,nan,0.0,nan,nan,nan,0,1,1,0,0,0,0,0,0,0,0,0,0
60184000,720000,1,1310988,6620172,1310988,197388,0.019992158,nan,nan,nan,nan,nan,nan,nan,nan,0.0,nan,nan,nan,nan,nan,nan,nan,nan,0.0,nan,nan,nan,0.0,nan,nan,nan,0,1,1,0,0,0,0,0,0,0,0,0,0
61192000,720000,1,1310988,6620172,1310988,197388,0.012896344,nan,nan,nan,nan,nan,nan,nan,nan,0.0,nan,nan,nan,nan,nan,nan,nan,nan,0.0,nan,nan,nan,0.0,nan,nan,nan,0,1,1,0,0,0,0,0,0,0,0,0,0
62200000,720000,1,1310988,6620172,1310988,197388,0.0135836825,nan,nan,nan,nan,nan,nan,nan,nan,0.0,nan,nan,nan,nan,nan,nan,nan,nan,0.0,nan,nan,nan,0.0,nan,nan,nan,0,1,1,0,0,0,0,0,0,0,0,0,0
63208000,720000,1,1310988,6620172,1310988,197388,0.0164299,nan,nan,nan,nan,nan,nan,nan,nan,0.0,nan,nan,nan,nan,nan,nan,nan,nan,0.0,nan,nan,nan,0.0,nan,nan,nan,0,1,1,0,0,0,0,0,0,0,0,0,0
64216000,720000,1,1310988,6620172,1310988,197388,0.01626897,nan,nan,nan,nan,nan,nan,nan,nan,0.0,nan,nan,nan,nan,nan,nan,nan,nan,0.0,nan,nan,nan,0.0,nan,nan,nan,0,1,1,0,0,0,0,0,0,0,0,0,0
65224000,720000,1,1310988,6620172,1310988,197388,0.014643517,nan,nan,nan,nan,nan,nan,nan,nan,0.0,nan,nan,nan,nan,nan,nan,nan,nan,0.0,nan,nan,nan,0.0,nan,nan,nan,0,1,1,0,0,0,0,0,0,0,0,0,0
66232000,720000,1,1310988,6620172,1310988,197388,0.018640447,nan,nan,nan,nan,nan,nan,nan,nan,0.0,nan,nan,nan,nan,nan,nan,nan,nan,0.0,nan,nan,nan,0.0,nan,nan,nan,0,1,1,0,0,0,0,0,0,0,0,0,0
67240000,720000,1,1310988,6620172,1310988,197388,0.013542261,nan,nan,nan,nan,nan,nan,nan,nan,0.0,nan,nan,nan,nan,nan,nan,nan,nan,0.0,nan,nan,nan,0.0,nan,nan,nan,0,1,1,0,0,0,0,0,0,0,0,0,0
68248000,720000,1,1310988,6620172,1310988,197388,0.014512034,nan,nan,nan,nan,nan,nan,nan,nan,0.0,nan,nan,nan,nan,nan,nan,nan,nan,0.0,nan,nan,nan,0.0,nan,nan,nan,0,1,1,0,0,0,0,0,0,0,0,0,0
69256000,720000,1,1310988,6620172,1310988,197388,0.01341182,nan,nan,nan,nan,nan,nan,nan,nan,0.0,nan,nan,nan,nan,nan,nan,nan,nan,0.0,nan,nan,nan,0.0,nan,nan,nan,0,1,1,0,0,0,0,0,0,0,0,0,0
70264000,720000,1,1310988,6620172,1310988,197388,0.010759167,nan,nan,nan,nan,nan,nan,nan,nan,0.0,nan,nan,nan,nan,nan,nan,nan,nan,0.0,nan,nan,nan,0.0,nan,nan,nan,0,1,1,0,0,0,0,0,0,0,0,0,0
71272000,720000,1,1310988,6620172,1310988,197388,0.007133414,nan,nan,nan,nan,nan,nan,nan,nan,0.0,nan,nan,nan,nan,nan,nan,nan,nan,0.0,nan,nan,nan,0.0,nan,nan,nan,0,1,1,0,0,0,0,0,0,0,0,0,0
72280000,720000,1,1310988,6620172,1310988,197388,0.011862646,nan,nan,nan,nan,nan,nan,nan,nan,0.0,nan,nan,nan,nan,nan,nan,nan,nan,0.0,nan,nan,nan,0.0,nan,nan,nan,0,1,1,0,0,0,0,0,0,0,0,0,0
73288000,720000,1,1310988,6620172,1310988,197388,0.004912208,nan,nan,nan,nan,nan,nan,nan,nan,0.0,nan,nan,nan,nan,nan,nan,nan,nan,0.0,nan,nan,nan,0.0,nan,nan,nan,0,1,1,0,0,0,0,0,0,0,0,0,0
74296000,720000,1,1310988,6620172,1310988,197388,0.008616536,nan,nan,nan,nan,nan,nan,nan,nan,0.0,nan,nan,nan,nan,nan,nan,nan,nan,0.0,nan,nan,nan,0.0,nan,nan,nan,0,1,1,0,0,0,0,0,0,0,0,0,0
75304000,720000,1,1310988,6620172,1310988,197388,0.011272927,nan,nan,nan,nan,nan,nan,nan,nan,0.0,nan,nan,nan,nan,nan,nan,nan,nan,0.0,nan,nan,nan,0.0,nan,nan,nan,0,1,1,0,0,0,0,0,0,0,0,0,0
76312000,720000,1,1310988,6620172,1310988,197388,0.012031468,nan,nan,nan,nan,nan,nan,nan,nan,0.0,nan,nan,nan,nan,nan,nan,nan,nan,0.0,nan,nan,nan,0.0,nan,nan,nan,0,1,1,0,0,0,0,0,0,0,0,0,0
77320000,720000,1,1310988,6620172,1310988,197388,0.007290676,nan,nan,nan,nan,nan,nan,nan,nan,0.0,nan,nan,nan,nan,nan,nan,nan,nan,0.0,nan,nan,nan,0.0,nan,nan,nan,0,1,1,0,0,0,0,0,0,0,0,0,0
78328000,720000,1,1310988,6620172,1310988,197388,0.01015195,nan,nan,nan,nan,nan,nan,nan,nan,0.0,nan,nan,nan,nan,nan,nan,nan,nan,0.0,nan,nan,nan,0.0,nan,nan,nan,0,1,1,0,0,0,0,0,0,0,0,0,0
79336000,720000,1,1310988,6620172,1310988,197388,0.017335227,nan,nan,nan,nan,nan,nan,nan,nan,0.0,nan,nan,nan,nan,nan,nan,nan,nan,0.0,nan,nan,nan,0.0,nan,nan,nan,0,1,1,0,0,0,0,0,0,0,0,0,0
80344000,720000,1,1310988,6620172,1310988,197388,0.020332145,nan,nan,nan,nan,nan,nan,nan,nan,0.0,nan,nan,nan,nan,nan,nan,nan,nan,0.0,nan,nan,nan,0.0,nan,nan,nan,0,1,1,0,0,0,0,0,0,0,0,0,0
81352000,720000,1,1310988,6620172,1310988,197388,0.017834533,nan,nan,nan,nan,nan,nan,nan,nan,0.0,nan,nan,nan,nan,nan,nan,nan,nan,0.0,nan,nan,nan,0.0,nan,nan,nan,0,1,1,0,0,0,0,0,0,0,0,0,0
82360000,720000,1,1310988,6620172,1310988,197388,0.022782642,nan,nan,nan,nan,nan,nan,nan,nan,0.0,nan,nan,nan,nan,nan,nan,nan,nan,0.0,nan,nan,nan,0.0,nan,nan,nan,0,1,1,0,0,0,0,0,0,0,0,0,0
83368000,720000,1,1310988,6620172,1310988,197388,0.0073462115,nan,nan,nan,nan,nan,nan,nan,nan,0.0,nan,nan,nan,nan,nan,nan,nan,nan,0.0,nan,nan,nan,0.0,nan,nan,nan,0,1,1,0,0,0,0,0,0,0,0,0,0
84376000,720000,1,1310988,6620172,1310988,197388,0.0076674353,nan,nan,nan,nan,nan,nan,nan,nan,0.0,nan,nan,nan,nan,nan,nan,nan,nan,0.0,nan,nan,nan,0.0,nan,nan,nan,0,1,1,0,0,0,0,0,0,0,0,0,0
85384000,720000,1,1310988,6620172,1310988,197388,0.013545829,nan,nan,nan,nan,nan,nan,nan,nan,0.0,nan,nan,nan,nan,nan,nan,nan,nan,0.0,nan,nan,nan,0.0,nan,nan,nan,0,1,1,0,0,0,0,0,0,0,0,0,0
86392000,720000,1,1310988,6620172,1310988,197388,0.014301704,nan,nan,nan,nan,nan,nan,nan,nan,0.0,nan,nan,nan,nan,nan,nan,nan,nan,0.0,nan,nan,nan,0.0,nan,nan,nan,0,1,1,0,0,0,0,0,0,0,0,0,0
87400000,720000,1,1310988,6620172,1310988,197388,0.019938912,nan,nan,nan,nan,nan,nan,nan,nan,0.0,nan,nan,nan,nan,nan,nan,nan,nan,0.0,nan,nan,nan,0.0,nan,nan,nan,0,1,1,0,0,0,0,0,0,0,0,0,0
88408000,720000,1,1310988,6620172,1310988,197388,0.013041308,nan,nan,nan,nan,nan,nan,nan,nan,0.0,nan,nan,nan,nan,nan,nan,nan,nan,0.0,nan,nan,nan,0.0,nan,nan,nan,0,1,1,0,0,0,0,0,0,0,0,0,0
89416000,720000,1,1310988,6620172,1310988,197388,0.01710748,nan,nan,nan,nan,nan,nan,nan,nan,0.0,nan,nan,nan,nan,nan,nan,nan,nan,0.0,nan,nan,nan,0.0,nan,nan,nan,0,1,1,0,0,0,0,0,0,0,0,0,0
90424000,720000,1,1310988,6620172,1310988,197388,0.011537211,nan,nan,nan,nan,nan,nan,nan,nan,0.0,nan,nan,nan,nan,nan,nan,nan,nan,0.0,nan,nan,nan,0.0,nan,nan,nan,0,1,1,0,0,0,0,0,0,0,0,0,0
91432000,720000,1,1310988,6620172,1310988,197388,0.018726487,nan,nan,nan,nan,nan,nan,nan,nan,0.0,nan,nan,nan,nan,nan,nan,nan,nan,0.0,nan,nan,nan,0.0,nan,nan,nan,0,1,1,0,0,0,0,0,0,0,0,0,0
92440000,720000,1,1310988,6620172,1310988,197388,0.014119124,nan,nan,nan,nan,nan,nan,nan,nan,0.0,nan,nan,nan,nan,nan,nan,nan,nan,0.0,nan,nan,nan,0.0,nan,nan,nan,0,1,1,0,0,0,0,0,0,0,0,0,0
93448000,720000,1,1310988,6620172,1310988,197388,0.013430849,nan,nan,nan,nan,nan,nan,nan,nan,0.0,nan,nan,nan,nan,nan,nan,nan,nan,0.0,nan,nan,nan,0.0,nan,nan,nan,0,1,1,0,0,0,0,0,0,0,0,0,0
94456000,720000,1,1310988,6620172,1310988,197388,0.015971806,nan,nan,nan,nan,nan,nan,nan,nan,0.0,nan,nan,nan,nan,nan,nan,nan,nan,0.0,nan,nan,nan,0.0,nan,nan,nan,0,1,1,0,0,0,0,0,0,0,0,0,0
95464000,720000,1,1310988,6620172,1310988,197388,0.021509916,nan,nan,nan,nan,nan,nan,nan,nan,0.0,nan,nan,nan,nan,nan,nan,nan,nan,0.0,nan,nan,nan,0.0,nan,nan,nan,0,1,1,0,0,0,0,0,0,0,0,0,0
96472000,720000,1,1310988,6620172,1310988,197388,0.017387878,nan,nan,nan,nan,nan,nan,nan,nan,0.0,nan,nan,nan,nan,nan,nan,nan,nan,0.0,nan,nan,nan,0.0,nan,nan,nan,0,1,1,0,0,0,0,0,0,0,0,0,0
97480000,720000,1,1310988,6620172,1310988,197388,0.00850077,nan,nan,nan,nan,nan,nan,nan,nan,0.0,nan,nan,nan,nan,nan,nan,nan,nan,0.0,nan,nan,nan,0.0,nan,nan,nan,0,1,1,0,0,0,0,0,0,0,0,0,0
98488000,720000,1,1310988,6620172,1310988,197388,0.009547057,nan,nan,nan,nan,nan,nan,nan,nan,0.0,nan,nan,nan,nan,nan,nan,nan,nan,0.0,nan,nan,nan,0.0,nan,nan,nan,0,1,1,0,0,0,0,0,0,0,0,0,0
