timestamp,gyro_rad[0],gyro_rad[1],gyro_rad[2],gyro_integral_dt,accelerometer_timestamp_relative,accelerometer_m_s2[0],accelerometer_m_s2[1],accelerometer_m_s2[2],accelerometer_integral_dt,accelerometer_clipping,gyro_clipping,accel_calibration_count,gyro_calibration_count
460000,1.0638643e-09,-0.0066579035,0.0015978948,4000,0,-0.34380165,-0.1096881,-10.001537,4000,0,0,1,1
464000,-0.0005326317,-0.007723168,0.0015978955,4000,0,-0.3653495,-0.1108852,-9.999143,4000,0,0,1,1
468000,-0.0010652608,-0.008255802,0.00026631475,4000,0,-0.3689408,-0.102505475,-10.003931,4000,0,0,1,1
472000,-0.0018642108,-0.007989485,-0.00053263473,4000,0,-0.37732047,-0.10609678,-10.007522,4000,0,0,1,1
476000,-0.0015978959,-0.0066579026,-0.0007989487,4000,0,-0.39767122,-0.11327941,-9.989567,4000,0,0,1,1
480000,-0.00079894805,-0.0053263223,-0.00079894747,4000,0,-0.38570017,-0.1168707,-9.971609,4000,0,0,1,1
484000,0.00026631466,-0.0055926396,1.8646287e-09,4000,0,-0.3545756,-0.13482721,-9.981186,4000,0,0,1,1
488000,0.0007989479,-0.0055926396,0.00026631705,4000,0,-0.34859002,-0.13003883,-9.989567,4000,0,0,1,1
492000,-0.00026631626,-0.004527375,0.00026631434,4000,0,-0.34859002,-0.10849102,-9.982384,4000,0,0,1,1
496000,-0.0010652648,-0.0026631611,0.00026631475,4000,0,-0.359364,-0.10729388,-9.982384,4000,0,0,1,1
500000,-0.0007989478,-0.0034621097,-0.00026631568,4000,0,-0.37492627,-0.10849099,-9.974005,4000,0,0,1,1
504000,-0.00026631705,-0.006924219,0.00026631757,4000,0,-0.3737292,-0.10489968,-9.960835,4000,0,0,1,1
508000,-2.3405016e-09,-0.008255801,0.0013315812,4000,0,-0.3653495,-0.101308376,-9.970412,4000,0,0,1,1
516000,1.7258245e-09,-0.006924219,0.0013315801,4000,0,-0.34739292,-0.08454898,-9.999144,4000,0,0,1,1
520000,-0.000266311,-0.007456852,-0.0007989492,4000,0,-0.34859002,-0.07976056,-9.990763,4000,0,0,1,1
524000,0.0010652636,-0.006391588,-0.00026631303,4000,0,-0.3545756,-0.08814027,-9.977594,4000,0,0,1,1
528000,0.0013315802,-0.0063915877,4.5584e-10,4000,0,-0.3665466,-0.09173159,-9.988368,4000,0,0,1,1
532000,-0.0005326278,-0.007456851,-0.0021305338,4000,0,-0.3581669,-0.09053448,-9.996749,4000,0,0,1,1
536000,-0.001065264,-0.005592639,-0.0018642147,4000,0,-0.3653495,-0.10609678,-9.995552,4000,0,0,1,1
544000,-0.002130529,-0.0031957938,-0.0007989499,4000,0,-0.38689727,-0.14200981,-10.003931,4000,0,0,1,1
548000,-0.0023968455,-0.0053263223,-0.00079894735,4000,0,-0.371335,-0.13003881,-9.981186,4000,0,0,1,1
552000,-0.000798949,-0.0071905362,-0.00079894427,4000,0,-0.35218132,-0.1240533,-9.969214,4000,0,0,1,1
560000,0.0015978984,-0.006391589,-0.0034621062,4000,0,-0.3569698,-0.095322885,-9.978791,4000,0,0,1,1
564000,0.0029294733,-0.0069242213,-0.0018642105,4000,0,-0.3617582,-0.101308376,-10.013508,4000,0,0,1,1
568000,0.0005326307,-0.0063915867,-0.0010652698,4000,0,-0.3725321,-0.1096881,-10.021889,4000,0,0,1,1
576000,-0.0010652645,-0.0053263223,-0.0013315805,4000,0,-0.3569698,-0.100111276,-10.005129,4000,0,0,1,1
580000,-0.0023968439,-0.0047936896,-0.0018642156,4000,0,-0.38450307,-0.1096881,-9.981186,4000,0,0,1,1
584000,-0.003994742,-0.005592639,-0.0023968471,4000,0,-0.38929152,-0.1168707,-9.976398,4000,0,0,1,1
588000,-0.0034621118,-0.0066579026,-0.0015978947,4000,0,-0.3701379,-0.120462,-9.979989,4000,0,0,1,1
592000,-0.001597898,-0.006391588,-0.0010652608,4000,0,-0.3725321,-0.1192649,-9.956047,4000,0,0,1,1
596000,-0.0010652655,-0.0053263223,-0.0005326319,4000,0,-0.40006542,-0.11447651,-9.944077,4000,0,0,1,1
600000,-0.0010652638,-0.0053263223,-0.0010652648,4000,0,-0.4048538,-0.11327941,-9.954851,4000,0,0,1,1
604000,0.0013315807,-0.0063915886,-0.001331576,4000,0,-0.38689727,-0.13363011,-9.957245,4000,0,0,1,1
608000,0.001331579,-0.007723168,-0.00079894916,4000,0,-0.37851757,-0.14799534,-9.974005,4000,0,0,1,1
612000,-0.0007989458,-0.0082558,-0.0018642189,4000,0,-0.39407992,-0.14440402,-9.994354,4000,0,0,1,1
616000,-0.0005326334,-0.007723167,-0.0013315803,4000,0,-0.39527702,-0.1408127,-9.977595,4000,0,0,1,1
620000,-0.00026631565,-0.006657903,-0.0013315803,4000,0,-0.3641524,-0.13243301,-9.96323,4000,0,0,1,1
628000,-0.0050600083,-0.0037284219,-0.0005326379,4000,0,-0.34380165,-0.13602431,-9.975201,4000,0,0,1,1
632000,-0.0031957964,-0.0034621067,0.0015978987,4000,0,-0.3581669,-0.11447651,-9.977595,4000,0,0,1,1
636000,-0.0013315793,-0.0039947424,0.000532635,4000,0,-0.35218135,-0.10489968,-9.995552,4000,0,0,1,1
640000,-0.0021305264,-0.005060007,-0.0013315813,4000,0,-0.3545756,-0.10370259,-9.991961,4000,0,0,1,1
644000,-0.0010652619,-0.006125273,-0.003195791,4000,0,-0.37732047,-0.096519984,-9.970412,4000,0,0,1,1
648000,-0.00026631416,-0.004793691,-0.0034621088,4000,0,-0.3737292,-0.08814027,-9.969214,4000,0,0,1,1
652000,-0.00026631792,-0.002663161,-0.0007989487,4000,0,-0.35457557,-0.09053448,-9.970413,4000,0,0,1,1
656000,-1.7021828e-09,-0.003728426,0.00079894875,4000,0,-0.34380165,-0.102505475,-9.971609,4000,0,0,1,1
660000,2.3168603e-09,-0.007456852,-0.0002663163,4000,0,-0.34140745,-0.09173159,-9.989566,4000,0,0,1,1
664000,-0.00053263106,-0.00905475,-0.0007989499,4000,0,-0.34619585,-0.08095767,-9.993158,4000,0,0,1,1
668000,-0.0015978984,-0.0085221175,-0.0002663196,4000,0,-0.34978715,-0.10011129,-9.987172,4000,0,0,1,1
672000,-0.001864215,-0.007723168,0.00053263095,4000,0,-0.3569698,-0.10849102,-9.966822,4000,0,0,1,1
676000,-0.0015979011,-0.0063915867,0.0021305291,4000,0,-0.3725321,-0.11208232,-9.954851,4000,0,0,1,1
680000,-0.0013315828,-0.007456851,0.0034621104,4000,0,-0.39407992,-0.1192649,-9.978791,4000,0,0,1,1
684000,0.0002663203,-0.008788432,0.0023968497,4000,0,-0.39647412,-0.10250549,-9.983582,4000,0,0,1,1
688000,0.0018642201,-0.00612527,-0.0007989436,4000,0,-0.3641524,-0.08933737,-9.983582,4000,0,0,1,1
692000,0.00106527,-0.004261057,-0.0031957943,4000,0,-0.3545756,-0.08814027,-10.001537,4000,0,0,1,1
696000,-0.0007989504,-0.0061252695,-0.0031957973,4000,0,-0.3725321,-0.08814027,-9.993158,4000,0,0,1,1
704000,-0.0015979006,-0.008522117,-0.00026631675,4000,0,-0.3641524,-0.09771707,-9.978791,4000,0,0,1,1
708000,-0.0021305291,-0.0063915877,-0.0002663189,4000,0,-0.37851757,-0.1168707,-9.990763,4000,0,0,1,1
712000,-0.0010652646,-0.00479369,-0.00026631512,4000,0,-0.4048538,-0.14320692,-9.974005,4000,0,0,1,1
716000,-0.0007989508,-0.0069242185,0.0010652656,4000,0,-0.407248,-0.13243301,-9.968019,4000,0,0,1,1
720000,-0.0018642176,-0.007989485,0.003195791,4000,0,-0.38809443,-0.100111276,-9.996749,4000,0,0,1,1
724000,-0.00026631783,-0.0063915853,0.003195797,4000,0,-0.38450307,-0.095322885,-10.006326,4000,0,0,1,1
728000,0.0026631614,-0.003994739,0.001864219,4000,0,-0.38689727,-0.11208232,-9.988368,4000,0,0,1,1
732000,0.002396845,-0.0018642122,0.00079894986,4000,0,-0.3689408,-0.1228562,-9.985975,4000,0,0,1,1
736000,0.0005326332,-0.0018642122,-0.0007989497,4000,0,-0.359364,-0.115673594,-9.983582,4000,0,0,1,1
744000,0.00026631515,-0.005060006,-0.00026631678,4000,0,-0.3557727,-0.08454898,-9.958441,4000,0,0,1,1
752000,-0.0018642136,-0.0058589554,-0.00026631646,4000,0,-0.3677437,-0.1168707,-9.978791,4000,0,0,1,1
756000,-0.0002663178,-0.0071905353,0.00053263607,4000,0,-0.3653495,-0.1168707,-9.996749,4000,0,0,1,1
760000,-0.0015978994,-0.007989485,0.0015978938,4000,0,-0.3617582,-0.120462,-10.001537,4000,0,0,1,1
764000,-0.0037284286,-0.007723168,0.002663155,4000,0,-0.3689408,-0.14200981,-9.997945,4000,0,0,1,1
768000,-0.0023968457,-0.0061252704,0.0023968467,4000,0,-0.3653495,-0.14320692,-9.981186,4000,0,0,1,1
772000,-0.00026631402,-0.0039947424,0.00053263496,4000,0,-0.371335,-0.1180678,-9.975201,4000,0,0,1,1
776000,0.00079894724,-0.0029294775,0.001331582,4000,0,-0.38091177,-0.10849102,-9.976398,4000,0,0,1,1
784000,-0.00026631344,-0.0037284265,0.001065264,4000,0,-0.35218132,-0.11208232,-10.002735,4000,0,0,1,1
792000,-0.0002663152,-0.004527375,-0.0010652653,4000,0,-0.39407992,-0.120462,-9.987171,4000,0,0,1,1
796000,-0.00053263153,-0.0058589554,-0.0018642134,4000,0,-0.38689727,-0.1264475,-9.989566,4000,0,0,1,1
800000,-0.0010652648,-0.0069242185,-0.0021305305,4000,0,-0.3545756,-0.10609678,-10.0003395,4000,0,0,1,1
804000,-0.0010652642,-0.0037284258,-0.0013315819,4000,0,-0.34499875,-0.07497218,-9.966822,4000,0,0,1,1
808000,-0.00053263275,-0.0015978968,-0.0002663163,4000,0,-0.34260455,-0.08814027,-9.9524555,4000,0,0,1,1
816000,-0.0010652648,-0.0053263223,-0.00026631574,4000,0,-0.34021035,-0.10609678,-9.993158,4000,0,0,1,1
820000,-0.0002663169,-0.0034621092,0.00026631684,4000,0,-0.33661908,-0.09292869,-9.988368,4000,0,0,1,1
824000,0.0002663152,-0.0034621092,0.0010652652,4000,0,-0.33781615,-0.09771707,-9.989567,4000,0,0,1,1
828000,0.001331582,-0.006391587,0.00079894933,4000,0,-0.359364,-0.10609678,-9.988368,4000,0,0,1,1
832000,0.0037284296,-0.007723166,-0.0007989441,4000,0,-0.3677437,-0.12884171,-9.971609,4000,0,0,1,1
836000,0.005326324,-0.0066579026,-0.0013315754,4000,0,-0.35218132,-0.14679824,-9.971609,4000,0,0,1,1
840000,0.0034621092,-0.005060006,-0.00079894986,4000,0,-0.34499875,-0.13363011,-9.979989,4000,0,0,1,1
844000,0.0010652647,-0.0031957936,-0.00053263427,4000,0,-0.33542195,-0.1276446,-9.981186,4000,0,0,1,1
848000,0.0007989478,-0.003195794,-3.3947434e-10,4000,0,-0.31985965,-0.1216591,-9.978791,4000,0,0,1,1
852000,0.0005326311,-0.0053263227,0.0010652638,4000,0,-0.33422485,-0.11208232,-9.972807,4000,0,0,1,1
856000,1.8913159e-10,-0.004527375,0.0007989475,4000,0,-0.3581669,-0.13602431,-9.969214,4000,0,0,1,1
864000,-0.0018642127,-0.0029294775,-0.0015978977,4000,0,-0.4048538,-0.12884171,-9.993158,4000,0,0,1,1
868000,-0.0031957962,-0.0061252704,-0.0010652641,4000,0,-0.38091177,-0.10489968,-9.997945,4000,0,0,1,1
872000,-0.002130533,-0.0066579008,0.0007989511,4000,0,-0.33901325,-0.100111276,-9.999144,4000,0,0,1,1
876000,-8.676405e-09,-0.0029294747,0.004261061,4000,0,-0.33183065,-0.11088522,-9.987172,4000,0,0,1,1
880000,0.0005326292,-0.0013315801,0.0050600064,4000,0,-0.34140745,-0.09771707,-9.970413,4000,0,0,1,1
884000,0.001065269,-0.002929476,0.0013315806,4000,0,-0.35218132,-0.08095766,-9.97999,4000,0,0,1,1
888000,0.00079895137,-0.0047936896,-0.00079894945,4000,0,-0.34739292,-0.101308376,-9.991961,4000,0,0,1,1
892000,-3.688063e-09,-0.005858956,0.001331579,4000,0,-0.32345095,-0.120462,-9.996749,4000,0,0,1,1
896000,0.0005326286,-0.005858955,0.003195795,4000,0,-0.33183065,-0.10489968,-9.996749,4000,0,0,1,1
904000,-0.0023968418,-0.004793691,-0.00053263706,4000,0,-0.3641524,-0.1228562,-9.97999,4000,0,0,1,1
912000,-0.0015978971,-0.006391588,-0.0005326281,4000,0,-0.3689408,-0.1396156,-9.978791,4000,0,0,1,1
916000,0.0002663122,-0.006125271,0.0013315845,4000,0,-0.359364,-0.1264475,-9.958441,4000,0,0,1,1
920000,-4.7519277e-09,-0.003994743,0.0031957934,4000,0,-0.34859002,-0.09891417,-9.936893,4000,0,0,1,1
928000,-0.00053263083,-0.0018642135,-0.0005326323,4000,0,-0.38091177,-0.101308376,-9.957245,4000,0,0,1,1
932000,-0.0018642127,-0.004527375,-0.0018642135,4000,0,-0.3677437,-0.103702575,-9.965624,4000,0,0,1,1
936000,-0.0015978994,-0.0050600055,-0.00053263165,4000,0,-0.35218135,-0.09053448,-9.978791,4000,0,0,1,1
940000,-0.00026631757,-0.0053263223,0.00026631847,4000,0,-0.34739292,-0.09771707,-9.995552,4000,0,0,1,1
944000,0.00053263607,-0.0053263223,-0.0018642118,4000,0,-0.34619585,-0.1192649,-10.015902,4000,0,0,1,1
948000,1.4421265e-09,-0.0045273746,-0.0023968462,4000,0,-0.35098422,-0.12884171,-10.023085,4000,0,0,1,1
952000,-0.00026631812,-0.0039947424,-0.0007989489,4000,0,-0.33901325,-0.13123591,-10.006325,4000,0,0,1,1
956000,0.0013315807,-0.00346211,-0.0007989464,4000,0,-0.32584515,-0.14919244,-9.983582,4000,0,0,1,1
960000,0.0015978968,-0.0039947424,-0.00079894846,4000,0,-0.33661908,-0.16236052,-9.969214,4000,0,0,1,1
964000,0.0018642116,-0.0050600064,-3.010865e-10,4000,0,-0.35218132,-0.1372214,-9.975201,4000,0,0,1,1
968000,0.002130529,-0.00479369,0.00026631667,4000,0,-0.3725321,-0.11208232,-9.983582,4000,0,0,1,1
972000,0.0010652633,-0.0047936905,0.0010652627,4000,0,-0.37851757,-0.11447651,-9.982384,4000,0,0,1,1
976000,-0.00079894694,-0.004261059,-2.8640579e-09,4000,0,-0.38330597,-0.1192649,-10.012312,4000,0,0,1,1
980000,-0.0026631607,-0.0039947424,-0.00053263514,4000,0,-0.4012625,-0.11447651,-10.030268,4000,0,0,1,1
984000,-0.0018642165,-0.0061252695,0.0018642158,4000,0,-0.39407992,-0.100111276,-9.989566,4000,0,0,1,1
988000,-0.00053263374,-0.006391586,0.0026631642,4000,0,-0.39168572,-0.096519984,-9.978791,4000,0,0,1,1
992000,-0.00053263525,-0.005060006,0.0034621092,4000,0,-0.39767122,-0.120462,-10.011114,4000,0,0,1,1
996000,-0.0018642168,-0.0037284275,0.0047936877,4000,0,-0.37851757,-0.13003881,-10.006326,4000,0,0,1,1
1004000,-0.001597896,-0.0021305284,0.0031957948,4000,0,-0.3617582,-0.1192649,-9.985975,4000,0,0,1,1
1008000,0.0005326351,-0.0029294768,0.00053263415,4000,0,-0.35218132,-0.1120823,-10.003931,4000,0,0,1,1
1012000,0.0023968474,-0.0037284254,-0.0013315792,4000,0,-0.34739292,-0.09173159,-10.002735,4000,0,0,1,1
1016000,0.0029294759,-0.0055926405,-0.0005326332,4000,0,-0.3617582,-0.096519984,-9.983582,4000,0,0,1,1
1020000,0.0023968432,-0.0071905367,0.0002663135,4000,0,-0.3737292,-0.09292869,-9.968019,4000,0,0,1,1
1024000,0.001065264,-0.006391588,0.00053262967,4000,0,-0.371335,-0.077366374,-9.964428,4000,0,0,1,1
1028000,-0.0007989498,-0.0053263227,0.0010652608,4000,0,-0.3665466,-0.09891417,-9.974005,4000,0,0,1,1
1032000,-0.0018642143,-0.0055926396,0.001864211,4000,0,-0.3545756,-0.115673594,-9.981186,4000,0,0,1,1
1036000,-0.0005326345,-0.0053263213,0.00292948,4000,0,-0.35218132,-0.09412579,-9.976398,4000,0,0,1,1
1040000,0.0013315781,-0.0050600036,0.004261062,4000,0,-0.3629553,-0.08095766,-9.985975,4000,0,0,1,1
1044000,0.0007989526,-0.0061252713,0.0026631602,4000,0,-0.3545756,-0.104899675,-9.996748,4000,0,0,1,1
1048000,0.00026632374,-0.006125271,-0.0010652657,4000,0,-0.33661908,-0.13602431,-9.985975,4000,0,0,1,1
1056000,-0.00079894956,-0.00612527,-0.00292948,4000,0,-0.34021035,-0.115673594,-9.982384,4000,0,0,1,1
1060000,-0.0023968488,-0.0050600036,-0.0007989521,4000,0,-0.33302775,-0.13602431,-9.976398,4000,0,0,1,1
1064000,-0.0010652647,-0.003195794,-0.0005326316,4000,0,-0.31267703,-0.14799534,-9.983582,4000,0,0,1,1
1068000,0.0007989499,-0.002663162,-0.0018642112,4000,0,-0.33422485,-0.12884171,-9.969214,4000,0,0,1,1
1072000,0.0005326304,-0.004527375,-0.0010652655,4000,0,-0.3605611,-0.107293904,-9.956047,4000,0,0,1,1
1076000,0.0005326298,-0.007190536,-5.9832705e-10,4000,0,-0.3617582,-0.10011129,-9.979989,4000,0,0,1,1
1080000,0.001864213,-0.005592639,3.37768e-09,4000,0,-0.3629553,-0.09771707,-9.979989,4000,0,0,1,1
1088000,-0.0013315803,-0.0061252704,-0.0015979016,4000,0,-0.3533785,-0.1168707,-9.982384,4000,0,0,1,1
1092000,-0.00079895003,-0.0061252713,-0.00079894747,4000,0,-0.3605611,-0.1396156,-10.019493,4000,0,0,1,1
1096000,0.0021305284,-0.0050600064,-0.00026631053,4000,0,-0.38210887,-0.1587692,-10.003931,4000,0,0,1,1
1100000,0.0021305308,-0.0042610583,-0.0010652642,4000,0,-0.4012625,-0.1551779,-9.977594,4000,0,0,1,1
1108000,-0.00079894986,-0.0042610583,-0.00053263386,4000,0,-0.38330597,-0.13602431,-9.989566,4000,0,0,1,1
1112000,-0.001331581,-0.006657903,-0.0005326326,4000,0,-0.4048538,-0.13003881,-9.999143,4000,0,0,1,1
1116000,0.00026631908,-0.006657904,-0.0018642095,4000,0,-0.41323346,-0.10968812,-9.991961,4000,0,0,1,1
1120000,0.0010652659,-0.0045273756,-0.0018642112,4000,0,-0.38689727,-0.09053448,-9.977594,4000,0,0,1,1
1128000,-0.00026631702,-0.0021305294,0.0013315803,4000,0,-0.3653495,-0.12525038,-9.960835,4000,0,0,1,1
1132000,9.692984e-10,-0.0034621095,0.0007989487,4000,0,-0.3569698,-0.1384185,-9.957245,4000,0,0,1,1
1136000,0.0005326328,-0.0042610588,0.0005326328,4000,0,-0.34978712,-0.09891417,-9.975201,4000,0,0,1,1
1140000,0.00079894986,-0.0061252713,-0.00026631623,4000,0,-0.34619585,-0.09053448,-9.972807,4000,0,0,1,1
1144000,-0.00079894654,-0.008788433,-0.0013315849,4000,0,-0.34859002,-0.1180678,-9.971609,4000,0,0,1,1
1148000,-0.0021305312,-0.008522117,-0.0005326364,4000,0,-0.3737292,-0.1192649,-9.981186,4000,0,0,1,1
1152000,-0.0010652678,-0.0055926386,0.00079894933,4000,0,-0.39527702,-0.11208232,-9.975201,4000,0,0,1,1
1156000,0.0002663136,-0.0034621092,0.0018642144,4000,0,-0.38091177,-0.1180678,-9.97999,4000,0,0,1,1
1160000,-1.1111471e-09,-0.0026631614,0.0023968448,4000,0,-0.35218135,-0.1276446,-9.975201,4000,0,0,1,1
1164000,-0.00026631472,-0.0023968453,0.00053263205,4000,0,-0.34859002,-0.13123591,-9.945274,4000,0,0,1,1
1168000,0.00026631763,-0.00479369,-0.0007989478,4000,0,-0.3677437,-0.120462,-9.941682,4000,0,0,1,1
1176000,-9.2201574e-10,-0.009321064,-0.00026631716,4000,0,-0.33661908,-0.1264475,-9.978791,4000,0,0,1,1
1180000,-0.00053263374,-0.007456852,0.00026631437,4000,0,-0.34499875,-0.1192649,-9.976398,4000,0,0,1,1
1184000,-0.0021305266,-0.005858956,-0.00079895277,4000,0,-0.3689408,-0.10729388,-9.96323,4000,0,0,1,1
1188000,-0.0026631586,-0.004793691,-0.0021305312,4000,0,-0.3677437,-0.1168707,-9.96323,4000,0,0,1,1
1192000,-0.0013315806,-0.0042610597,-0.0018642114,4000,0,-0.3545756,-0.1228562,-9.975201,4000,0,0,1,1
1196000,-0.0010652657,-0.00692422,-0.002130528,4000,0,-0.34619585,-0.1168707,-9.989567,4000,0,0,1,1
1200000,-0.0021305336,-0.009054749,-0.00079895026,4000,0,-0.34978712,-0.1372214,-9.976398,4000,0,0,1,1
1204000,-0.0021305354,-0.009054748,0.0013315805,4000,0,-0.359364,-0.1420098,-9.971609,4000,0,0,1,1
1208000,-0.0010652622,-0.008788434,0.00053263514,4000,0,-0.35457557,-0.1096881,-9.997945,4000,0,0,1,1
1212000,-0.0005326302,-0.007723168,-0.00026631512,4000,0,-0.33542195,-0.10370259,-9.996748,4000,0,0,1,1
1216000,-0.00026631608,-0.006657903,-0.00026631576,4000,0,-0.32943645,-0.1240533,-9.989566,4000,0,0,1,1
1224000,-0.0023968488,-0.006391587,0.0013315759,4000,0,-0.35457557,-0.1216591,-9.953653,4000,0,0,1,1
1228000,-0.004527377,-0.006125272,0.0021305243,4000,0,-0.3629553,-0.101308376,-9.964428,4000,0,0,1,1
1232000,-0.0029294756,-0.005060007,0.0007989499,4000,0,-0.3701379,-0.08574608,-9.970413,4000,0,0,1,1
1236000,-0.0005326331,-0.0053263213,0.001331585,4000,0,-0.38210887,-0.08095766,-9.97999,4000,0,0,1,1
1240000,0.0013315796,-0.007989484,0.002663165,4000,0,-0.37732047,-0.072577946,-10.005129,4000,0,0,1,1
1248000,0.0026631576,-0.0071905376,0.0037284254,4000,0,-0.34978715,-0.09891417,-10.006326,4000,0,0,1,1
1256000,-0.0021305247,-0.0055926405,0.00026631253,4000,0,-0.34619585,-0.08335188,-10.009916,4000,0,0,1,1
1260000,-0.0018642121,-0.0050600064,-0.00026631614,4000,0,-0.3653495,-0.10849099,-9.997945,4000,0,0,1,1
1264000,-0.0013315812,-0.0061252713,1.4534279e-09,4000,0,-0.3701379,-0.14799534,-9.997945,4000,0,0,1,1
1268000,-0.0013315802,-0.0063915877,-0.00026631617,4000,0,-0.3653495,-0.1384185,-9.985975,4000,0,0,1,1
1272000,-0.0015978962,-0.0058589554,-0.00053263316,4000,0,-0.33422485,-0.11327941,-9.958442,4000,0,0,1,1
1276000,-0.0013315808,-0.004527375,-0.00026631643,4000,0,-0.33781615,-0.115673594,-9.959639,4000,0,0,1,1
1280000,-0.00026631885,-0.002929477,0.0015978978,4000,0,-0.38570017,-0.11327941,-9.965624,4000,0,0,1,1
1288000,0.0005326352,-0.0042610583,0.0015978965,4000,0,-0.39168572,-0.078563474,-9.968019,4000,0,0,1,1
1296000,0.002130532,-0.0063915867,-0.0034621092,4000,0,-0.39288282,-0.10849102,-10.014706,4000,0,0,1,1
1300000,0.0015978949,-0.0074568517,-0.003195796,4000,0,-0.37492627,-0.09292869,-10.0003395,4000,0,0,1,1
1304000,0.00026631422,-0.0061252704,-0.0018642157,4000,0,-0.359364,-0.09771707,-9.988368,4000,0,0,1,1
1308000,-0.0018642128,-0.0047936887,-0.0015979011,4000,0,-0.34619585,-0.11447651,-9.969214,4000,0,0,1,1
1312000,-0.0026631632,-0.0045273737,-0.0002663177,4000,0,-0.3605611,-0.1192649,-9.962032,4000,0,0,1,1
1316000,-0.0018642148,-0.004261058,0.0010652656,4000,0,-0.38450307,-0.10489968,-9.975201,4000,0,0,1,1
1320000,2.4587086e-09,-0.0037284265,-0.0007989462,4000,0,-0.3904886,-0.101308376,-9.976398,4000,0,0,1,1
1328000,-0.00026631844,-0.0045273746,-0.0018642143,4000,0,-0.34978712,-0.1348272,-9.96323,4000,0,0,1,1
1336000,0.0031957915,-0.005060006,0.0015979009,4000,0,-0.3725321,-0.12525038,-9.990763,4000,0,0,1,1
1344000,-0.0005326317,-0.005060007,0.001331577,4000,0,-0.34619585,-0.15278372,-9.984777,4000,0,0,1,1
1348000,0.0005326328,-0.005326322,0.0010652662,4000,0,-0.32823935,-0.14320692,-9.96323,4000,0,0,1,1
1352000,0.00026631576,-0.0069242185,0.0015978959,4000,0,-0.3557727,-0.13003881,-9.959639,4000,0,0,1,1
1356000,-0.0021305282,-0.00692422,0.001065259,4000,0,-0.3653495,-0.1276446,-9.988368,4000,0,0,1,1
1360000,-0.0021305254,-0.0050600073,-0.00079894986,4000,0,-0.34859002,-0.1372214,-9.995552,4000,0,0,1,1
