timestamp,accel_device_id,gyro_device_id,accel_clipping[0],accel_clipping[1],accel_clipping[2],gyro_clipping[0],gyro_clipping[1],gyro_clipping[2],accel_error_count,gyro_error_count,accel_rate_hz,gyro_rate_hz,accel_raw_rate_hz,gyro_raw_rate_hz,accel_vibration_metric,gyro_vibration_metric,delta_angle_coning_metric,mean_accel[0],mean_accel[1],mean_accel[2],mean_gyro[0],mean_gyro[1],mean_gyro[2],var_accel[0],var_accel[1],var_accel[2],var_gyro[0],var_gyro[1],var_gyro[2],temperature_accel,temperature_gyro
52048000,1310988,1310988,0,0,0,0,0,0,0,0,250.0,250.0,250.0,250.0,0.023051538,0.0021286032,2.4293578e-11,-0.20954053,0.134267,-9.738655,-0.004836301,-0.009843044,-0.00023435835,0.0004825177,0.00034293858,0.0004346937,4.773676e-06,7.969997e-06,2.4605995e-06,11.811322,11.811322
53048000,1310988,1310988,0,0,0,0,0,0,0,0,250.0,250.0,250.0,250.0,0.024791515,0.0021463393,1.0261333e-11,-0.19306843,0.13053206,-9.82772,-0.0051345746,-0.00051132694,0.00025566347,0.0008387549,0.00048920524,0.0003745039,4.7018066e-06,2.2809247e-06,2.225131e-06,11.811367,11.811367
54048000,1310988,1310988,0,0,0,0,0,0,0,0,250.0,250.0,250.0,250.0,0.02555382,0.0022553059,2.8887146e-11,-0.19986796,0.12536056,-9.782612,-0.0017896444,-0.009374327,0.0007882955,0.00036930662,0.00038782164,0.0006121478,4.961862e-06,5.0119816e-06,5.582213e-06,11.811398,11.811398
55048000,1310988,1310988,0,0,0,0,0,0,0,0,250.0,250.0,250.0,250.0,0.024045013,0.0022381423,1.5889816e-11,-0.19469649,0.13924694,-9.780792,-0.0053476277,-0.0055393754,-0.0012357068,0.0005348717,0.0003963245,0.00022068681,2.8483187e-06,4.870133e-06,4.2015536e-06,11.811398,11.811398
56048000,1310988,1310988,0,0,0,0,0,0,0,0,250.0,250.0,250.0,250.0,0.0226946,0.0020545928,2.2128634e-11,-0.21432893,0.13924694,-9.795445,0.0036645099,-0.010269149,-0.000873517,0.00021931413,0.00035954278,0.00036434206,2.0407278e-06,3.8422045e-06,3.3069625e-06,11.811398,11.811398
57048000,1310988,1310988,0,0,0,0,0,0,0,0,250.0,250.0,250.0,250.0,0.023819929,0.0022405325,1.5425907e-11,-0.21662737,0.13924694,-9.809332,-0.0033662356,-0.005752428,-0.00046871646,0.00021262646,0.00043836056,0.0005203573,3.6578012e-06,5.272037e-06,1.7806722e-06,11.811367,11.811367
58048000,1310988,1310988,0,0,0,0,0,0,0,0,250.0,250.0,250.0,250.0,0.023710785,0.0021652584,9.982785e-12,-0.20503943,0.14077923,-9.757808,0.0034088462,0.00085221155,0.00010652646,0.00025072653,0.0007470971,0.0005402632,6.2176946e-06,4.1136077e-06,3.9717593e-06,11.811306,11.811306
59048000,1310988,1310988,0,0,0,0,0,0,0,0,250.0,250.0,250.0,250.0,0.023225693,0.0023085088,2.1356503e-11,-0.22084117,0.13493738,-9.763842,-0.0049002166,-0.005006743,0.00031957924,0.00063401985,0.00083063426,0.00032306495,5.3666026e-06,7.021503e-06,3.5225721e-06,11.811398,11.811398
60048000,1310988,1310988,0,0,0,0,0,0,0,0,250.0,250.0,250.0,250.0,0.022544848,0.0021057418,1.4052617e-11,-0.20657173,0.11128266,-9.808374,0.0016831178,-0.0057311226,0.00019174749,0.00033940363,0.0005871302,0.00026728027,2.9948958e-06,4.4984904e-06,3.7561495e-06,11.81152,11.81152
61048000,1310988,1310988,0,0,0,0,0,0,0,0,250.0,250.0,250.0,250.0,0.023514144,0.0022557166,1.7500128e-11,-0.21902157,0.11137843,-9.802628,-0.004559332,-0.0050919643,-0.00040480055,0.00053315214,0.00067693484,0.00030702288,1.0640533e-05,3.0516353e-06,4.640339e-06,11.811732,11.811732
62048000,1310988,1310988,0,0,0,0,0,0,0,0,250.0,250.0,250.0,250.0,0.022845577,0.0022176376,2.4049387e-11,-0.2072421,0.08619143,-9.778303,-0.009395633,-0.00479369,0.00042610575,0.00016388365,0.00030380674,0.00034664743,7.42057e-06,6.0285633e-06,3.9244765e-06,11.811855,11.811855
63048000,1310988,1310988,0,0,0,0,0,0,0,0,250.0,250.0,250.0,250.0,0.024587354,0.0021960207,1.1128394e-11,-0.2033156,0.09251212,-9.78491,0.0002130529,-0.0045167212,0.00076699036,0.0007112324,0.0003262005,0.0005574252,3.664421e-06,6.8352083e-06,4.1864237e-06,11.811825,11.811825
64048000,1310988,1310988,0,0,0,0,0,0,0,0,250.0,250.0,250.0,250.0,0.023028215,0.0021971865,8.417715e-12,-0.20685902,0.10055664,-9.741049,-0.0025566346,-0.003174488,0.00029827398,0.00036303938,0.00026463668,0.0002498253,6.7850888e-06,4.6450673e-06,2.0114123e-06,11.811825,11.811825
65048000,1310988,1310988,0,0,0,0,0,0,0,0,250.0,250.0,250.0,250.0,0.024183985,0.002207407,1.6753673e-11,-0.20398599,0.11348533,-9.768822,0.00036218995,-0.008543421,-0.0011078751,0.00029186462,0.0005378716,0.00031526826,4.981721e-06,7.836659e-06,2.3858927e-06,11.811825,11.811825
66048000,1310988,1310988,0,0,0,0,0,0,0,0,250.0,250.0,250.0,250.0,0.022661839,0.0021423537,1.9669327e-11,-0.21136013,0.09691746,-9.774281,0.0031318774,-0.007435546,0.00036218978,0.00021472826,0.00027568068,0.00015434841,5.3032445e-06,4.408653e-06,4.579817e-06,11.811889,11.811889
67048000,1310988,1310988,0,0,0,0,0,0,0,0,250.0,250.0,250.0,250.0,0.024191856,0.0022793838,9.609243e-12,-0.20379445,0.10879269,-9.782804,-0.0012357067,-0.0042397524,-0.0007669905,0.0002977497,0.0005173695,0.0005495756,6.660262e-06,3.3920714e-06,3.0516348e-06,11.811985,11.811985
68048000,1310988,1310988,0,0,0,0,0,0,0,0,250.0,250.0,250.0,250.0,0.022445625,0.0021711334,1.0287538e-11,-0.19029115,0.1087927,-9.782421,0.0005965481,-0.0034727622,-0.0010439593,0.00020068439,0.00029667967,0.0003159048,1.9698036e-06,7.804507e-06,3.0610918e-06,11.812157,11.812157
69048000,1310988,1310988,0,0,0,0,0,0,0,0,250.0,250.0,250.0,250.0,0.022937508,0.0021585599,1.9501145e-11,-0.18157625,0.09490633,-9.790752,-0.0012996226,-0.008436894,-0.0012996227,0.00027738124,0.00042221491,0.00045183423,8.110899e-06,4.8862103e-06,2.484241e-06,11.812338,11.812338
70048000,1310988,1310988,0,0,0,0,0,0,0,0,250.0,250.0,250.0,250.0,0.022889907,0.0022017388,1.959298e-11,-0.18665196,0.107451946,-9.829156,-0.006711166,-0.0017470338,-0.0012996227,0.0005715388,0.00034456266,0.00034488976,6.80873e-06,5.946291e-06,2.1296196e-06,11.81264,11.81264
71048000,1310988,1310988,0,0,0,0,0,0,0,0,250.0,250.0,250.0,250.0,0.022417003,0.0021425858,1.4686433e-11,-0.17764977,0.11156997,-9.784528,0.0026844663,-0.0046871635,2.1305203e-05,0.0003926559,0.0004643083,0.00041715422,8.593184e-06,7.801671e-06,4.124956e-06,11.812893,11.812893
72048000,1310988,1310988,0,0,0,0,0,0,0,0,250.0,250.0,250.0,250.0,0.02289918,0.0021233454,9.231281e-12,-0.19756952,0.096151315,-9.8111515,-0.0005326322,-0.0023861923,-0.00036218995,0.00016151436,0.0003910699,0.00047832,4.2554566e-06,8.324619e-06,3.0431243e-06,11.813093,11.813093
73048000,1310988,1310988,0,0,0,0,0,0,0,0,250.0,250.0,250.0,250.0,0.02548846,0.0022922356,1.32001155e-11,-0.19661185,0.0862872,-9.799372,-0.002514024,-0.0039414787,0.00029827395,0.0003058703,0.00052806956,0.00033938882,5.2370483e-06,6.5723157e-06,3.2171251e-06,11.813168,11.813168
74048000,1310988,1310988,0,0,0,0,0,0,0,0,250.0,250.0,250.0,250.0,0.024485542,0.0021151963,1.5267076e-11,-0.1937388,0.08322262,-9.799946,-0.001704423,-0.005752428,0.0015126754,0.00028704957,0.00031827093,0.00092385244,5.201113e-06,4.681002e-06,2.663916e-06,11.813229,11.813229
75048000,1310988,1310988,0,0,0,0,0,0,0,0,250.0,250.0,250.0,250.0,0.023572935,0.0021644295,7.5457696e-12,-0.19364303,0.0841803,-9.784431,0.00023435816,-0.0029614351,0.0008309062,0.0004955106,0.00021910387,0.0002777871,2.555165e-06,2.6497307e-06,2.6497307e-06,11.813259,11.813259
76048000,1310988,1310988,0,0,0,0,0,0,0,0,250.0,250.0,250.0,250.0,0.02570886,0.002066486,1.0951928e-11,-0.20446482,0.087627955,-9.765661,0.00025566347,-0.005688512,0.0010226538,0.00049058103,0.00030667277,0.0002466351,9.2485254e-07,9.9464205e-06,3.1660597e-06,11.813229,11.813229
77048000,1310988,1310988,0,0,0,0,0,0,0,0,250.0,250.0,250.0,250.0,0.024499284,0.0021326742,1.370269e-11,-0.18952501,0.10544081,-9.801957,-0.004111921,-0.0025566346,0.0010652645,0.00047514212,0.00027346425,0.00050323684,3.865846e-06,3.3334409e-06,4.0426835e-06,11.813229,11.813229
78048000,1310988,1310988,0,0,0,0,0,0,0,0,250.0,250.0,250.0,250.0,0.023774773,0.0022523592,1.4156972e-11,-0.19048269,0.121146776,-9.789028,0.0016405073,-0.004282363,0.00014913695,0.00066927273,0.0005044338,0.0003911721,5.648409e-06,6.229042e-06,3.3220929e-06,11.813137,11.813137
79048000,1310988,1310988,0,0,0,0,0,0,0,0,250.0,250.0,250.0,250.0,0.024431761,0.0022112469,1.2609575e-11,-0.170946,0.122296,-9.777345,-0.001257012,-0.0052837115,-0.00023435827,0.00021447986,0.0006558212,0.0006106183,4.0162054e-06,4.158999e-06,2.3187508e-06,11.812955,11.812955
